CodMunIBGE,"PIB (mil R$), a preços de 2010"
3114501,202127
2512101,202177
3133501,202848
3168002,202903
2801405,202938
5005251,202980
3101904,203287
3524907,203379
4315800,203689
3508009,203949
3111002,204026
2201903,204103
5000708,204119
3127800,204903
2914653,204905
4116703,204947
4311155,205159
1302405,205324
5106422,205351
2916500,205373
4318507,205441
2608503,205505
3111408,205509
4200408,205616
3303955,205711
5105002,205785
2601409,206233
3112604,206239
3548054,206256
3304409,206378
3139607,206461
3133402,206591
4321105,206604
4207106,206642
3305703,206675
3543253,206716
3545605,207180
5220504,207369
2211100,207504
2905800,207648
3556107,207895
4323804,207981
2405801,208544
5217708,208549
2902054,208755
3521309,208808
3300951,208944
2305001,208951
2306553,208962
3111804,208976
2603009,209180
5104526,209737
3533007,209745
3511607,209827
4104253,209892
4322533,210210
1100940,210217
5002001,210417
4107504,210957
3546009,211247
3301504,211282
3532405,211669
1600535,211985
3512308,212218
3535606,212802
1500958,212960
2604205,213140
3549953,213289
2103604,213301
2300309,213402
3203007,213862
3301876,213965
4304903,214235
2616308,214257
3130309,214267
3147600,214361
3538907,214410
2607653,214506
1708205,214558
5105507,214806
5001243,215020
4127601,215887
3526100,216173
5107107,216184
4118907,217256
2925105,217290
1301704,217550
3507407,217809
3506805,218422
1100338,218431
4320701,218755
3203130,218809
4125100,219058
2602308,219701
2106755,219999
2928109,220008
3535002,220099
2111607,220286
2314102,220618
4104428,220622
5215603,220980
4208807,221481
5008008,221679
3551900,221796
1100056,222021
5005681,222052
3114402,222871
4305306,223012
2512507,223697
3143203,223710
2602803,223749
5103254,223793
3153400,224162
3512100,224170
2902104,224189
3144102,224214
5004304,224451
2114007,224585
2109007,224761
4306908,224790
1505486,224947
4113502,225062
3139508,225450
3305604,225491
5002605,225730
5103452,225805
3132503,225982
2312205,226302
3100203,226324
2929305,226352
3162906,226774
4126603,226783
3547700,227003
4219176,227434
3144607,227754
5215306,227777
3114204,227890
4312617,227907
1200609,227962
3504602,228059
1501907,228096
1100809,228321
4126801,228380
5218904,228557
2506004,228855
2307007,230189
1722107,230191
5006903,230214
4217907,230221
5106257,230236
5211206,230409
2302404,230697
4308102,230756
3520905,230949
2929909,231048
4201257,231412
5215504,231505
4205704,231533
3204054,231613
2932507,231739
1502301,232621
2803005,232622
2605103,232834
4117503,233171
3135050,233405
2931905,233602
4108502,233624
3500501,233684
3203502,233990
2402204,234466
3121258,235187
2409407,235359
5105606,235413
4213708,235415
3551306,235556
1100254,235588
2306900,235623
2609501,235999
3537909,236405
3501301,236565
2312304,236890
1304062,237077
1503309,237082
1508308,237508
3517505,237521
3143401,237578
2802304,237701
4114104,238054
4101705,238326
3545506,238725
4122008,238758
5208905,238779
4216701,238780
2500601,238949
4314423,238961
3205036,239681
4110508,240239
4215505,240264
5218300,240422
3521903,240782
2300754,240831
2400703,240885
1503705,241334
1400472,241464
4315305,241714
5103304,241722
4124053,241881
3138807,243054
3200102,243707
3105103,244317
4317806,244638
5217302,244744
2102325,244982
4300109,245070
2701407,245300
2708006,246215
3524501,246362
2302503,246828
2801306,247024
2709152,247037
2408300,247259
5007406,247285
3551801,247450
2904902,247565
5212204,247606
4117305,247676
2605707,248290
3303005,248305
5108600,248343
5000856,248495
3156304,248518
3534203,249228
3161106,249262
2602100,249367
3168101,249698
3507100,249973
4300802,250584
3204609,250849
3540903,250901
4310330,251065
3505609,251324
3151404,251391
3203403,251416
1302702,251450
5209705,251865
4126306,252170
5002100,252396
2310209,252871
3157708,253145
5205901,253544
3553807,253559
3550902,253661
3157203,253836
3113701,254136
5108006,254163
3101102,254295
3528007,255047
4115606,255255
3501004,255322
4105409,255384
2925501,255387
4113908,255465
4302352,255593
3202504,255852
4121406,255982
3112307,256075
4114005,256087
4211009,256171
3202108,256422
3538600,256488
3302106,256885
2917607,257036
4321006,257340
5206404,257575
3202306,257598
2401206,257659
1504455,258217
3529203,259695
4302709,260633
3555356,261151
3160405,261299
5005004,261617
3508801,261963
1100015,262076
2906907,262803
1503804,263119
4316709,263233
2926202,263604
2313500,263842
2913705,263876
1707009,264357
1200500,264528
3101706,264550
3105905,264633
3204203,264652
5221551,264729
3515202,264737
1505809,264771
4101903,264775
2708501,264998
2926608,265023
5107008,265120
5106240,265204
3142809,265413
2202208,265506
4101002,265680
5101902,265710
2913903,265784
2611804,265945
3301207,266203
3200201,266215
3147204,266338
3133006,266373
5004601,266482
3531506,266527
3527405,267341
4217402,267424
5101407,267863
4105300,268220
2503001,269041
5205455,269081
4206900,269202
3128303,269425
3520301,269465
5100409,269634
2515302,269811
3109402,270278
2401453,270431
5106505,270746
3304128,270825
1503044,271035
5220207,271568
1302900,271610
3126307,271615
3535804,271929
4304663,272055
1100130,272200
2313302,272689
3541703,272723
5005608,273227
3144706,273507
2923001,273963
4106506,274169
3507803,274485
4317905,274500
3524600,274929
2108207,275077
2933208,275129
5002209,275193
3511706,275341
3149903,275999
3158953,276056
4217600,276478
4104501,277316
1709302,277727
4316600,278521
4212502,278810
3155504,278907
2109106,279252
4126504,279798
5214002,279972
4101200,280687
5205406,281772
2615409,282076
4212809,282332
3111606,282617
3169604,282632
5216452,282661
3536208,283148
4202453,283236
3515152,283626
4106605,283645
3111101,283776
2807402,284139
3517703,284371
2919504,284507
4204509,284590
4111258,284594
4121802,285197
2612604,285501
3303856,285722
4211504,286074
2105401,286118
5101258,286281
3147402,289500
2700409,290760
2807105,290973
4308904,291019
2511202,291087
3300225,291120
3113305,291208
2905206,291471
4309050,291730
3533601,291746
3304508,291757
4121703,291845
3546306,292009
4307500,292440
4113304,293245
1505031,293612
4107256,293942
5004502,294271
1508159,294588
4106308,294602
4214003,294793
3554300,295562
4210605,295805
4316006,297375
3115359,297630
5220603,297998
4301305,298334
2800605,298386
3133105,298492
2916302,298496
3522901,298927
1502707,299034
3205010,299051
3157005,299272
2804508,299772
3526209,299824
2914000,300001
3130408,300368
4201208,300522
5210208,301137
5104104,301442
2305407,302015
5102686,302203
2805703,302299
2609907,302984
4102109,303423
5203500,303871
5200134,303945
4218806,304084
5106307,304702
2508901,305036
5205307,305421
2907202,305578
3509403,306018
1301852,306445
3151602,306877
3508603,307018
3134905,307463
4306957,308156
3521804,308173
5201306,308863
3540804,309166
2101608,309789
3147303,309859
2610608,310726
1100098,311787
1502939,311832
3204104,312141
3123601,312673
3130705,313496
2104800,313697
5007935,314248
5004700,314314
3128006,314399
1705508,314490
1303536,314535
3159803,315149
3528809,315177
3502903,315642
4109708,315948
4111902,316109
5219753,316166
3110004,317354
4206702,317436
4314464,319504
3506607,319857
3511409,319998
3526001,320339
2504603,320782
3116605,321375
5107065,322214
5208806,322592
2208403,322808
2706901,323189
4205803,323276
4127403,323637
3205069,323909
1100320,324475
3149804,324857
4212106,324930
5107305,324971
4205308,325049
5002902,325443
3124104,325445
3520442,325536
1505437,326028
4210001,326048
4318200,326081
3201605,326645
5102702,327534
3511003,327576
2300200,327756
2302206,328008
4311007,328128
3530102,328815
4319604,328886
3532009,328940
1506708,329767
4102406,330650
3521002,331073
2103208,331086
3204708,331119
3550209,332034
1506187,333880
4103602,334471
4128005,334638
5105903,335278
5002308,335281
1508001,335913
5205497,336090
1100452,336264
3109303,336348
2110005,336588
4217006,337295
5216403,337577
4115705,338140
1507607,338329
5000203,338434
4314472,338626
3523602,339110
3135209,339717
3171006,340207
3305752,340479
4109609,341184
3512209,341423
4204251,342339
2609402,342814
4217808,343181
3162005,343550
5207402,343620
2702405,343733
5105622,344011
5200308,344661
3529906,345358
3162104,345614
1600279,346802
4318408,346805
2919926,347393
3200805,347440
2401008,347485
1505064,347950
2613008,348342
1508084,348357
1304203,350169
4110102,350542
3152006,350722
2608909,351642
4119608,351704
4208401,352392
4120002,353032
2610905,353864
4114302,353924
5100201,354550
3110509,354581
4119400,354971
4211207,355613
5204409,355732
3538808,356422
4204558,357103
3201902,357323
3162955,357401
5007109,358151
2614204,358797
3539103,359140
4112108,359274
3114303,359631
4208104,359640
4111506,359655
3151107,359657
3302908,359763
5204300,360443
3508108,360765
4211603,361663
1500404,361812
2908408,361911
1505106,363168
4320800,363254
1501808,363439
4320404,364123
2914703,364346
2302800,364415
4202107,365510
4214201,366185
4105904,366561
1506500,366697
3536307,367399
2910503,371221
3520400,372951
4212205,376153
2302602,377210
4309001,377335
4102307,377392
3537404,377620
3202207,377891
2107506,378482
2304103,379566
3535309,379611
2403103,380268
4321907,380637
3551603,380643
2601904,381017
3521408,381531
4213609,381850
3121605,381948
3519055,381992
4305207,382027
4101101,382725
2903904,382897
4116901,383329
4304200,383562
2915205,383952
3544103,384515
5213756,385212
3162922,385476
2906006,385851
3542404,386949
3140803,387353
1503457,387766
5203302,387921
4322707,388823
4127502,389552
4319505,389760
2928802,390081
4216503,390207
4108601,391231
4108809,391298
5214507,391463
3304805,392105
4218301,392282
5100607,392611
3553302,393244
3107307,393255
5217104,393827
1504802,394236
3165537,394851
3113206,397736
3553401,398164
2614501,398380
3146008,398544
1504703,398706
3300258,400093
4313201,401984
3514106,402239
5000609,402429
2706703,402529
3140704,403967
3300506,404186
3507902,406092
4302808,406799
3550407,407763
4321808,408323
4319000,408329
3554805,409012
3531407,409116
2308708,409292
4311205,409433
2412203,409695
2112001,411130
4204707,411456
1713205,411917
5217401,412009
4123501,413132
2907509,415103
4119103,415232
5106372,416553
3300605,420564
3551504,420611
1716604,421891
1507953,422200
5211800,422245
3502705,423372
3548005,423857
2910701,424516
4321303,424905
5103205,426300
4309407,426314
3203056,426905
3514908,427351
2211209,427632
3107109,427747
4215703,427862
4312906,429209
4320909,429588
3509908,430181
3510807,430282
4203907,430395
3541505,432068
3155702,432579
4205456,433874
3145604,434492
3519303,434933
3531100,435874
3552106,436407
2709301,437457
4306809,438226
4316451,438445
2928604,438783
4315701,439145
3503703,439155
4217709,439222
3539202,440091
3129707,440326
3305406,440635
1500206,440767
2400208,442986
2104057,443751
2706307,444152
4208500,445916
3556404,445974
4200101,446167
5104807,446474
4219002,446479
2601201,447132
2108603,447266
5221601,447957
4320107,449683
3303609,450652
4317301,450869
4216909,450919
3124807,452050
2930774,452918
5001904,455726
2311405,456018
3547502,457220
5006002,458684
3501707,459374
5105101,462097
2601102,462790
3201407,463430
5106232,464082
2301901,464715
2607752,464779
3510005,466157
5215231,467546
5218003,468236
4211751,468841
3505807,470286
3110608,471269
2615300,471338
2313401,472288
2402600,473139
4114807,473453
4209409,474495
4217501,474759
1502103,475010
5105150,475733
3304755,476293
2303501,477433
1100155,477501
4216305,477647
4304507,478821
3119302,479056
3151503,479654
1503903,480751
5220108,482364
3200904,482589
4103453,483398
3102605,483673
4202800,483790
2506301,483903
2610004,484106
4318804,485234
4321600,485427
3129509,486188
2929503,487336
3523206,487568
5204250,489168
2707701,489699
3135100,490115
3117306,490189
3306206,491050
2915601,491522
2917706,491841
3529708,492014
2803302,493888
5001003,494481
1507300,495055
3556305,495120
3502507,496062
3525201,496629
5106752,497065
2605202,499040
5217609,499464
1508407,500256
5215702,500593
4321501,505242
2307601,505778
4310009,505810
3510203,505845
4120606,506247
4124103,506702
3520103,506755
2909802,507284
4310801,507996
4304408,508128
1501709,509271
4117602,510692
3130101,512939
4301008,515079
3160702,515483
3512001,516279
3133758,517685
2312403,517967
3204559,518864
3163706,518953
5210406,520256
4206306,520381
4316402,521125
3525102,521470
2930105,522537
4318903,522977
2803203,523634
4313375,524360
3111200,524701
3144300,525635
4213104,528933
5002407,529082
5003306,530702
2930501,530968
5001102,532554
4201307,532599
1501782,534052
4322202,535174
3553955,535980
2402006,537967
2914604,540331
1100189,540861
3546603,541138
3152808,541173
3502200,541193
4111803,541342
4125704,544432
5003256,544859
2911709,544906
1508126,545230
2503704,545321
4114203,546369
4212908,546578
4317400,547609
4311304,548331
2606408,548708
5104609,549108
3500303,549174
2516201,549346
2203909,550099
1718204,550115
2910602,550517
3170800,552174
2613701,553855
3203908,555706
2801504,556044
4102000,556879
3526407,558347
5219308,559354
3542206,562996
3547601,563818
3101508,564993
4117701,565016
5100300,565690
4125605,567737
4213500,567925
3156908,567953
1716109,570080
4211702,570471
2909307,571612
3303708,572304
3503802,572380
4317608,573106
2311801,575304
2311306,576333
1500503,576867
2301109,577080
2806701,577308
3138401,577376
3533502,577510
1303403,578337
4219705,579348
4313060,580507
4122305,580700
1501501,580846
3117876,581144
5210000,581552
4203204,581748
1500107,583793
3304706,584055
3518206,588123
2309706,591626
2103307,593907
2306306,594791
4101606,596608
3139003,596819
3305158,597025
3534609,597484
1100106,598167
1502202,601463
2309607,602770
3300936,604026
3537800,606801
2101202,607057
5006309,611468
4322806,612324
2921005,613777
2806107,616807
3136306,617035
3145000,617921
4312658,618498
3518602,618831
3301850,620367
4308508,620513
4306601,622454
2407203,624094
4210506,627703
3513108,627725
1100288,627848
3172004,628151
3505203,628396
3524105,629151
5007695,629917
3107406,630340
3515103,630976
4119509,631587
3162948,635370
3525706,636119
3541307,637465
3500105,639090
3104205,639615
4313706,642627
4204806,646797
2927002,647029
1302504,647439
3537602,649577
2911105,651069
4215000,653645
4304630,653655
4304358,659547
3537008,660162
3169406,662628
3540200,663942
4104659,664492
4104006,665119
2917508,666035
4205506,667226
5213806,667439
2109908,670907
3539509,672896
3141108,673868
4203956,676626
5208608,677333
3509700,681915
4306767,682531
4107207,682627
2208007,682827
5100250,682973
5210109,683804
4310603,685709
2401107,688025
4313300,691969
4218004,692919
3302270,692967
4321451,697408
3514403,699888
2404507,701908
4207304,701969
5101704,703561
4112009,703645
2702306,703927
2306405,704980
4107652,706289
3540002,706689
4100400,706900
3535507,707335
4104600,707615
4114401,710548
3516705,710995
2604007,711552
5209101,712143
2803609,712380
4321709,720060
3301108,722817
4128203,723334
3550100,724879
4126256,725972
2612505,727015
5103502,729471
4314050,729606
1504422,732170
4120804,732944
3513702,737342
4119301,737356
3531902,741486
5200555,742108
3143104,743439
3203320,746058
2904605,746514
4308201,746720
2613909,746908
3524808,748344
4115804,750258
1506138,752442
2111201,752813
4106407,753182
2803500,754701
4113205,755219
3537107,756060
4314803,761657
3544004,764122
5007901,764488
5002951,767559
5200258,767597
2932903,768017
2301000,768348
3553708,769803
5214606,770876
1200203,771040
5218508,771852
4321204,774211
3527603,775223
3127107,775520
3152105,781595
4110706,785302
3519709,785959
3137205,786658
1100114,797296
3171303,797394
2908507,798232
4208302,798638
4117909,798830
3120904,800196
2501807,806090
3136652,806639
5005707,807936
3127008,808504
3303807,809203
4122206,809517
2601706,811692
2603454,816856
2307700,820090
3515186,824248
5107875,827963
2510808,830948
3509254,835391
3305554,840825
1500602,842407
3205101,847607
1301902,849636
3522703,850559
2600054,853291
4307807,854164
2612208,858893
3113404,859125
3512803,859253
3519600,861803
3540606,862626
5006200,864838
3522109,869872
2802908,870519
3537305,873794
4317103,873868
3544251,876860
3126109,879186
5101803,882330
3516309,883621
2305506,884473
4305355,885720
4307609,890155
2708600,892341
4309605,892861
5102504,895991
3555406,896600
4217204,898067
3542602,899414
2606200,901542
3546702,901671
4309100,904019
3300803,906006
1503606,906106
3556453,910939
3505302,911100
2704708,911886
3545308,914589
3119401,920040
3105400,920143
3305208,929226
5213087,930914
4209003,931963
2611002,932345
5205471,932925
3159605,936233
5102678,937129
2925204,939101
4120903,942566
3549409,945887
4306403,947058
3546801,949379
3546405,956980
2928901,959035
2207702,967407
3133709,975684
2112209,977152
3530300,977180
4213203,979887
4318002,982264
4203808,982357
3137601,982774
3169356,983447
4114609,983588
2304202,985409
4201406,991569
4126272,992201
3103751,996130
4318309,996979
4218202,1000349
4202305,1001115
4210100,1001512
3128709,1002735
3531308,1004633
3555000,1005874
5220454,1009536
3145208,1010516
4304804,1010716
2100055,1012037
4206504,1012209
4308607,1013878
3115300,1015919
4310108,1020677
3306107,1022596
2916401,1022599
2103000,1025085
3162500,1025243
5102637,1026350
5221403,1028754
4303509,1034395
3517406,1034455
5007208,1039413
4219507,1041490
3304003,1045134
3534302,1046216
5006606,1050414
3502754,1056801
2407104,1057410
5206206,1060336
3164704,1061147
4300406,1064424
3515509,1069480
1600600,1075428
5208004,1085948
2928703,1088685
3530508,1089746
4300901,1091182
3506359,1097980
4313904,1100161
4118402,1101756
4311809,1103373
3510401,1107156
2802106,1108185
3139409,1109457
3518305,1111404
5106224,1112452
4104907,1113219
5005400,1113718
3528502,1116127
5221858,1117499
3118304,1129940
3149309,1134938
4207007,1142741
2305233,1146485
3151206,1151269
3505906,1153706
4304705,1157959
4109807,1161945
3511508,1166025
3304300,1168376
3540705,1168791
3528403,1171996
5213103,1173433
3522406,1175016
2925303,1181262
3549706,1185115
3533908,1185866
1100049,1186494
3509601,1189439
5204508,1197471
2606002,1201193
4317509,1203995
4105508,1212578
4322509,1214764
3143906,1218094
4303004,1222147
3106309,1223910
3512407,1227207
4122404,1230993
1709500,1234373
3504503,1237711
4313508,1239024
2606804,1244019
2513703,1244882
2918001,1255503
2922003,1264665
3204906,1268489
3202405,1281845
3148103,1282274
3554508,1283860
3101607,1284402
4301602,1288067
4108403,1299819
2931350,1302925
4203600,1307033
3536703,1313295
5220405,1314512
4219309,1321930
3170404,1330067
3109006,1335180
3202801,1345406
3527207,1356605
3156700,1356782
4300604,1360732
1100023,1364693
5105259,1371529
2910727,1372266
2412005,1380002
3300209,1381762
2905404,1397355
2304285,1404070
3129806,1407024
3147907,1408579
3541604,1411351
3508405,1412089
3502101,1422125
4211306,1423383
4207502,1425282
4306106,1426495
1505502,1427238
4205902,1427625
3302205,1436221
2101400,1438809
3506102,1446951
1100304,1447187
3513405,1450013
3302858,1452834
3550605,1457400
2616407,1461946
5107958,1464263
3305505,1464446
3168606,1465714
4128104,1467370
5007802,1471242
3300308,1473284
4317202,1486461
3138203,1494001
3302254,1495062
3169307,1508905
4322400,1518546
3557105,1520497
5107040,1522291
3539301,1528609
3134400,1529028
4203006,1534459
4214805,1548684
3171204,1561162
2503209,1564376
3501152,1566535
3507001,1570133
4319901,1571774
4118501,1573927
3526803,1573990
3147105,1577111
3105608,1578866
3533403,1598463
3510500,1609177
3516408,1613872
4310207,1627125
3526704,1634523
1505304,1635545
3524303,1637690
3133808,1657410
3504008,1666866
4204301,1669960
3134202,1689146
3136207,1697019
3147006,1701105
4104303,1702323
2801207,1709831
3303203,1709865
4322608,1722109
3154606,1733698
3500709,1736270
1502400,1738923
4101408,1749964
4104204,1753399
4303905,1754045
3549102,1755940
4103701,1766839
3302601,1772367
3506508,1784190
3534708,1791042
2918407,1799720
3543303,1803800
4127106,1804286
2900702,1833519
5107925,1834499
3306008,1835763
3556503,1837457
4312401,1840974
4307906,1853766
1100122,1855358
5003207,1863759
3300233,1869297
3302700,1873273
3131901,1879338
3201506,1882477
3125101,1884763
4215802,1889164
2919553,1899744
2700300,1908879
2903201,1921578
3118007,1922673
3522604,1924254
3531803,1924685
4323002,1948820
3161908,1951642
2804805,1976864
4218707,1980403
1702109,1980667
3503901,1988477
3132404,1993811
3148004,1996955
1301209,1998793
3509007,1998876
3169901,2030568
3304144,2032470
3168705,2036766
3557006,2042691
3145901,2047668
3525003,2049050
3301306,2071659
4307708,2096485
4216206,2107729
3529302,2110726
4311403,2118848
1502152,2120091
2924009,2124083
3515707,2133262
3103504,2147788
2307304,2151334
2610707,2155696
5212501,2167164
2906501,2191977
2910057,2206178
1501303,2227149
3157807,2230851
5107909,2240640
4320008,2242807
5211909,2244412
5211503,2269361
3524006,2304035
1506807,2309691
3554003,2315179
3527108,2325825
4105805,2360600
3522208,2366613
3302502,2372394
4307005,2397415
3301900,2429728
4127700,2438245
3511102,2444101
2914802,2444702
3501905,2465216
3505500,2500648
4109401,2507593
3525300,2548015
2312908,2553785
1508100,2566105
2913606,2567197
3104007,2573182
3522307,2574006
4101507,2621393
4211900,2685688
4202008,2735407
3530805,2761857
3508504,2765679
4209300,2771856
2403251,2794284
2303709,2842606
3305802,2896777
4309308,2910559
3303401,2921047
3518404,2927684
2105302,2936193
3510609,3000084
3507506,3012753
3204302,3082026
3152501,3123047
3201209,3198902
3503307,3211625
3523107,3222392
3170701,3234145
3507605,3245514
2930709,3254038
3203205,3275115
3541000,3276662
3545209,3296868
4202909,3346225
3551009,3360635
3523404,3394630
2604106,3417378
3122306,3417488
2611101,3434155
3127701,3454061
1504208,3458624
3300407,3460172
3545803,3475486
2609600,3479822
2933307,3506823
4302105,3508007
3530706,3593003
2919207,3652177
3140001,3690160
3504107,3709727
3146107,3713842
3151800,3742080
3551702,3742697
5003702,3765442
3304151,3791122
3550704,3820147
4119152,3834700
3538006,3855906
4204608,3870771
4314100,3903721
5108402,3908580
5008305,3917073
3539806,3922731
3556206,3937795
4316907,4006384
4118204,4068127
1500800,4100512
1721000,4102952
3524709,4104912
3502804,4132001
3131703,4137155
4316808,4176628
4314407,4227939
3200607,4246236
4303103,4248239
3515004,4373421
2602902,4422989
3300456,4427123
3200409,4434883
2408003,4438424
3518701,4443142
5218805,4450486
4318705,4455336
2307650,4499790
3529005,4551068
3541406,4563335
3547304,4603218
4204202,4604296
3556701,4623767
3523909,4633757
3302007,4649830
5107602,4826132
3143302,4843675
2504009,4992962
3305109,5015431
5205109,5018784
3516200,5056918
4216602,5115254
1400100,5123255
1200401,5125851
4315602,5143120
3304110,5174745
3201308,5211183
3522505,5220158
4104808,5317063
2929206,5323913
3144805,5382563
2607208,5404486
3509205,5460802
3552809,5473360
3503208,5474437
1600303,5503896
4208906,5515805
4313409,5536879
3543907,5639383
4322004,5670540
3304201,5777847
5201405,5808581
3167202,5820627
3527306,6027355
3305000,6099728
4108304,6245512
3300100,6331317
3552502,6555271
3524402,6682818
4119905,6698733
3513009,6796203
3548906,6805566
2910800,7179906
3501608,7236089
3303906,7244424
4309209,7295812
3170107,7299719
3131307,7520603
2607901,7586200
3526902,7629913
3520509,7651291
3205200,7928904
3506003,8207654
4115200,8554967
3519071,8763445
3304524,8957877
4101804,8993871
1100205,9093823
3300704,9301079
3529401,9323424
3530607,9389909
3513504,9466000
3552403,9488101
2800308,9603944
3306305,9656616
3549805,9770859
4202404,9908621
3136702,9912515
4208203,10060380
3303500,10142818
3304904,10327201
2211001,10627694
3513801,10699784
4113700,10822983
2507507,10843957
5201108,11060524
4205407,11276679
3548807,12205133
2704302,12369801
2905701,12446026
3554102,12449701
3538709,12501662
5103403,12541778
3303302,12587900
4304606,12718014
2408102,12918972
3205002,13048176
3548500,13546942
3302403,13613373
3536505,14141349
1505536,14985169
5002704,15089120
4305108,16471201
4125506,17238007
2111300,18211487
4209102,18252540
3543402,18280844
1501402,18801039
3170206,18950577
3118601,19142636
3547809,19164510
3552205,19721440
3205309,21183940
3301702,23107679
3525904,23155495
3106705,23384913
3549904,25848130
5208707,29038011
3505708,30018704
2611606,33369680
3518800,35671510
2304400,37001830
3509502,38195022
3301009,38684388
2927408,40762686
3548708,42557431
4314902,42724991
3534401,43499785
1302603,50168821
4106902,58122788
3106200,59203074
5300108,144174101
3304557,208153594
3550308,450491987
