CodMunIBGE,VALUE (R$)
4313508,168552311
4211900,169791616
3302601,170983119
5107909,172143911
3140001,172282791
5211909,173098869
4300604,173422252
2112209,174335392
1502400,175089856
3200409,175117075
3204906,175334079
4301602,176754641
3516309,177126324
3301306,177236523
4202909,178655814
3302858,180210572
3555406,180255777
3302205,180848613
1501303,181874707
3201506,182784683
4119152,182930527
3148004,183954520
3129806,184145770
3518404,185825931
3105608,187480688
3302700,188194628
1301209,188337979
3545209,188568098
3104007,188719871
3554003,188801697
3522109,189871025
3146107,190237968
1508100,191148975
2903201,191957622
4109401,192375252
4127700,192698702
2918001,193401473
3557006,194542539
3506508,194999872
2930709,195400840
4320008,197185231
3534708,197546274
3506359,198408155
4303103,199800955
3118007,199993049
2914802,200669323
3154606,202448915
4118204,204150663
5008305,204741019
3523404,205299827
3170701,206370607
2913606,206861297
3304151,207593756
3157807,208518611
3524709,209082976
3530805,209263650
3152501,209621414
3507506,212704529
5205109,213019689
4316808,214122479
2103000,214132057
5212501,218022817
5220454,218429273
4302105,221199388
3525300,223221085
4323002,224705441
4105805,228832182
3527306,229669676
3509205,230264121
3522307,231192248
2403251,234975926
3511102,239586041
3556701,241697312
2307304,243249207
3522208,243452337
2610707,246104190
3539806,247281597
3201209,250543737
5003207,251351591
3303401,254653075
3551702,256245532
4209300,260062970
3304201,263501843
3504107,265474458
3510609,265814675
4314100,266885718
3510500,267229733
3507605,267396738
3305802,268135250
2919207,268846286
1506807,268899105
2700300,272167528
3200607,272700623
3505500,273525451
5108402,273587414
2918407,275500109
3503307,278840792
3305000,280281376
3300407,284109841
3545803,285375888
3302502,287364339
3538006,287914170
3556206,289210506
3530706,294066450
4315602,296173089
4216602,296306644
3515004,298039389
3522505,298698493
2105302,301201785
3131703,307437629
3301900,314611261
1500800,314847609
3144805,315167192
2611101,317695197
4316907,318864876
2604106,319307321
4204608,323437608
2303709,323880829
3523107,327487301
3167202,330083957
2933307,330854404
4204202,332752730
3523909,334344307
3122306,334729945
3502804,335460573
3305109,335531144
2312908,335860213
4202008,335864011
3302007,339646045
3541406,340517392
2609600,340964482
5107602,342664036
3203205,345012257
5218805,347882958
2408003,353486885
3201308,353863825
2307650,356934760
4208906,361124347
2607208,361974447
4104808,371393435
3127701,384226131
3516200,384919570
4318705,386234020
2602902,386257271
3151800,388633642
4309209,389670079
5003702,390693678
5201405,395294385
4119905,401439481
1504208,404168438
1200401,404998198
1600303,414507013
3543907,415940096
3519071,416489670
3300456,420020332
3552502,423085939
4314407,424467029
3547304,425386495
3513009,425809036
2929206,426863428
3550704,435608719
3143302,436666732
3524402,441006948
3552403,442757208
4313409,444275677
3503208,445759616
2504009,447906379
3529005,449199866
3552809,451617364
3548906,453271900
1721000,463448903
1400100,473163344
5201108,488164900
3501608,495288964
4108304,500425447
1505536,505627170
2910800,506279389
3170107,511420325
3304524,516416539
3551009,519880190
3131307,526491015
3300704,531299839
3205200,534037491
3520509,534151318
4125506,536405657
3526902,543167440
3303906,545506124
3506003,583772358
4101804,585348936
4208203,586770250
3554102,588679347
3529401,595202104
4115200,606474894
3530607,607948193
2607901,617299426
2905701,624280803
3541000,627177400
4304606,627808881
3306305,659877700
3304904,691040737
1100205,693421860
3518701,695304403
4202404,695639398
3303500,731433228
3300100,744386258
3513801,745579819
3205002,775395205
3513504,785732167
3549805,788846482
4113700,808700908
3548807,826146909
3538709,836720768
3136702,851090107
2800308,867608875
5103403,878584277
4205407,890786419
3118601,920983631
4209102,955706366
4305108,964349623
3536505,1028471650
3170206,1045548857
3303302,1052520639
3525904,1145919283
2507507,1146739454
3106705,1157767722
3205309,1178270618
2408102,1181077576
2704302,1197043794
3543402,1245698646
3534401,1248691477
2211001,1265602236
3552205,1272598589
3548500,1285461763
3302403,1392376913
3547809,1426844024
3301702,1463605349
2111300,1548867671
3505708,1555365991
5002704,1598398441
3549904,1615406816
1501402,1718075575
3301009,1902213208
5208707,-2147483648
3518800,-2147483648
1302603,-2147483648
3548708,-2147483648
2611606,-2147483648
3509502,-2147483648
2927408,-2147483648
2304400,-2147483648
4314902,-2147483648
4106902,-2147483648
3106200,-2147483648
3304557,-2147483648
3550308,-2147483648
