CodMunIBGE,VALUE (R$)
2918555,11425366
3538303,11426893
3152600,11433156
2517001,11438714
4201703,11438872
4318606,11440626
4300877,11454049
2612109,11456742
3501103,11456883
3165008,11458386
4112207,11459381
3100104,11461810
3516101,11462806
2921609,11472274
2708204,11478746
2925931,11482504
2413508,11489247
4117271,11489611
4310553,11498182
4306957,11498930
2920007,11501824
3507704,11502097
5207535,11506674
4311254,11511076
2615102,11512240
3155405,11514184
4117008,11520539
5218052,11521920
4218400,11530114
4216057,11530502
5201454,11531282
2923308,11531679
2703700,11534983
4116802,11537142
3162559,11537782
2700805,11541868
1506906,11546319
3159357,11547808
4310363,11550437
4312757,11557477
3137106,11559753
4300059,11559764
2500106,11570095
3512506,11571133
4308706,11575059
3168903,11581689
2922854,11603293
2900108,11604518
4113601,11614769
2202505,11617379
2922730,11619283
4301701,11619624
2702702,11621189
2919058,11631696
2112852,11644909
3103900,11651420
3149705,11654347
3165107,11658010
2105989,11658260
2511103,11658737
3521606,11663533
2510105,11673232
2206100,11674496
2933174,11678011
3112901,11693680
2404903,11693866
4307401,11698438
5107206,11698901
2902203,11700280
5215009,11703000
4303707,11714236
3102852,11715385
4304655,11716082
3119955,11716464
2915403,11724055
4320305,11725723
4214607,11726938
2922755,11735948
2611533,11740379
5100359,11742793
4301651,11744284
4312153,11745607
4300638,11745992
2304277,11746681
3144508,11748201
3149200,11748366
5105234,11749990
3539608,11764524
4308805,11764967
3131000,11776143
2111904,11778483
2914109,11780528
4216404,11786245
4107850,11791099
4215653,11792210
1501758,11792828
3121100,11793580
3537156,11801091
4103008,11801775
2312809,11806294
4313037,11812388
2311231,11819524
2911303,11821483
5103361,11832489
4214508,11835713
5107578,11842374
5201801,11849040
4316204,11851814
3122355,11853601
4313805,11867691
3126901,11875750
5104559,11876786
1720978,11880359
4316758,11884505
3159209,11887619
2305100,11888273
4210407,11894411
4309654,11898287
4109658,11898944
4113809,11899381
2103125,11901185
3520707,11914970
4208609,11915202
2804458,11926433
3160454,11930260
4203105,11934863
5003900,11938130
4300307,11940369
4124509,11944112
4206108,11947794
3541059,11960204
2509008,11962517
5222302,11963248
3512605,11963279
4203253,11964698
2511806,11967678
4308003,11972470
3554201,11982488
2309904,11993385
3121803,11994698
4103305,12001905
3156403,12003731
1200054,12025337
2933257,12037648
2203206,12037708
3553203,12039160
2931400,12046913
2902302,12046980
4111001,12047811
4320552,12047882
1707405,12054139
1720200,12056183
3201803,12058307
2503555,12068127
4309803,12071596
2901957,12080894
4313003,12085269
2508000,12085810
4202131,12091931
2300804,12092863
3549607,12102023
2708709,12107081
3118700,12114357
4101309,12114946
3543105,12115282
4125308,12119114
4312476,12124088
3500907,12126273
3164308,12135066
4307302,12145798
3119500,12153075
5102850,12162137
4319109,12162148
3141603,12165763
3532157,12167104
3154507,12171766
3503158,12172453
4210035,12182790
2111748,12186157
3129103,12190447
2501401,12197512
4212304,12198957
3126000,12201140
3109907,12202711
1702000,12205309
5218102,12206858
2802304,12212919
1503408,12214241
4306056,12219752
1505494,12228040
2507903,12233324
4305603,12236631
5214408,12240520
4312807,12246534
2705408,12247194
3153608,12255457
4309555,12265131
4322103,12266857
2701803,12269451
1100031,12276483
2805109,12285446
3551306,12286941
4305132,12289548
3136900,12304880
3514007,12312240
1100908,12315762
4103800,12321532
4319208,12325944
3130051,12327552
5203559,12336561
4321956,12340016
5212303,12356007
3519204,12364088
1501600,12364558
3124906,12378816
3108206,12380026
2509057,12382200
4124608,12388126
2509909,12388478
4113007,12389643
5208301,12398724
3532801,12414297
3137536,12418360
4315008,12422380
3126505,12425797
5214051,12426661
2506707,12439706
3537701,12443617
2606705,12447882
2610103,12452328
4106571,12453920
5205802,12458952
2410306,12461236
3517109,12463209
2915908,12482937
2312502,12490263
5103908,12492229
2202406,12493022
4304309,12493547
3541802,12494772
5107776,12495981
3109105,12499119
4204350,12500453
5106802,12501264
2109700,12504444
2701902,12517949
4302253,12518381
3145356,12521956
3154200,12524755
2707909,12525072
2502409,12528368
3542008,12529965
2909000,12535662
2615201,12537468
1714880,12538879
4107108,12539767
2310001,12552443
4314308,12556274
3555802,12565839
2804300,12565914
3165552,12568020
3509452,12568639
3530003,12572871
3102902,12573935
2308807,12574284
3501806,12583897
1101484,12584308
4103040,12586243
3128204,12606940
3547908,12628963
2205102,12630091
3125903,12631324
4303806,12632632
1506104,12635223
2105450,12636753
4219200,12639128
2410405,12641399
2100873,12642514
2615904,12646507
3511201,12649347
4111555,12654684
2700904,12677336
2616183,12677993
3170057,12679642
4300646,12686671
4200507,12686873
2206605,12691791
2918605,12694091
2921450,12696389
4323770,12696506
2928307,12699262
4108205,12702867
4128708,12707424
3547007,12708692
3546207,12715419
4308409,12718114
4127882,12720044
4212270,12721154
2503308,12726739
4122701,12727176
1711902,12734315
4315206,12735335
4314035,12737389
2102150,12742929
3515905,12757242
5006259,12765661
4314027,12772610
4304671,12773863
5106778,12788629
2102374,12789036
5201504,12789748
3509809,12797629
4206652,12798897
2915304,12800277
2105807,12800465
3117900,12800475
2107001,12802659
5204656,12805367
4104105,12807180
1702901,12809033
3169208,12810953
4126108,12817556
4301800,12817970
2925402,12827454
4309704,12830818
2612802,12835643
5200605,12838246
3533205,12840953
4127908,12842083
2706604,12849969
5216452,12857738
2205003,12864977
4307559,12867858
2103158,12874217
3505104,12881307
2111003,12888290
3149952,12903996
5211008,12904165
4210308,12912035
3553104,12918028
5103106,12928001
5103452,12934563
2204402,12940596
4313359,12942259
3519006,12948505
2928950,12951913
3510153,12956220
3517307,12959507
3150703,12965718
4218251,12967261
4315156,12968309
3131802,12981856
3124807,12987627
4215679,12988397
4202602,12988605
2206407,12989047
3525607,12990460
3147709,12992272
4321857,12995778
5003504,12995803
3504305,13014002
2927101,13015606
1100296,13045740
2306207,13063975
5107768,13070919
2104503,13071753
2402105,13075167
4306734,13081414
2105963,13084263
1500131,13085727
4314779,13093052
3129301,13098769
3125952,13104068
2904803,13106302
2301505,13109268
4212007,13113293
5007505,13115594
4310405,13116707
4314159,13116941
4117453,13123427
4312617,13127279
4211801,13128374
5107180,13134016
2510907,13134081
4320503,13135293
2409308,13139688
4314076,13149479
1703008,13163285
4128625,13170934
4102604,13176053
4123303,13177300
5107792,13179655
1303957,13182318
3124500,13183399
2405702,13186237
3133204,13189725
3107901,13203430
2605509,13208735
5205000,13214427
3200359,13217916
3515194,13219316
3127602,13223244
3151305,13227063
1713304,13239318
3120508,13242561
3144656,13244209
1505551,13244341
5008404,13264652
4118907,13269819
4216800,13274165
2924678,13282329
3172103,13284748
4312252,13288671
4311700,13289741
4107405,13298496
3506201,13301148
5200803,13303095
2927903,13303795
3516853,13305300
4209904,13310462
4319307,13310992
3139805,13323746
4123709,13327795
3546900,13346459
3515608,13355154
2912004,13360682
4302204,13368075
3518107,13388680
4121604,13404254
5209937,13408123
5212105,13419215
2106003,13423576
2307205,13435345
4211108,13438106
3131505,13443920
4300703,13445677
3540408,13450568
5220009,13451134
2405306,13453739
2304608,13453844
3553856,13456299
5207808,13458137
2500908,13458926
2515104,13461597
4112751,13467424
2903300,13468285
4125753,13475855
3149101,13480660
3552551,13480685
3529609,13481288
3516606,13484997
2105922,13487625
4310439,13494101
3150505,13501847
3524501,13514818
2300606,13520833
3116209,13520968
2800704,13521770
2919108,13526295
3126208,13528527
2400109,13536050
3106002,13551333
2506103,13562997
1400027,13566909
2911006,13567542
3500204,13586676
3528700,13590431
5003108,13595375
5219001,13602818
4323408,13603489
3102100,13614746
3529500,13614876
2414506,13616805
2502151,13618912
3534005,13619375
4204905,13619931
4216255,13632168
2806800,13633893
4215307,13641852
2205508,13643421
2916203,13644016
3117603,13646398
4107736,13661694
2103752,13663209
4200200,13664566
2110237,13665469
3149150,13671774
4218509,13674573
5211404,13688120
2706448,13688163
4128559,13695171
2313252,13715214
1200435,13721703
4128401,13721936
5103601,13722170
3544509,13738982
4203709,13739374
3152907,13739609
2912806,13748848
2923035,13752852
3131604,13765758
3504800,13773847
5108956,13776355
5106265,13777289
5219803,13791299
3553906,13800095
4301875,13804409
2606309,13813006
4108957,13817908
3557154,13821617
3168507,13831018
5005152,13839891
2311207,13868275
2602407,13882126
3109709,13895135
3128402,13896515
4302451,13902662
4112959,13905795
1200344,13909451
2404408,13913962
2207603,13914731
1722107,13916964
4301750,13917717
4202073,13924622
2104107,13933646
4218608,13935647
2509404,13937578
3507308,13943136
4128609,13944532
3545704,13948624
3521507,13956233
3551108,13972658
4308656,13973201
2108405,13987015
4311759,13997178
4210803,14006995
1400456,14014666
2100154,14019100
4307104,14022192
1600709,14030642
3109204,14036606
3544608,14038798
5207253,14039924
2412559,14044477
5107354,14048100
2509206,14048393
2703502,14053867
3503000,14058877
3521200,14063277
2203503,14069333
2508604,14072442
4307815,14076093
1302009,14080525
3519253,14086429
4109906,14086630
1200393,14088782
3164605,14095678
4218350,14097479
4206207,14100966
3140159,14115892
2707800,14136779
2906600,14141056
1709005,14141210
4203402,14141903
2102408,14145742
3141009,14150283
3528601,14155052
3161304,14159095
4309506,14180114
3115805,14185905
2110278,14188190
2611200,14195520
3542503,14206758
2515500,14210750
1702554,14227690
2406700,14237154
4124020,14242602
4309902,14243057
3117108,14243316
5209150,14250151
1505007,14257173
3130200,14261596
3160306,14266852
3549508,14267847
1101435,14275174
4322301,14277256
3157104,14283348
3104601,14285381
2103901,14286859
2109403,14308868
1300060,14312251
2905107,14317412
2505709,14325076
3101003,14326001
2104909,14326776
2105203,14329707
2107209,14333098
2106102,14333769
5218607,14339609
4316303,14352224
2400802,14355148
2210805,14358471
5002803,14369383
1700707,14372398
2919306,14372750
3142106,14390003
3113503,14395585
1100502,14402744
3171030,14412775
2108306,14419387
3514700,14423313
2410108,14427624
4311775,14429864
2400307,14432036
2407708,14432857
3512704,14439546
4108007,14444086
2304269,14444404
3556354,14447412
4100202,14448329
3170008,14456694
2615508,14462936
2412302,14466267
3537503,14466679
2500502,14467431
2900504,14474755
2410256,14483056
3106408,14489239
3170503,14495329
1100601,14497085
3142205,14503431
2929370,14515842
4320263,14516792
3102803,14516805
5203906,14518852
2104081,14528556
3523008,14532233
3154101,14533321
2104651,14533668
3134707,14534970
2208502,14539652
4115309,14541168
2915700,14541267
4217303,14547886
2109205,14548799
2803906,14557048
4207684,14557783
4300208,14572667
2924652,14588103
4201950,14601797
1304005,14614997
3552007,14616884
4311718,14623678
3519501,14625154
5108907,14629343
4304689,14642822
2802403,14644008
3535200,14664864
2905156,14669817
2414803,14679860
2200301,14682356
3130309,14690118
2930600,14694828
4207205,14700795
2603306,14712696
5106182,14722464
2616100,14734882
3132305,14736878
2311009,14764779
2614709,14781921
5007976,14805313
4306932,14809338
4126355,14813749
3100500,14820021
5210802,14820535
3104700,14839236
2606903,14839433
2310605,14839596
2210508,14848609
4115754,14848787
5004908,14849301
5105176,14851536
5219704,14854604
4110078,14865048
1101104,14873163
4314423,14874549
2407500,14875611
3543808,14877171
3500600,14893417
2101772,14895392
2701506,14895727
4107256,14906216
2926905,14912800
2928505,14922374
1200328,14946514
2601003,14948153
5216304,14954268
4200705,14963071
3161809,14965049
2916906,14965662
4105102,14994996
1200807,14995904
4115853,15000460
2502805,15001666
4126405,15007280
2907004,15013396
3130507,15014483
4118105,15014625
4103057,15024397
2705804,15026004
4214409,15028331
5219357,15035484
3506409,15038385
5106281,15038679
3123700,15044408
2305704,15049423
2601508,15053125
4215455,15060866
3500402,15082342
3532207,15085111
4314001,15086594
2402709,15087365
3554706,15091967
2413904,15094313
4207650,15096111
4314704,15100108
2612471,15126078
5213004,15128335
4105003,15129288
2701209,15135779
2407005,15155310
3117801,15155390
2205409,15163200
4219176,15169562
3133600,15171413
4301503,15171607
2204709,15172265
2906899,15178075
2408953,15180323
2612901,15219007
3548203,15222435
3532058,15230374
2309102,15240671
4300034,15250168
4115358,15275178
2804102,15277380
3114006,15282630
3143005,15283738
4321667,15286315
2919405,15286399
3168408,15297779
2603926,15318702
3128600,15326089
4215109,15337116
2917334,15356200
4214706,15359606
4211058,15359690
3132909,15360388
2409100,15362588
4315404,15375678
3161700,15390400
3138104,15397939
2924702,15401501
2513406,15411276
2923902,15421508
3131158,15433596
2805307,15439595
2906857,15454964
2918456,15465108
3171808,15472638
2304905,15473767
4302501,15480371
2107456,15481919
4107538,15484831
3119203,15497533
3543600,15520211
2412906,15526559
2929404,15535306
2300101,15539848
2907707,15553385
2401800,15556152
3503109,15569038
2906105,15574717
3511904,15577388
5222054,15583180
2923050,15584387
3137403,15590240
3123908,15604092
3156007,15604754
2207504,15639329
3555356,15644452
3118205,15654350
4305900,15656750
4100707,15659032
3540507,15661765
2413359,15670164
2901700,15672344
2501609,15674076
2917904,15687316
3158201,15698429
2102077,15700499
4125803,15718680
4100806,15718895
5211701,15719452
2101103,15733485
4109500,15741956
2921302,15744497
3153905,15746586
2926707,15749938
4319802,15752823
2902252,15763681
3531209,15769022
5100409,15769234
2903953,15770594
4305009,15771563
4117222,15779063
3515202,15788512
2611408,15792395
3162450,15797915
5003454,15798683
3202009,15808869
5004007,15825879
4123402,15827669
4202206,15827818
3116159,15828474
3542701,15841677
4121901,15859807
2926103,15875886
3545159,15880321
3526605,15885000
1101757,15915529
3158003,15916299
5103858,15939523
2301257,15939572
3164209,15939917
2106375,15961447
2102754,15963716
1507102,15968038
1508357,15969368
4201000,15972972
3528106,15973725
2310100,15973998
2300507,15978236
2609105,15978609
3545407,15979088
3142700,15979973
5205455,15994868
2707404,15999216
2921807,16006217
1716208,16009249
4322251,16022499
4106456,16029925
4114906,16031834
4206405,16036358
1301951,16056734
3139904,16059770
2303659,16061405
4125001,16066127
3534807,16068625
2612703,16079145
5204706,16082180
4305173,16094345
1502855,16102678
2602704,16120079
2904506,16124963
3107802,16129627
4112801,16136766
3100302,16147133
3532306,16149606
2504801,16164736
2919603,16169746
3514304,16169787
2916609,16170008
1302108,16172986
3110707,16174667
5208400,16174928
1300086,16176672
4216107,16177441
3556602,16181547
2516904,16185632
4122602,16189971
3514601,16191123
3532504,16206784
3171600,16220108
4202057,16223087
2930006,16235850
2702504,16239819
3548609,16240807
3117702,16253741
5105200,16267084
2509305,16267440
3142007,16275956
5001508,16293235
4209706,16303423
2501906,16304540
2506400,16312962
3204252,16314042
3554409,16316238
2305654,16318954
5104526,16323417
2608255,16323702
3551405,16334503
3104106,16345318
2706422,16345560
2930907,16348257
3200508,16348760
3170529,16349866
2807204,16351197
3140852,16371589
2805901,16372366
3512902,16372699
4115101,16374563
2516706,16382041
4127809,16382951
5108501,16394192
5102793,16417709
3152170,16417739
5204102,16417942
1200252,16419184
4305702,16421603
4317004,16432457
4127957,16435039
2929750,16438688
3544806,16456761
4211009,16458492
4304903,16466300
4313102,16471326
5213707,16477544
4123857,16479985
1502608,16490002
2921054,16507170
2910107,16508808
3109451,16510020
5004809,16518982
2100501,16525558
4207700,16526381
5207907,16527756
3109501,16531966
2516508,16538513
2704609,16543097
3535101,16544037
3503406,16554989
3535705,16559400
2604403,16564231
4113734,16574149
5220504,16575542
3536406,16580897
2102358,16585591
2706000,16587351
4207809,16590619
2706109,16591604
2609303,16591992
4208708,16594617
2516607,16610409
3550506,16617750
4118006,16618372
4126678,16622319
2920809,16623205
3111002,16642578
2605806,16676837
2305332,16678770
3134004,16684178
2931707,16692635
1302207,16699085
4316105,16699506
3524204,16702987
2210706,16705819
2702009,16728771
2932408,16739165
1200427,16754168
2604304,16759571
3112802,16775401
2901809,16779566
3513207,16779939
3117876,16797344
2402501,16797565
2929800,16807427
2307908,16808821
3113909,16857778
1507409,16860579
4112702,16864887
3108909,16882940
4316501,16883923
2902658,16884760
3527009,16891830
3120201,16923267
4302402,16923327
4103107,16936926
3104304,16947769
3111309,16965398
2105351,16968057
4204707,16994577
4313953,16998526
1600535,17003015
3553005,17018827
3138625,17034079
5006408,17035806
4105607,17051850
4110805,17052308
4207908,17070079
2904209,17078614
5000856,17081817
4320206,17094017
2915106,17096432
2104552,17099622
2310951,17103418
3132206,17105270
2610301,17105547
2409803,17124335
4301404,17127550
4218905,17135910
1400175,17138864
5218789,17142518
2200509,17146890
3508207,17151558
2507309,17156341
1600501,17158252
4111407,17170227
2933455,17181268
1712009,17197511
4200408,17232316
5004106,17236866
4110201,17262219
2201150,17275801
3556909,17290254
3502002,17304056
3536109,17319288
3203601,17327141
1101807,17365423
5100805,17368322
4121752,17370029
5106109,17420849
4123907,17422385
3201100,17426906
1713809,17429435
2804201,17432232
4210001,17442104
1400308,17443676
1200708,17445832
4213401,17450093
4207106,17450479
3526506,17452407
3553500,17453918
2603603,17455614
5217203,17456323
3155801,17481763
2802007,17484758
2111532,17487605
1505635,17499692
4301909,17501043
2112001,17502679
2103257,17506184
3146503,17516438
2309805,17516780
2800407,17525687
2912509,17536508
3135506,17546590
4104709,17548320
3130408,17565821
3121258,17566620
3102001,17571783
4104451,17577831
2708956,17589746
4215406,17589770
2405603,17612340
2306801,17613400
4314472,17614622
4319158,17615719
5003751,17629214
2411403,17629758
3509106,17638237
4116109,17646325
2304509,17650419
2105153,17657070
5209903,17665394
2920452,17666262
4308458,17677680
2303907,17680409
1600154,17684555
1101302,17688571
2700607,17689853
3517802,17690793
4125357,17692531
3556107,17695520
3538501,17697022
3110301,17702330
1507508,17708779
1716505,17711169
5221700,17713183
4126272,17714601
2516102,17716410
3106903,17717385
3100609,17733436
2806008,17734150
1506351,17739585
3544301,17742708
2401404,17745741
2928059,17773503
2507101,17778381
3157906,17779933
2300150,17794058
2609204,17800895
2308377,17806142
1600402,17812977
3108404,17835148
4128534,17840846
3152402,17850383
2400505,17851552
4118451,17866266
3106507,17867244
5204805,17873870
2104404,17883972
2918209,17886202
5216809,17890802
4124707,17895521
4111209,17901742
2100832,17909176
5106299,17930608
5007554,17945807
1720903,17958713
1100072,17980659
2925600,17997752
5007703,18001156
1600808,18016039
4204004,18017219
2904001,18021218
2707206,18043328
2607950,18044123
2414001,18052732
2908309,18056167
3511300,18068986
3521101,18084595
2106631,18092670
1502764,18095869
1505403,18099002
2601300,18102014
2614303,18110727
3518859,18125732
2312601,18130657
2310902,18136475
3151107,18144682
4321436,18152081
2104206,18152858
5209200,18172246
2305266,18202486
2104099,18204720
5106828,18206353
2926806,18209693
5211305,18217850
4306205,18235006
5106216,18235313
2608453,18236891
2933059,18246966
2101509,18268986
3126307,18280360
3545506,18289538
3108552,18293311
2600609,18297367
4204400,18305326
3506300,18306116
2903003,18311375
4120507,18318750
2608404,18331411
4113908,18353201
1300904,18355365
4203501,18368553
2607703,18389521
3539004,18392779
4300505,18393390
4127007,18393926
5107941,18399955
5000906,18405973
4112504,18416205
2918753,18431448
1200013,18441798
4101705,18441887
2308203,18445295
1301654,18457857
4305801,18473785
2701100,18481834
1101203,18482374
2930766,18495493
2506905,18503189
3536000,18512331
3543253,18536248
2106805,18541163
2915353,18558128
2102507,18565123
2414605,18575446
5104203,18580091
2911857,18580148
1101609,18583654
4311502,18587085
4123006,18588186
3136009,18591955
2414209,18622407
2806206,18632006
3534203,18632591
5103056,18635936
4118808,18636771
2105609,18645818
2930758,18665397
4315107,18670407
4317707,18677509
2301406,18689026
3151701,18689765
2202307,18692064
4122503,18695261
2208205,18723723
2504900,18734271
3529807,18753587
3162948,18753992
1101500,18768282
3116100,18773810
4123808,18781375
3515350,18783448
4301206,18794056
4321006,18796590
4315800,18798270
2925709,18804814
2512002,18816572
3111408,18820514
3509304,18826044
2922656,18831253
2917409,18838143
2608057,18845519
2705606,18848346
5221551,18848477
2903235,18858112
4314464,18877948
3112703,18890978
2922052,18895304
4107009,18907912
3517000,18909987
3120805,18912290
3169000,18919610
2514503,18924394
4302006,18939187
3108305,18943251
4117057,18958774
3532603,18959923
2918506,18963022
3500550,18978360
2105476,18981326
3138609,18985554
3114105,18991148
2909703,18996758
2901601,18999663
2913002,19004941
4102505,19020561
5209952,19062116
1507979,19063293
3202553,19067217
5200100,19094582
2931608,19110209
2507705,19114640
1504976,19114924
3503604,19115667
2104602,19119510
3204658,19138841
4214201,19141887
4117107,19199999
2300903,19210728
3205150,19211447
1501576,19216734
3538204,19218252
3137007,19225517
2608701,19226060
4216008,19231137
4124806,19236448
2612000,19253726
2901304,19257316
4121000,19267467
2704807,19285246
2608602,19296615
2108058,19300074
4302303,19311800
4311155,19324662
4312906,19336335
2313559,19381413
3506904,19387793
2506806,19398085
4308300,19407054
2900355,19407789
1300102,19410477
2502508,19433860
2932606,19451770
2210409,19459809
3130705,19470383
4117800,19478998
2902500,19482666
3513900,19484500
2310407,19514782
4316709,19520740
2902005,19520899
1507805,19524148
2708105,19531202
1501451,19581976
2909406,19583176
3162807,19601711
2211308,19604427
2406502,19605196
2603504,19616063
4217907,19620977
2914307,19623254
2924058,19624445
1100080,19673644
2608305,19696427
2926657,19713933
2503506,19717960
5215504,19722579
2100808,19743137
4100608,19743380
3502309,19747311
4125100,19748884
2101301,19758699
2111029,19761646
3151602,19763805
2500700,19764082
3532900,19766980
2308351,19769479
3112000,19773322
2504405,19774631
2204303,19786816
2607000,19792293
5105002,19815194
4201208,19816387
3170909,19817321
2707602,19822141
3166808,19838103
3102308,19856418
3123205,19859123
2106706,19863745
2313906,19872472
2601805,19896437
2801009,19902154
3167608,19905158
5005103,19912168
5007950,19914326
2915007,19927605
4119806,19944813
3514502,19951753
2920908,19980879
2208809,19998815
3522901,20018954
2803401,20031697
2904704,20034953
5212808,20036302
4309050,20047802
2516300,20056535
4120002,20062414
4217006,20080940
4311106,20083806
4305306,20084735
1502004,20100882
2918308,20101406
5202502,20134825
4320677,20136617
2111805,20140506
2205201,20165820
3204955,20169383
2603108,20171230
5106158,20174823
3552908,20178224
4312708,20196048
2512705,20201457
2306009,20220751
3504404,20230217
3133006,20261117
4203303,20263879
5102686,20271723
2702801,20280035
1200336,20284374
2604700,20296337
4302907,20302430
5000807,20303210
4305207,20314320
2500809,20325303
5207402,20328295
2922706,20334782
2807501,20342899
2930402,20359711
4101903,20363052
3161007,20369926
3134608,20371578
4117255,20378133
3162203,20379456
2906824,20386373
3517208,20386833
2109270,20387599
2404705,20390536
4201257,20392294
3124005,20400491
3148608,20408157
2929057,20413607
5108055,20423907
2612307,20428964
1100379,20436134
2110302,20450995
2912301,20462793
3555604,20485223
2901403,20493988
4102802,20505428
2907905,20508765
4121505,20511423
1505650,20521114
2616001,20526971
4301107,20549832
3525508,20551698
4205001,20562319
3505401,20573709
4322533,20579898
2200202,20583104
4116703,20601247
2311108,20609407
1508050,20609787
2927507,20610979
3147600,20616747
3504909,20618109
2609808,20620431
3103009,20629113
1303205,20653644
2912400,20658792
3532827,20660612
3156809,20672656
4217600,20679926
2612554,20682213
3524907,20706276
2916856,20714180
3110905,20742414
3520202,20751393
4114500,20760791
2931053,20764330
2913408,20779357
2202604,20780862
3544202,20790343
2202000,20806864
5005251,20821727
3200706,20831469
3550803,20832434
2921906,20856942
2412609,20879937
2924504,20889392
3536604,20893874
3203163,20914929
2905503,20920312
2102606,20923216
5222005,20923783
3543709,20924621
2806305,20940012
5000252,20942882
2903607,20943192
3533601,20948432
3544905,20965350
1304260,20967749
2601052,20970945
3552601,20985515
3557303,20989948
1101005,20996955
2933158,21007787
3140902,21013167
4321402,21013737
2901155,21019551
2408904,21061286
2607406,21071775
3115359,21078577
2903706,21093749
2204501,21100959
3519808,21106532
5103379,21113051
3534906,21129762
3128105,21133135
5002001,21151844
3143500,21151845
2920403,21163041
4121208,21180465
3111804,21181282
4216701,21188396
3150802,21191287
2304657,21216063
3140506,21248865
4108502,21249367
2706505,21269066
2927606,21300075
1100700,21307754
2907608,21320131
3523305,21320672
2922607,21330778
1300839,21400901
2616506,21401027
4122008,21401241
3539400,21406779
3519402,21409667
2111078,21414565
2107357,21426742
4121802,21452000
3203106,21464075
2112233,21475328
3541901,21482308
1300029,21490028
2913457,21491769
5103700,21497675
3519907,21500098
4107603,21504857
2106300,21505553
5205513,21514591
2608008,21517814
1503044,21524938
5106240,21528814
3542107,21529872
3200136,21534125
2615706,21534611
3204401,21535232
2303931,21540483
4211504,21551113
2304459,21556403
4301057,21562320
2908200,21564138
2900207,21564796
2904852,21585339
4111902,21606372
3131208,21617655
2300408,21624236
4103909,21624943
2901908,21634818
3202900,21636900
2703759,21645032
2107407,21667715
5003488,21674668
2210003,21694422
2509107,21705404
2702553,21712672
2303402,21716016
2922250,21724121
2505105,21737902
4115408,21745431
5107859,21749288
3101904,21759035
3133105,21765853
2926509,21767961
2309003,21769404
4205308,21794013
2107704,21797194
2309201,21803939
5201702,21813463
2903508,21818138
5001243,21832448
2917359,21840085
2604155,21865198
3518503,21870654
2909109,21879565
2930808,21901425
2919702,21940908
5105580,21943026
4107504,21956476
2108009,21964063
5217708,21986914
4126801,21994781
2500403,21999140
4121406,22008883
2614808,22014232
2800506,22015248
2310803,22015411
2707503,22018418
3129707,22022219
2512309,22024052
4218806,22034009
2804003,22042635
2507002,22047497
1101708,22054246
5007802,22059401
1501006,22061426
3114501,22071226
4127403,22095936
2103174,22098718
1506609,22103933
2306702,22113898
3154903,22151652
2101905,22174387
2703007,22177450
3203353,22181646
1506161,22210584
2107100,22211374
3504206,22217798
2100204,22227954
3133501,22247513
2910859,22281296
3146909,22282022
4114005,22282265
2104008,22288375
4110508,22302368
2924207,22322025
1301803,22340780
3204807,22353233
2404309,22353446
4110607,22362840
3142908,22363892
1304401,22371991
2700508,22391816
2925253,22397344
4127304,22407342
4127601,22411919
4127858,22413324
2501302,22421592
2110401,22454833
2612455,22456339
4126603,22464536
2932457,22470687
3202256,22478704
4106209,22503346
3157708,22516858
1707009,22523240
3100906,22546214
2901353,22547365
2900405,22556815
1400472,22574816
1501725,22575912
5107701,22589103
2916807,22613067
1304237,22615360
3141405,22618357
4308102,22631674
3168101,22632042
3167103,22637146
2910750,22651010
3519105,22688548
2706802,22694218
1303304,22700800
2804409,22708472
1506302,22709526
5205307,22734819
2311355,22746168
2616209,22770641
3200169,22779661
2905305,22786056
2920205,22795297
3105905,22801150
3122009,22805867
3551801,22825643
2311959,22830435
4306007,22889369
2605400,22893958
3537206,22909374
3145109,22910284
3139201,22910415
2303600,22942694
2107605,22948540
3124203,22949304
2300705,22964746
4128500,22965003
2700201,22973213
3202652,22992500
3522802,22997765
2929602,23009187
4127965,23024046
2100436,23026762
2401206,23034982
2605152,23044253
3111507,23054029
3155504,23059165
2302057,23059734
2406106,23063846
2913101,23068588
4206009,23077621
1303601,23078055
2108801,23078701
3557204,23089090
2501005,23102990
2106409,23120998
5205901,23124862
1300631,23135941
2931301,23148692
2102309,23148957
2604809,23162656
2311900,23170862
2613800,23172404
2708907,23181783
2609154,23182385
1200385,23195424
3125705,23197642
2927309,23199324
4204509,23200739
2700706,23211149
3154309,23227235
4313656,23252893
2911402,23273199
2932309,23275512
3535408,23277188
3169703,23296347
1301506,23298050
3133303,23308829
2108108,23326972
3532009,23327443
2501104,23328079
2411502,23348158
2902609,23351038
3556008,23351071
5108006,23365453
1506583,23370397
2304236,23373258
5204904,23387372
2308906,23388606
4308904,23391885
4320701,23404748
2908705,23420536
2600807,23430004
2801702,23444882
3516002,23446553
2612406,23447505
2307254,23447789
3203809,23450023
1200450,23450983
1507151,23462594
4302352,23475001
3552304,23477978
3202504,23484523
2917805,23494008
3146305,23502035
2904050,23526166
2929255,23534109
1507474,23540485
2313757,23565654
1303007,23570279
3119104,23573174
1507904,23576133
4105706,23610566
2500304,23610577
1301308,23611223
2106508,23618243
2929107,23654151
2603900,23662192
2931806,23692046
3138807,23706114
4116059,23724360
2112456,23734431
3117504,23745120
4111258,23771507
1505700,23784288
3137502,23806091
4127205,23809193
3535002,23814403
3112604,23839214
5210901,23840567
2313955,23842026
5107008,23842456
2604908,23863017
4119103,23869661
