date,IDHM 2010,CodMunIBGE
2010-01-01,0.578,2303204
2010-01-01,0.597,2303303
2010-01-01,0.593,2303402
2010-01-01,0.646,2303501
2010-01-01,0.618,2303600
2010-01-01,0.609,2303659
2010-01-01,0.682,2303709
2010-01-01,0.627,2303808
2010-01-01,0.586,2303907
2010-01-01,0.585,2303931
2010-01-01,0.604,2303956
2010-01-01,0.61,2304004
2010-01-01,0.644,2304103
2010-01-01,0.713,2304202
2010-01-01,0.59,2304236
2010-01-01,0.632,2304251
2010-01-01,0.609,2304269
2010-01-01,0.61,2304277
2010-01-01,0.701,2304285
2010-01-01,0.633,2304301
2010-01-01,0.644,2304350
2010-01-01,0.754,2304400
2010-01-01,0.624,2304459
2010-01-01,0.604,2304509
2010-01-01,0.568,2304608
2010-01-01,0.57,2304657
2010-01-01,0.559,2304707
2010-01-01,0.585,2304806
2010-01-01,0.633,2304905
2010-01-01,0.617,2304954
2010-01-01,0.609,2305001
2010-01-01,0.637,2305100
2010-01-01,0.597,2305209
2010-01-01,0.658,2305233
2010-01-01,0.577,2305266
2010-01-01,0.608,2305308
2010-01-01,0.606,2305332
2010-01-01,0.616,2305357
2010-01-01,0.606,2305407
2010-01-01,0.677,2305506
2010-01-01,0.632,2305605
2010-01-01,0.579,2305654
2010-01-01,0.606,2305704
2010-01-01,0.618,2305803
2010-01-01,0.573,2305902
2010-01-01,0.652,2306009
2010-01-01,0.605,2306108
2010-01-01,0.656,2306207
2010-01-01,0.626,2306256
2010-01-01,0.623,2306306
2010-01-01,0.64,2306405
2010-01-01,0.604,2306504
2010-01-01,0.606,2306553
2010-01-01,0.562,2306603
2010-01-01,0.612,2306702
2010-01-01,0.618,2306801
2010-01-01,0.621,2306900
2010-01-01,0.624,2307007
2010-01-01,0.614,2307106
2010-01-01,0.651,2307205
2010-01-01,0.652,2307254
2010-01-01,0.694,2307304
2010-01-01,0.598,2307403
2010-01-01,0.613,2307502
2010-01-01,0.682,2307601
2010-01-01,0.61,2307635
2010-01-01,0.686,2307650
2010-01-01,0.659,2307700
2010-01-01,0.612,2307809
2010-01-01,0.599,2307908
2010-01-01,0.616,2308005
2010-01-01,0.605,2308104
2010-01-01,0.618,2308203
2010-01-01,0.628,2308302
2010-01-01,0.626,2308351
2010-01-01,0.592,2308377
2010-01-01,0.622,2308401
2010-01-01,0.582,2308500
2010-01-01,0.61,2308609
2010-01-01,0.61,2308708
2010-01-01,0.581,2308807
2010-01-01,0.588,2308906
2010-01-01,0.607,2309003
2010-01-01,0.607,2309102
2010-01-01,0.625,2309201
2010-01-01,0.614,2309300
2010-01-01,0.605,2309409
2010-01-01,0.594,2309458
2010-01-01,0.636,2309508
2010-01-01,0.659,2309607
2010-01-01,0.675,2309706
2010-01-01,0.635,2309805
2010-01-01,0.621,2309904
2010-01-01,0.638,2310001
2010-01-01,0.622,2310100
2010-01-01,0.637,2310209
2010-01-01,0.634,2310258
2010-01-01,0.57,2310308
2010-01-01,0.583,2310407
2010-01-01,0.603,2310506
2010-01-01,0.646,2310605
2010-01-01,0.629,2310704
2010-01-01,0.601,2310803
2010-01-01,0.636,2310852
2010-01-01,0.6,2310902
2010-01-01,0.591,2310951
2010-01-01,0.581,2311009
2010-01-01,0.622,2311108
2010-01-01,0.562,2311207
2010-01-01,0.604,2311231
2010-01-01,0.594,2311264
2010-01-01,0.659,2311306
2010-01-01,0.591,2311355
2010-01-01,0.642,2311405
2010-01-01,0.622,2311504
2010-01-01,0.626,2311603
2010-01-01,0.601,2311702
2010-01-01,0.674,2311801
2010-01-01,0.575,2311900
2010-01-01,0.54,2311959
2010-01-01,0.587,2312007
2010-01-01,0.612,2312106
2010-01-01,0.616,2312205
2010-01-01,0.611,2312304
2010-01-01,0.665,2312403
2010-01-01,0.654,2312502
2010-01-01,0.62,2312601
2010-01-01,0.619,2312700
2010-01-01,0.603,2312809
2010-01-01,0.714,2312908
2010-01-01,0.625,2313005
2010-01-01,0.645,2313104
2010-01-01,0.58,2313203
2010-01-01,0.576,2313252
2010-01-01,0.633,2313302
2010-01-01,0.584,2313351
2010-01-01,0.657,2313401
2010-01-01,0.606,2313500
2010-01-01,0.606,2313559
2010-01-01,0.648,2313609
2010-01-01,0.591,2313708
2010-01-01,0.587,2313757
2010-01-01,0.639,2313807
2010-01-01,0.566,2313906
2010-01-01,0.611,2313955
2010-01-01,0.629,2314003
2010-01-01,0.571,2314102
2010-01-01,0.679,2400109
2010-01-01,0.661,2400208
2010-01-01,0.585,2400307
2010-01-01,0.616,2400406
2010-01-01,0.606,2400505
2010-01-01,0.624,2400604
2010-01-01,0.672,2400703
2010-01-01,0.624,2400802
2010-01-01,0.578,2400901
2010-01-01,0.639,2401008
2010-01-01,0.682,2401107
2010-01-01,0.606,2401206
2010-01-01,0.621,2401305
2010-01-01,0.609,2401404
2010-01-01,0.574,2401453
2010-01-01,0.566,2401503
2010-01-01,0.582,2401602
2010-01-01,0.629,2401651
2010-01-01,0.584,2401701
2010-01-01,0.592,2401800
2010-01-01,0.574,2401859
2010-01-01,0.587,2401909
2010-01-01,0.71,2402006
2010-01-01,0.626,2402105
2010-01-01,0.579,2402204
2010-01-01,0.638,2402303
2010-01-01,0.659,2402402
2010-01-01,0.589,2402501
2010-01-01,0.616,2402600
2010-01-01,0.607,2402709
2010-01-01,0.587,2402808
2010-01-01,0.578,2402907
2010-01-01,0.654,2403004
2010-01-01,0.691,2403103
2010-01-01,0.621,2403202
2010-01-01,0.766,2403251
2010-01-01,0.629,2403301
2010-01-01,0.623,2403400
2010-01-01,0.558,2403509
2010-01-01,0.66,2403608
2010-01-01,0.636,2403707
2010-01-01,0.597,2403756
2010-01-01,0.642,2403806
2010-01-01,0.606,2403905
2010-01-01,0.597,2404002
2010-01-01,0.564,2404101
2010-01-01,0.638,2404200
2010-01-01,0.592,2404309
2010-01-01,0.664,2404408
2010-01-01,0.626,2404507
2010-01-01,0.55,2404606
2010-01-01,0.603,2404705
2010-01-01,0.679,2404804
2010-01-01,0.624,2404853
2010-01-01,0.614,2404903
2010-01-01,0.604,2405009
2010-01-01,0.569,2405108
2010-01-01,0.615,2405207
2010-01-01,0.574,2405306
2010-01-01,0.569,2405405
2010-01-01,0.565,2405504
2010-01-01,0.603,2405603
2010-01-01,0.663,2405702
2010-01-01,0.595,2405801
2010-01-01,0.53,2405900
2010-01-01,0.608,2406007
2010-01-01,0.601,2406106
2010-01-01,0.595,2406155
2010-01-01,0.601,2406205
2010-01-01,0.553,2406304
2010-01-01,0.589,2406403
2010-01-01,0.585,2406502
2010-01-01,0.582,2406601
2010-01-01,0.624,2406700
2010-01-01,0.625,2406809
2010-01-01,0.646,2406908
2010-01-01,0.608,2407005
2010-01-01,0.64,2407104
2010-01-01,0.665,2407203
2010-01-01,0.617,2407252
2010-01-01,0.609,2407302
2010-01-01,0.622,2407401
2010-01-01,0.608,2407500
2010-01-01,0.644,2407609
2010-01-01,0.557,2407708
2010-01-01,0.609,2407807
2010-01-01,0.598,2407906
2010-01-01,0.72,2408003
2010-01-01,0.763,2408102
2010-01-01,0.622,2408201
2010-01-01,0.629,2408300
2010-01-01,0.585,2408409
2010-01-01,0.645,2408508
2010-01-01,0.589,2408607
2010-01-01,0.603,2408706
2010-01-01,0.549,2408805
2010-01-01,0.676,2408904
2010-01-01,0.569,2408953
2010-01-01,0.606,2409100
2010-01-01,0.589,2409209
2010-01-01,0.618,2409308
2010-01-01,0.59,2409332
2010-01-01,0.678,2409407
2010-01-01,0.559,2409506
2010-01-01,0.558,2409605
2010-01-01,0.583,2409704
2010-01-01,0.568,2409803
2010-01-01,0.631,2409902
2010-01-01,0.614,2410009
2010-01-01,0.587,2410108
2010-01-01,0.621,2410207
2010-01-01,0.59,2410256
2010-01-01,0.563,2410306
2010-01-01,0.567,2410405
2010-01-01,0.608,2410504
2010-01-01,0.654,2410603
2010-01-01,0.584,2410702
2010-01-01,0.591,2410801
2010-01-01,0.592,2410900
2010-01-01,0.604,2411007
2010-01-01,0.635,2411056
2010-01-01,0.605,2411106
2010-01-01,0.635,2411205
2010-01-01,0.591,2411403
2010-01-01,0.642,2411429
2010-01-01,0.62,2411502
2010-01-01,0.555,2411601
2010-01-01,0.595,2411700
2010-01-01,0.608,2411809
2010-01-01,0.628,2411908
2010-01-01,0.661,2412005
2010-01-01,0.655,2412104
2010-01-01,0.611,2412203
2010-01-01,0.615,2412302
2010-01-01,0.694,2412401
2010-01-01,0.606,2412500
2010-01-01,0.591,2412559
2010-01-01,0.622,2412609
2010-01-01,0.589,2412708
2010-01-01,0.611,2412807
2010-01-01,0.585,2412906
2010-01-01,0.642,2413003
2010-01-01,0.583,2413102
2010-01-01,0.57,2413201
2010-01-01,0.582,2413300
2010-01-01,0.614,2413359
2010-01-01,0.597,2413409
2010-01-01,0.592,2413508
2010-01-01,0.598,2413557
2010-01-01,0.604,2413607
2010-01-01,0.572,2413706
2010-01-01,0.612,2413805
2010-01-01,0.569,2413904
2010-01-01,0.608,2414001
2010-01-01,0.592,2414100
2010-01-01,0.623,2414159
2010-01-01,0.645,2414209
2010-01-01,0.64,2414308
2010-01-01,0.572,2414407
2010-01-01,0.602,2414456
2010-01-01,0.618,2414506
2010-01-01,0.596,2414605
2010-01-01,0.626,2414704
2010-01-01,0.555,2414753
2010-01-01,0.587,2414803
2010-01-01,0.592,2414902
2010-01-01,0.576,2415008
2010-01-01,0.572,2500106
2010-01-01,0.597,2500205
2010-01-01,0.582,2500304
2010-01-01,0.576,2500403
2010-01-01,0.595,2500502
2010-01-01,0.578,2500536
2010-01-01,0.548,2500577
2010-01-01,0.582,2500601
2010-01-01,0.608,2500700
2010-01-01,0.606,2500734
2010-01-01,0.578,2500775
2010-01-01,0.549,2500809
2010-01-01,0.548,2500908
2010-01-01,0.567,2501005
2010-01-01,0.594,2501104
2010-01-01,0.562,2501153
2010-01-01,0.608,2501203
2010-01-01,0.548,2501302
2010-01-01,0.609,2501351
2010-01-01,0.581,2501401
2010-01-01,0.568,2501500
2010-01-01,0.558,2501534
2010-01-01,0.567,2501575
2010-01-01,0.562,2501609
2010-01-01,0.572,2501708
2010-01-01,0.649,2501807
2010-01-01,0.592,2501906
2010-01-01,0.578,2502003
2010-01-01,0.558,2502052
2010-01-01,0.599,2502102
2010-01-01,0.649,2502151
2010-01-01,0.597,2502201
2010-01-01,0.592,2502300
2010-01-01,0.574,2502409
2010-01-01,0.607,2502508
2010-01-01,0.61,2502607
2010-01-01,0.558,2502706
2010-01-01,0.597,2502805
2010-01-01,0.619,2502904
2010-01-01,0.602,2503001
2010-01-01,0.611,2503100
2010-01-01,0.748,2503209
2010-01-01,0.587,2503308
2010-01-01,0.596,2503407
2010-01-01,0.564,2503506
2010-01-01,0.523,2503555
2010-01-01,0.592,2503605
2010-01-01,0.679,2503704
2010-01-01,0.55,2503753
2010-01-01,0.568,2503803
2010-01-01,0.567,2503902
2010-01-01,0.72,2504009
2010-01-01,0.533,2504033
2010-01-01,0.585,2504074
2010-01-01,0.603,2504108
2010-01-01,0.514,2504157
2010-01-01,0.574,2504207
2010-01-01,0.64,2504306
2010-01-01,0.623,2504355
2010-01-01,0.592,2504405
2010-01-01,0.594,2504504
2010-01-01,0.618,2504603
2010-01-01,0.581,2504702
2010-01-01,0.592,2504801
2010-01-01,0.641,2504850
2010-01-01,0.552,2504900
2010-01-01,0.566,2505006
2010-01-01,0.591,2505105
2010-01-01,0.57,2505204
2010-01-01,0.524,2505238
2010-01-01,0.529,2505279
2010-01-01,0.606,2505303
2010-01-01,0.521,2505352
2010-01-01,0.58,2505402
2010-01-01,0.566,2505501
2010-01-01,0.593,2505600
2010-01-01,0.545,2505709
2010-01-01,0.603,2505808
2010-01-01,0.595,2505907
2010-01-01,0.623,2506004
2010-01-01,0.56,2506103
2010-01-01,0.641,2506202
2010-01-01,0.513,2506251
2010-01-01,0.673,2506301
2010-01-01,0.556,2506400
2010-01-01,0.625,2506509
2010-01-01,0.586,2506608
2010-01-01,0.557,2506707
2010-01-01,0.592,2506806
2010-01-01,0.613,2506905
2010-01-01,0.615,2507002
2010-01-01,0.564,2507101
2010-01-01,0.562,2507200
2010-01-01,0.558,2507309
2010-01-01,0.603,2507408
2010-01-01,0.763,2507507
2010-01-01,0.579,2507606
2010-01-01,0.567,2507705
2010-01-01,0.617,2507804
2010-01-01,0.548,2507903
2010-01-01,0.57,2508000
2010-01-01,0.563,2508109
2010-01-01,0.57,2508208
2010-01-01,0.627,2508307
2010-01-01,0.533,2508406
2010-01-01,0.566,2508505
2010-01-01,0.583,2508554
2010-01-01,0.583,2508604
2010-01-01,0.542,2508703
2010-01-01,0.642,2508802
2010-01-01,0.585,2508901
2010-01-01,0.543,2509008
2010-01-01,0.529,2509057
2010-01-01,0.548,2509107
2010-01-01,0.608,2509156
2010-01-01,0.567,2509206
2010-01-01,0.536,2509305
2010-01-01,0.541,2509339
2010-01-01,0.565,2509370
2010-01-01,0.572,2509396
2010-01-01,0.574,2509404
2010-01-01,0.59,2509503
2010-01-01,0.587,2509602
2010-01-01,0.628,2509701
2010-01-01,0.565,2509800
2010-01-01,0.541,2509909
2010-01-01,0.562,2510006
2010-01-01,0.601,2510105
2010-01-01,0.573,2510204
2010-01-01,0.595,2510303
2010-01-01,0.572,2510402
2010-01-01,0.603,2510501
2010-01-01,0.614,2510600
2010-01-01,0.584,2510659
2010-01-01,0.62,2510709
2010-01-01,0.701,2510808
2010-01-01,0.587,2510907
2010-01-01,0.599,2511004
2010-01-01,0.574,2511103
2010-01-01,0.59,2511202
2010-01-01,0.621,2511301
2010-01-01,0.608,2511400
2010-01-01,0.579,2511509
2010-01-01,0.56,2511608
2010-01-01,0.564,2511707
2010-01-01,0.595,2511806
2010-01-01,0.57,2511905
2010-01-01,0.591,2512002
2010-01-01,0.525,2512036
2010-01-01,0.612,2512077
2010-01-01,0.634,2512101
2010-01-01,0.608,2512200
2010-01-01,0.606,2512309
2010-01-01,0.617,2512408
2010-01-01,0.608,2512507
2010-01-01,0.622,2512606
2010-01-01,0.607,2512705
2010-01-01,0.542,2512721
2010-01-01,0.574,2512747
2010-01-01,0.553,2512754
2010-01-01,0.555,2512762
2010-01-01,0.594,2512788
2010-01-01,0.568,2512804
2010-01-01,0.585,2512903
2010-01-01,0.563,2513000
2010-01-01,0.568,2513109
2010-01-01,0.525,2513158
2010-01-01,0.618,2513208
2010-01-01,0.609,2513307
2010-01-01,0.572,2513356
2010-01-01,0.682,2513406
2010-01-01,0.535,2513505
2010-01-01,0.594,2513604
2010-01-01,0.622,2513653
2010-01-01,0.627,2513703
2010-01-01,0.627,2513802
2010-01-01,0.6,2513851
2010-01-01,0.58,2513901
2010-01-01,0.606,2513927
2010-01-01,0.589,2513943
2010-01-01,0.548,2513968
2010-01-01,0.58,2513984
2010-01-01,0.622,2514008
2010-01-01,0.552,2514107
2010-01-01,0.53,2514206
2010-01-01,0.565,2514305
2010-01-01,0.577,2514404
2010-01-01,0.541,2514453
2010-01-01,0.591,2514503
2010-01-01,0.565,2514552
2010-01-01,0.578,2514602
2010-01-01,0.581,2514651
2010-01-01,0.617,2514701
2010-01-01,0.556,2514800
2010-01-01,0.641,2514909
2010-01-01,0.548,2515005
2010-01-01,0.594,2515104
2010-01-01,0.581,2515203
2010-01-01,0.569,2515302
2010-01-01,0.555,2515401
2010-01-01,0.628,2515500
2010-01-01,0.626,2515609
2010-01-01,0.586,2515708
2010-01-01,0.57,2515807
2010-01-01,0.547,2515906
2010-01-01,0.621,2515930
2010-01-01,0.573,2515971
2010-01-01,0.595,2516003
2010-01-01,0.616,2516102
2010-01-01,0.573,2516151
2010-01-01,0.668,2516201
2010-01-01,0.627,2516300
2010-01-01,0.551,2516409
2010-01-01,0.578,2516508
2010-01-01,0.586,2516607
2010-01-01,0.605,2516706
2010-01-01,0.581,2516755
2010-01-01,0.609,2516805
2010-01-01,0.636,2516904
2010-01-01,0.584,2517001
2010-01-01,0.707,2517100
2010-01-01,0.571,2517209
2010-01-01,0.623,2517407
2010-01-01,0.679,2600054
2010-01-01,0.657,2600104
2010-01-01,0.588,2600203
2010-01-01,0.592,2600302
2010-01-01,0.553,2600401
2010-01-01,0.526,2600500
2010-01-01,0.599,2600609
2010-01-01,0.604,2600708
2010-01-01,0.598,2600807
2010-01-01,0.58,2600906
2010-01-01,0.572,2601003
2010-01-01,0.592,2601052
2010-01-01,0.602,2601102
2010-01-01,0.667,2601201
2010-01-01,0.577,2601300
2010-01-01,0.586,2601409
2010-01-01,0.578,2601508
2010-01-01,0.642,2601607
2010-01-01,0.629,2601706
2010-01-01,0.559,2601805
2010-01-01,0.606,2601904
2010-01-01,0.565,2602001
2010-01-01,0.563,2602100
2010-01-01,0.602,2602209
2010-01-01,0.561,2602308
2010-01-01,0.547,2602407
2010-01-01,0.574,2602506
2010-01-01,0.562,2602605
2010-01-01,0.593,2602704
2010-01-01,0.527,2602803
2010-01-01,0.686,2602902
2010-01-01,0.623,2603009
2010-01-01,0.579,2603108
2010-01-01,0.522,2603207
2010-01-01,0.566,2603306
2010-01-01,0.571,2603405
2010-01-01,0.692,2603454
2010-01-01,0.588,2603504
2010-01-01,0.606,2603603
2010-01-01,0.541,2603702
2010-01-01,0.549,2603801
2010-01-01,0.583,2603900
2010-01-01,0.573,2603926
2010-01-01,0.68,2604007
2010-01-01,0.677,2604106
2010-01-01,0.567,2604155
2010-01-01,0.609,2604205
2010-01-01,0.615,2604304
2010-01-01,0.604,2604403
2010-01-01,0.599,2604502
2010-01-01,0.602,2604601
2010-01-01,0.536,2604700
2010-01-01,0.568,2604809
2010-01-01,0.572,2604908
2010-01-01,0.592,2605004
2010-01-01,0.594,2605103
2010-01-01,0.589,2605152
2010-01-01,0.632,2605202
2010-01-01,0.576,2605301
2010-01-01,0.6,2605400
2010-01-01,0.788,2605459
2010-01-01,0.622,2605509
2010-01-01,0.556,2605608
2010-01-01,0.626,2605707
2010-01-01,0.576,2605806
2010-01-01,0.602,2605905
2010-01-01,0.664,2606002
2010-01-01,0.604,2606101
2010-01-01,0.651,2606200
2010-01-01,0.595,2606309
2010-01-01,0.634,2606408
2010-01-01,0.528,2606507
2010-01-01,0.552,2606606
2010-01-01,0.58,2606705
2010-01-01,0.665,2606804
2010-01-01,0.598,2606903
2010-01-01,0.523,2607000
2010-01-01,0.608,2607109
2010-01-01,0.619,2607208
2010-01-01,0.55,2607307
2010-01-01,0.595,2607406
2010-01-01,0.51,2607505
2010-01-01,0.653,2607604
2010-01-01,0.575,2607653
2010-01-01,0.592,2607703
2010-01-01,0.633,2607752
2010-01-01,0.586,2607802
2010-01-01,0.717,2607901
2010-01-01,0.575,2607950
2010-01-01,0.53,2608008
2010-01-01,0.645,2608057
2010-01-01,0.576,2608107
2010-01-01,0.554,2608206
2010-01-01,0.55,2608255
2010-01-01,0.575,2608305
2010-01-01,0.509,2608404
2010-01-01,0.609,2608453
2010-01-01,0.602,2608503
2010-01-01,0.525,2608602
2010-01-01,0.551,2608701
2010-01-01,0.597,2608750
2010-01-01,0.611,2608800
2010-01-01,0.663,2608909
2010-01-01,0.609,2609006
2010-01-01,0.578,2609105
2010-01-01,0.487,2609154
2010-01-01,0.534,2609204
2010-01-01,0.591,2609303
2010-01-01,0.652,2609402
2010-01-01,0.662,2609501
2010-01-01,0.735,2609600
2010-01-01,0.61,2609709
2010-01-01,0.61,2609808
2010-01-01,0.572,2609907
2010-01-01,0.622,2610004
2010-01-01,0.549,2610103
2010-01-01,0.569,2610202
2010-01-01,0.537,2610301
2010-01-01,0.599,2610400
2010-01-01,0.592,2610509
2010-01-01,0.639,2610608
2010-01-01,0.732,2610707
2010-01-01,0.567,2610806
2010-01-01,0.61,2610905
2010-01-01,0.623,2611002
2010-01-01,0.697,2611101
2010-01-01,0.528,2611200
2010-01-01,0.598,2611309
2010-01-01,0.58,2611408
2010-01-01,0.552,2611507
2010-01-01,0.577,2611533
2010-01-01,0.772,2611606
2010-01-01,0.57,2611705
2010-01-01,0.602,2611804
2010-01-01,0.613,2611903
2010-01-01,0.585,2612000
2010-01-01,0.534,2612109
2010-01-01,0.669,2612208
2010-01-01,0.559,2612307
2010-01-01,0.603,2612406
2010-01-01,0.549,2612455
2010-01-01,0.612,2612471
2010-01-01,0.648,2612505
2010-01-01,0.533,2612554
2010-01-01,0.59,2612604
2010-01-01,0.548,2612703
2010-01-01,0.593,2612802
2010-01-01,0.53,2612901
2010-01-01,0.593,2613008
2010-01-01,0.591,2613107
2010-01-01,0.57,2613206
2010-01-01,0.537,2613305
2010-01-01,0.608,2613404
2010-01-01,0.61,2613503
2010-01-01,0.635,2613602
2010-01-01,0.653,2613701
2010-01-01,0.549,2613800
2010-01-01,0.661,2613909
2010-01-01,0.595,2614006
2010-01-01,0.613,2614105
2010-01-01,0.597,2614204
2010-01-01,0.6,2614303
2010-01-01,0.585,2614402
2010-01-01,0.635,2614501
2010-01-01,0.605,2614600
2010-01-01,0.554,2614709
2010-01-01,0.573,2614808
2010-01-01,0.593,2614857
2010-01-01,0.641,2615003
2010-01-01,0.545,2615102
2010-01-01,0.599,2615201
2010-01-01,0.618,2615300
2010-01-01,0.618,2615409
2010-01-01,0.605,2615508
2010-01-01,0.595,2615607
2010-01-01,0.67,2615706
2010-01-01,0.519,2615805
2010-01-01,0.634,2615904
2010-01-01,0.592,2616001
2010-01-01,0.605,2616100
2010-01-01,0.563,2616183
2010-01-01,0.582,2616209
2010-01-01,0.605,2616308
2010-01-01,0.64,2616407
2010-01-01,0.552,2616506
2010-01-01,0.549,2700102
2010-01-01,0.568,2700201
2010-01-01,0.649,2700300
2010-01-01,0.561,2700409
2010-01-01,0.557,2700508
2010-01-01,0.615,2700607
2010-01-01,0.594,2700706
2010-01-01,0.593,2700805
2010-01-01,0.517,2700904
2010-01-01,0.604,2701001
2010-01-01,0.513,2701100
2010-01-01,0.531,2701209
2010-01-01,0.562,2701308
2010-01-01,0.559,2701357
2010-01-01,0.57,2701407
2010-01-01,0.524,2701506
2010-01-01,0.506,2701605
2010-01-01,0.573,2701704
2010-01-01,0.526,2701803
2010-01-01,0.575,2701902
2010-01-01,0.533,2702009
2010-01-01,0.517,2702108
2010-01-01,0.586,2702207
2010-01-01,0.626,2702306
2010-01-01,0.525,2702355
2010-01-01,0.612,2702405
2010-01-01,0.532,2702504
2010-01-01,0.534,2702553
2010-01-01,0.533,2702603
2010-01-01,0.565,2702702
2010-01-01,0.527,2702801
2010-01-01,0.536,2702900
2010-01-01,0.518,2703007
2010-01-01,0.564,2703106
2010-01-01,0.568,2703205
2010-01-01,0.484,2703304
2010-01-01,0.583,2703403
2010-01-01,0.548,2703502
2010-01-01,0.57,2703601
2010-01-01,0.552,2703700
2010-01-01,0.556,2703759
2010-01-01,0.531,2703809
2010-01-01,0.562,2703908
2010-01-01,0.575,2704005
2010-01-01,0.552,2704104
2010-01-01,0.58,2704203
2010-01-01,0.721,2704302
2010-01-01,0.566,2704401
2010-01-01,0.574,2704500
2010-01-01,0.569,2704609
2010-01-01,0.642,2704708
2010-01-01,0.597,2704807
2010-01-01,0.577,2704906
2010-01-01,0.504,2705002
2010-01-01,0.584,2705101
2010-01-01,0.568,2705200
2010-01-01,0.563,2705309
2010-01-01,0.539,2705408
2010-01-01,0.527,2705507
2010-01-01,0.521,2705606
2010-01-01,0.565,2705705
2010-01-01,0.525,2705804
2010-01-01,0.503,2705903
2010-01-01,0.493,2706000
2010-01-01,0.547,2706109
2010-01-01,0.558,2706208
2010-01-01,0.638,2706307
2010-01-01,0.593,2706406
2010-01-01,0.548,2706422
2010-01-01,0.605,2706448
2010-01-01,0.533,2706505
2010-01-01,0.589,2706604
2010-01-01,0.63,2706703
2010-01-01,0.572,2706802
2010-01-01,0.61,2706901
2010-01-01,0.574,2707008
2010-01-01,0.589,2707107
2010-01-01,0.526,2707206
2010-01-01,0.586,2707305
2010-01-01,0.541,2707404
2010-01-01,0.551,2707503
2010-01-01,0.559,2707602
2010-01-01,0.643,2707701
2010-01-01,0.505,2707800
2010-01-01,0.597,2707909
2010-01-01,0.591,2708006
2010-01-01,0.519,2708105
2010-01-01,0.572,2708204
2010-01-01,0.573,2708303
2010-01-01,0.527,2708402
2010-01-01,0.536,2708501
2010-01-01,0.623,2708600
2010-01-01,0.591,2708709
2010-01-01,0.549,2708808
2010-01-01,0.66,2708907
2010-01-01,0.518,2708956
2010-01-01,0.555,2709004
2010-01-01,0.541,2709103
2010-01-01,0.564,2709152
2010-01-01,0.532,2709202
2010-01-01,0.593,2709301
2010-01-01,0.586,2709400
2010-01-01,0.611,2800100
2010-01-01,0.578,2800209
2010-01-01,0.77,2800308
2010-01-01,0.595,2800407
2010-01-01,0.579,2800506
2010-01-01,0.649,2800605
2010-01-01,0.604,2800670
2010-01-01,0.54,2800704
2010-01-01,0.621,2801009
2010-01-01,0.569,2801108
2010-01-01,0.567,2801207
2010-01-01,0.615,2801306
2010-01-01,0.588,2801405
2010-01-01,0.643,2801504
2010-01-01,0.623,2801603
2010-01-01,0.553,2801702
2010-01-01,0.604,2801900
2010-01-01,0.61,2802007
2010-01-01,0.647,2802106
2010-01-01,0.584,2802205
2010-01-01,0.589,2802304
2010-01-01,0.564,2802403
2010-01-01,0.645,2802502
2010-01-01,0.577,2802601
2010-01-01,0.562,2802700
2010-01-01,0.58,2802809
2010-01-01,0.642,2802908
2010-01-01,0.556,2803005
2010-01-01,0.602,2803104
2010-01-01,0.561,2803203
2010-01-01,0.621,2803302
2010-01-01,0.56,2803401
2010-01-01,0.625,2803500
2010-01-01,0.642,2803609
2010-01-01,0.583,2803708
2010-01-01,0.599,2803807
2010-01-01,0.587,2803906
2010-01-01,0.618,2804003
2010-01-01,0.587,2804102
2010-01-01,0.553,2804201
2010-01-01,0.626,2804300
2010-01-01,0.589,2804409
2010-01-01,0.577,2804458
2010-01-01,0.587,2804508
2010-01-01,0.6,2804607
2010-01-01,0.598,2804706
2010-01-01,0.664,2804805
2010-01-01,0.555,2804904
2010-01-01,0.593,2805000
2010-01-01,0.592,2805109
2010-01-01,0.583,2805208
2010-01-01,0.603,2805307
2010-01-01,0.529,2805406
2010-01-01,0.561,2805505
2010-01-01,0.568,2805604
2010-01-01,0.661,2805703
2010-01-01,0.539,2805802
2010-01-01,0.617,2805901
2010-01-01,0.613,2806008
2010-01-01,0.631,2806107
2010-01-01,0.609,2806206
2010-01-01,0.545,2806305
2010-01-01,0.59,2806404
2010-01-01,0.592,2806503
2010-01-01,0.637,2806602
2010-01-01,0.662,2806701
2010-01-01,0.588,2806800
2010-01-01,0.587,2806909
2010-01-01,0.567,2807006
2010-01-01,0.604,2807105
2010-01-01,0.609,2807204
2010-01-01,0.604,2807303
2010-01-01,0.557,2807402
2010-01-01,0.551,2807501
2010-01-01,0.579,2807600
2010-01-01,0.603,2900108
2010-01-01,0.575,2900207
2010-01-01,0.582,2900306
2010-01-01,0.546,2900355
2010-01-01,0.55,2900405
2010-01-01,0.584,2900504
2010-01-01,0.583,2900603
2010-01-01,0.683,2900702
2010-01-01,0.608,2900801
2010-01-01,0.563,2900900
2010-01-01,0.625,2901007
2010-01-01,0.666,2901106
2010-01-01,0.561,2901155
2010-01-01,0.54,2901205
2010-01-01,0.555,2901304
2010-01-01,0.588,2901353
2010-01-01,0.625,2901403
2010-01-01,0.589,2901502
2010-01-01,0.592,2901601
2010-01-01,0.561,2901700
2010-01-01,0.598,2901809
2010-01-01,0.548,2901908
2010-01-01,0.552,2901957
2010-01-01,0.581,2902005
2010-01-01,0.57,2902054
2010-01-01,0.534,2902104
2010-01-01,0.588,2902203
2010-01-01,0.559,2902252
2010-01-01,0.575,2902302
2010-01-01,0.568,2902401
2010-01-01,0.589,2902500
2010-01-01,0.585,2902609
2010-01-01,0.579,2902658
