CodMunIBGE,Receitas Correntes 2010 (R$)
5221197,10245640.35
4319372,10248965.24
4303673,10251320.82
3156502,10252002.34
2100402,10258244.07
2403004,10272499.05
3555307,10274775.9399999
4202503,10285891.15
2407302,10286614.81
3120151,10287607.75
1101468,10292514.16
3515301,10297229.41
4323101,10297697.7
2805208,10304224.72
4212700,10304430.38
2512036,10312034.0
4310538,10314737.01
3505351,10317297.84
3155900,10319372.48
4103222,10319734.93
3116506,10324391.21
3531704,10330343.76
2507200,10331646.24
3543204,10335626.07
4111704,10335864.1899999
2208650,10340443.98
2806503,10343482.93
5208509,10345237.7
2202026,10348796.2
3104809,10353296.25
3117836,10354874.33
3122207,10358794.76
4200606,10366693.41
3127503,10372624.71
1400704,10374803.83
3134509,10375707.23
2409704,10381976.2
3103702,10385091.07
1101476,10391021.74
4320602,10396054.48
4118600,10396982.83
3134103,10397475.82
5207600,10398803.15
4115457,10403170.47
3129004,10405856.64
2208908,10407500.38
3129608,10410213.7699999
4313011,10411374.6
3521150,10417345.92
3533254,10418375.78
3127305,10420202.43
3170578,10425202.01
4207403,10426047.03
1717503,10426294.3
4109757,10426960.6
2104073,10431385.8699999
4310702,10433226.72
4209508,10437180.8699999
1101450,10440264.26
3121308,10440857.83
3140530,10454263.96
4316956,10456423.82
2927804,10462121.66
2933406,10466899.15
3152709,10468408.53
2806404,10468506.98
3157377,10469927.01
5203807,10477228.7699999
3539707,10478231.82
4119202,10479675.08
4311122,10483636.24
3539905,10484158.1199999
4112405,10485127.21
3107604,10487283.75
1702406,10488388.88
4123956,10495612.46
3132008,10497473.86
3106101,10500045.46
3166303,10503753.16
4305447,10509215.0399999
3145877,10511274.74
4219853,10516229.1
4104055,10519727.15
3502606,10525444.9399999
3532108,10525837.42
3148509,10525891.56
2923506,10526297.99
2404853,10529400.88
3112505,10530443.86
3528205,10530941.08
3146552,10538639.2899999
4314175,10539115.01
4314209,10539158.68
4126009,10549156.4399999
3148301,10557083.9
2412807,10559787.22
3548401,10561380.86
3123007,10564989.72
3540259,10567800.95
2701357,10570880.23
4200804,10576377.25
2709004,10578152.66
5101852,10580752.81
3542305,10580892.0
4109203,10586626.17
3126604,10588150.26
3166907,10588918.17
4303558,10590942.72
4312104,10591653.88
2413409,10594266.31
4120853,10603665.57
4115002,10608191.33
3106606,10608643.06
4213302,10612638.49
3158904,10613372.5399999
4205209,10614955.31
3527900,10615940.2699999
5200175,10620669.99
3127073,10621461.78
4128633,10628562.18
1101559,10629584.43
5104542,10633905.7
3525409,10636373.03
5204854,10640670.78
3523800,10651288.78
3152303,10653094.84
3138005,10655468.85
4207601,10660104.13
3169505,10662977.51
3508306,10664460.26
2602506,10667669.66
2906402,10668867.98
4219101,10669435.8
2924108,10673406.05
3107505,10674430.28
5219902,10676892.93
2109551,10682063.3
3120300,10693691.0199999
3145059,10694154.2899999
3530904,10694712.2899999
3123809,10699319.95
2802700,10702292.74
3151008,10705238.97
3526308,10706141.75
4303400,10706984.3
1400506,10712280.01
3528304,10721791.07
2511608,10726864.0
4309753,10728056.1899999
4126900,10728205.14
2910305,10731822.76
3502408,10734870.45
2508208,10736666.65
2702207,10736775.5399999
2101731,10738082.54
4200903,10745440.11
4312054,10747272.13
3157252,10753025.18
4117206,10753335.23
3165305,10756389.02
1200179,10757005.45
3165701,10759210.58
2511509,10762100.77
5219712,10768845.82
4305504,10770157.59
3509957,10779038.69
4107157,10784600.95
1505601,10787202.57
4318622,10788695.69
4309951,10788980.78
2901502,10794375.14
4321352,10799392.03
3164001,10811504.27
4107900,10812204.38
4103206,10813478.44
1703867,10815896.07
3166204,10816418.19
4308078,10820479.0
4309159,10822983.37
2705309,10826565.88
4121109,10828644.06
5221502,10829557.22
4322541,10832874.26
4323200,10834023.32
1701002,10835226.7
3540309,10841481.09
4300851,10846247.59
2104305,10847358.98
2203453,10848869.99
2103109,10849695.45
4312609,10859729.54
3525854,10859943.52
3533700,10860239.4
3146404,10864167.98
2919900,10865120.72
5202155,10870625.67
4305124,10872289.37
5106000,10874050.58
3117009,10874478.83
4312450,10877715.68
4302220,10880054.9
4202859,10880979.5
3143450,10885269.83
4107546,10886014.71
4125407,10886930.37
3503505,10891090.86
3158300,10894101.23
3546504,10897375.62
2505238,10898910.07
4201505,10899681.35
2924900,10900309.27
4108452,10902652.83
4207577,10904211.68
4107751,10906765.64
2403202,10908400.4
4319356,10913093.18
4212254,10914794.11
3122454,10917648.52
3525805,10918286.63
3138658,10919141.55
4315750,10919559.73
3555505,10920258.79
2916708,10922963.26
4103503,10924260.41
3147956,10930789.07
4108650,10933835.9
3135605,10935353.17
4315909,10939890.26
4119004,10946613.98
3170438,10947415.95
2405108,10948489.7
4111100,10949711.31
3135357,10950784.33
4316477,10953087.04
5200050,10955585.63
4302659,10956742.32
2400901,10962640.17
1200138,10966008.66
2603405,10966942.53
4213807,10969116.85
3171105,10977322.34
3108800,10977822.35
2922201,10981929.6
3116704,10982556.13
5200852,10984244.95
4209151,10992601.96
2705903,10993786.75
5221304,10995763.38
4313391,10997477.91
4120655,10999389.02
2403509,11005347.32
4100301,11005801.58
4218756,11007441.69
3170750,11011703.01
5106174,11012109.22
2203305,11014290.88
3120706,11015320.34
4304713,11017337.22
3518909,11020705.99
4315321,11028618.84
2313708,11029718.2
5101308,11030517.32
3500758,11033113.86
3100708,11033738.69
4120705,11044812.53
2110856,11046186.17
1718303,11049569.65
3150570,11052427.05
2501575,11064900.34
2914208,11072091.48
3170479,11072099.1
3151909,11074334.25
2414159,11079097.03
2506251,11081509.18
4311908,11082600.88
2703908,11085858.76
4204103,11092178.71
3130655,11099731.67
2515401,11106430.44
5219258,11108138.51
4116950,11110128.83
4305405,11110822.46
4120358,11120021.32
3123106,11124681.23
4126207,11125564.51
3554904,11127452.46
4322905,11127504.76
4312203,11130913.94
4311601,11138111.62
2401305,11145404.0
3136405,11146529.24
5204003,11147521.48
2201101,11154959.0
2406601,11156606.65
4304002,11157535.24
3164506,11167332.16
4118857,11167790.71
1507755,11172046.69
4118709,11175213.87
4120150,11175571.08
3501202,11178735.83
4316436,11182900.35
5107248,11203421.49
2105948,11213059.6
4108320,11215463.15
3115003,11220170.95
3115458,11220669.25
3531605,11221084.28
4304697,11224593.0
2414100,11225066.06
2106359,11227423.42
3108255,11232360.59
4323309,11235447.87
1700350,11236301.69
3102704,11238383.0
2401701,11238906.28
2920304,11239080.8
2703403,11241039.62
3156601,11244402.26
3145455,11245497.4
5007307,11250541.15
3541653,11252335.12
3554953,11253874.84
3523701,11260564.88
2301802,11260579.33
2907558,11262844.29
3154457,11262945.3
2933109,11265242.15
3142601,11266615.81
3116803,11266664.33
3126802,11270162.05
3134806,11270949.74
2911659,11274011.49
3148756,11282983.24
2614402,11285006.36
1703842,11287181.14
4211454,11288780.1
5203401,11291409.0
4314068,11300105.17
4108908,11301882.58
4318481,11303092.91
3168804,11309392.01
4103354,11310863.72
4201604,11329313.88
4201273,11333789.0
4113254,11339001.78
2904407,11345659.4
4315354,11349110.36
3141504,11349449.22
3163409,11351026.77
3543501,11351212.74
2911501,11354479.86
3548104,11357906.43
4311627,11359141.05
2513109,11370994.31
2903102,11371909.51
5220157,11372650.07
3166709,11382621.0
4211405,11387387.18
3140555,11390143.32
4219606,11391997.85
3139706,11392043.19
3536802,11393689.05
2803708,11402928.81
3136504,11403529.89
4321477,11408767.9
4310504,11410008.67
2304806,11410756.77
4209854,11413353.34
5213509,11413417.35
2918555,11425366.87
3538303,11426893.0
3152600,11433156.95
2517001,11438714.13
4201703,11438872.06
4318606,11440626.77
4300877,11454049.41
2612109,11456742.97
3501103,11456883.03
3165008,11458386.9
4112207,11459381.41
3100104,11461810.86
3516101,11462806.35
2921609,11472274.73
2708204,11478746.8
2925931,11482504.12
2413508,11489247.74
4117271,11489611.56
4310553,11498182.79
4306957,11498930.11
2920007,11501824.99
3507704,11502097.27
5207535,11506674.5
4311254,11511076.47
2615102,11512240.62
3155405,11514184.81
4117008,11520539.32
5218052,11521920.71
4218400,11530114.31
4216057,11530502.96
5201454,11531282.49
2923308,11531679.98
2703700,11534983.77
4116802,11537142.37
3162559,11537782.27
2700805,11541868.0
1506906,11546319.02
3159357,11547808.35
4310363,11550437.43
4312757,11557477.15
3137106,11559753.0
4300059,11559764.29
2500106,11570095.22
3512506,11571133.15
4308706,11575059.6
3168903,11581689.74
2922854,11603293.31
2900108,11604518.57
4113601,11614769.72
2202505,11617379.38
2922730,11619283.79
4301701,11619624.0
2702702,11621189.86
2919058,11631696.18
2112852,11644909.35
3103900,11651420.45
3149705,11654347.01
3165107,11658010.28
2105989,11658260.59
2511103,11658737.23
3521606,11663533.58
2510105,11673232.28
2206100,11674496.72
2933174,11678011.8
3112901,11693680.31
2404903,11693866.72
4307401,11698438.0
5107206,11698901.9
2902203,11700280.72
5215009,11703000.58
4303707,11714236.43
3102852,11715385.19
4304655,11716082.97
3119955,11716464.0
2915403,11724055.7
4320305,11725723.44
4214607,11726938.54
2922755,11735948.13
2611533,11740379.17
5100359,11742793.98
4301651,11744284.0
4312153,11745607.2
4300638,11745992.34
2304277,11746681.34
3144508,11748201.0
3149200,11748366.11
5105234,11749990.51
3539608,11764524.21
4308805,11764967.5
3131000,11776143.4
2111904,11778483.16
2914109,11780528.51
4216404,11786245.77
4107850,11791099.43
4215653,11792210.88
1501758,11792828.84
3121100,11793580.0
3537156,11801091.3
4103008,11801775.1
2312809,11806294.84
4313037,11812388.87
2311231,11819524.24
2911303,11821483.11
5103361,11832489.11
4214508,11835713.67
5107578,11842374.62
5201801,11849040.0
4316204,11851814.87
3122355,11853601.13
4313805,11867691.59
3126901,11875750.85
5104559,11876786.88
1720978,11880359.05
4316758,11884505.44
3159209,11887619.75
2305100,11888273.68
4210407,11894411.39
4309654,11898287.73
4109658,11898944.7
4113809,11899381.42
2103125,11901185.0
3520707,11914970.13
4208609,11915202.23
2804458,11926433.53
3160454,11930260.0
4203105,11934863.05
5003900,11938130.25
4300307,11940369.82
4124509,11944112.92
4206108,11947794.07
3541059,11960204.74
2509008,11962517.0
5222302,11963248.95
3512605,11963279.4
4203253,11964698.02
2511806,11967678.94
4308003,11972470.07
3554201,11982488.03
2309904,11993385.97
3121803,11994698.4
4103305,12001905.0
3156403,12003731.64
1200054,12025337.64
2933257,12037648.47
2203206,12037708.8
3553203,12039160.0
2931400,12046913.03
2902302,12046980.66
4111001,12047811.91
4320552,12047882.21
1707405,12054139.92
1720200,12056183.38
3201803,12058307.77
2503555,12068127.8
4309803,12071596.42
2901957,12080894.69
4313003,12085269.9
2508000,12085810.75
4202131,12091931.37
2300804,12092863.76
3549607,12102023.95
2708709,12107081.95
3118700,12114357.01
4101309,12114946.9
3543105,12115282.32
4125308,12119114.48
4312476,12124088.87
3500907,12126273.11
3164308,12135066.98
4307302,12145798.46
3119500,12153075.25
5102850,12162137.77
4319109,12162148.29
3141603,12165763.62
3532157,12167104.75
3154507,12171766.13
3503158,12172453.52
4210035,12182790.98
2111748,12186157.78
3129103,12190447.47
2501401,12197512.5
4212304,12198957.67
3126000,12201140.84
3109907,12202711.91
1702000,12205309.48
5218102,12206858.28
2802304,12212919.97
1503408,12214241.13
4306056,12219752.68
1505494,12228040.0
2507903,12233324.11
4305603,12236631.52
5214408,12240520.23
4312807,12246534.0
2705408,12247194.11
3153608,12255457.5
4309555,12265131.8
4322103,12266857.32
2701803,12269451.95
1100031,12276483.42
2805109,12285446.06
3551306,12286941.05
4305132,12289548.58
3136900,12304880.82
3514007,12312240.17
1100908,12315762.17
4103800,12321532.03
4319208,12325944.55
3130051,12327552.12
5203559,12336561.14
4321956,12340016.89
5212303,12356007.0
3519204,12364088.56
1501600,12364558.03
3124906,12378816.69
3108206,12380026.74
2509057,12382200.52
4124608,12388126.24
2509909,12388478.88
4113007,12389643.9
5208301,12398724.77
3532801,12414297.01
3137536,12418360.55
4315008,12422380.05
3126505,12425797.55
5214051,12426661.38
2506707,12439706.74
3537701,12443617.09
2606705,12447882.94
2610103,12452328.22
4106571,12453920.42
5205802,12458952.87
2410306,12461236.81
3517109,12463209.24
2915908,12482937.28
2312502,12490263.08
5103908,12492229.27
2202406,12493022.57
4304309,12493547.52
3541802,12494772.82
5107776,12495981.2
3109105,12499119.14
4204350,12500453.11
5106802,12501264.0
2109700,12504444.87
2701902,12517949.72
4302253,12518381.21
3145356,12521956.05
3154200,12524755.51
2707909,12525072.62
2502409,12528368.42
3542008,12529965.67
2909000,12535662.0
2615201,12537468.87
1714880,12538879.55
4107108,12539767.36
2310001,12552443.79
4314308,12556274.26
3555802,12565839.98
2804300,12565914.18
3165552,12568020.22
3509452,12568639.14
3530003,12572871.68
3102902,12573935.04
2308807,12574284.61
3501806,12583897.44
1101484,12584308.08
4103040,12586243.11
3128204,12606940.95
3547908,12628963.49
2205102,12630091.71
3125903,12631324.15
4303806,12632632.18
1506104,12635223.64
2105450,12636753.07
4219200,12639128.91
2410405,12641399.14
2100873,12642514.98
2615904,12646507.61
3511201,12649347.09
4111555,12654684.49
2700904,12677336.65
2616183,12677993.54
3170057,12679642.02
4300646,12686671.0
4200507,12686873.47
2206605,12691791.84
2918605,12694091.33
2921450,12696389.2
4323770,12696506.23
2928307,12699262.79
4108205,12702867.27
4128708,12707424.68
3547007,12708692.79
3546207,12715419.0
4308409,12718114.8
4127882,12720044.0
4212270,12721154.84
2503308,12726739.87
4122701,12727176.62
1711902,12734315.62
4315206,12735335.63
4314035,12737389.92
2102150,12742929.92
3515905,12757242.81
5006259,12765661.82
4314027,12772610.16
4304671,12773863.14
5106778,12788629.09
2102374,12789036.36
5201504,12789748.92
3509809,12797629.64
4206652,12798897.6
2915304,12800277.34
2105807,12800465.06
3117900,12800475.66
2107001,12802659.53
5204656,12805367.3
4104105,12807180.12
1702901,12809033.55
3169208,12810953.04
4126108,12817556.55
4301800,12817970.84
2925402,12827454.52
4309704,12830818.19
2612802,12835643.97
5200605,12838246.07
3533205,12840953.69
4127908,12842083.08
2706604,12849969.4
5216452,12857738.14
2205003,12864977.21
4307559,12867858.56
2103158,12874217.55
3505104,12881307.01
2111003,12888290.02
3149952,12903996.31
5211008,12904165.8
4210308,12912035.42
3553104,12918028.11
5103106,12928001.2
5103452,12934563.04
2204402,12940596.19
4313359,12942259.3
3519006,12948505.25
2928950,12951913.98
3510153,12956220.96
3517307,12959507.78
3150703,12965718.16
4218251,12967261.3
4315156,12968309.48
3131802,12981856.77
3124807,12987627.51
4215679,12988397.93
4202602,12988605.24
2206407,12989047.43
3525607,12990460.06
3147709,12992272.91
4321857,12995778.34
5003504,12995803.16
3504305,13014002.66
2927101,13015606.13
1100296,13045740.58
2306207,13063975.98
5107768,13070919.06
2104503,13071753.69
2402105,13075167.73
4306734,13081414.0
2105963,13084263.8
1500131,13085727.08
4314779,13093052.26
3129301,13098769.24
3125952,13104068.38
2904803,13106302.85
2301505,13109268.18
4212007,13113293.29
5007505,13115594.5
4310405,13116707.19
4314159,13116941.0
4117453,13123427.49
4312617,13127279.7
4211801,13128374.16
5107180,13134016.83
2510907,13134081.44
4320503,13135293.11
2409308,13139688.97
4314076,13149479.79
1703008,13163285.66
4128625,13170934.97
4102604,13176053.98
4123303,13177300.11
5107792,13179655.12
1303957,13182318.77
3124500,13183399.36
2405702,13186237.46
3133204,13189725.32
3107901,13203430.83
2605509,13208735.13
5205000,13214427.96
3200359,13217916.62
3515194,13219316.83
3127602,13223244.07
3151305,13227063.77
1713304,13239318.07
3120508,13242561.55
3144656,13244209.3
1505551,13244341.92
5008404,13264652.9
4118907,13269819.47
4216800,13274165.7
2924678,13282329.13
3172103,13284748.96
4312252,13288671.25
4311700,13289741.83
4107405,13298496.88
3506201,13301148.47
5200803,13303095.41
2927903,13303795.66
3516853,13305300.7
4209904,13310462.45
4319307,13310992.16
3139805,13323746.71
4123709,13327795.59
3546900,13346459.99
3515608,13355154.84
2912004,13360682.72
4302204,13368075.1
3518107,13388680.6
4121604,13404254.02
5209937,13408123.17
5212105,13419215.31
2106003,13423576.05
2307205,13435345.55
4211108,13438106.75
3131505,13443920.72
4300703,13445677.04
3540408,13450568.28
5220009,13451134.39
2405306,13453739.76
2304608,13453844.71
3553856,13456299.15
5207808,13458137.21
2500908,13458926.31
2515104,13461597.82
4112751,13467424.37
2903300,13468285.66
4125753,13475855.82
3149101,13480660.86
3552551,13480685.37
3529609,13481288.97
3516606,13484997.32
2105922,13487625.83
4310439,13494101.19
3150505,13501847.0
3524501,13514818.77
2300606,13520833.38
3116209,13520968.93
2800704,13521770.55
2919108,13526295.99
3126208,13528527.9
2400109,13536050.52
3106002,13551333.06
2506103,13562997.59
1400027,13566909.53
2911006,13567542.76
3500204,13586676.39
3528700,13590431.8
5003108,13595375.11
5219001,13602818.89
4323408,13603489.99
3102100,13614746.13
3529500,13614876.94
2414506,13616805.16
2502151,13618912.45
3534005,13619375.44
4204905,13619931.86
4216255,13632168.33
2806800,13633893.25
4215307,13641852.83
2205508,13643421.21
2916203,13644016.99
3117603,13646398.7
4107736,13661694.3
2103752,13663209.69
4200200,13664566.92
2110237,13665469.97
3149150,13671774.96
4218509,13674573.49
5211404,13688120.4
2706448,13688163.05
4128559,13695171.56
2313252,13715214.31
1200435,13721703.92
4128401,13721936.95
5103601,13722170.59
3544509,13738982.78
4203709,13739374.82
3152907,13739609.72
2912806,13748848.21
2923035,13752852.71
3131604,13765758.96
3504800,13773847.34
5108956,13776355.78
5106265,13777289.43
5219803,13791299.66
3553906,13800095.68
4301875,13804409.72
2606309,13813006.24
4108957,13817908.34
3557154,13821617.71
3168507,13831018.92
5005152,13839891.38
2311207,13868275.5
2602407,13882126.56
3109709,13895135.38
3128402,13896515.78
4302451,13902662.03
4112959,13905795.15
1200344,13909451.39
2404408,13913962.51
2207603,13914731.83
1722107,13916964.81
4301750,13917717.24
4202073,13924622.82
2104107,13933646.53
4218608,13935647.33
2509404,13937578.9
3507308,13943136.76
4128609,13944532.01
3545704,13948624.25
3521507,13956233.26
3551108,13972658.83
4308656,13973201.79
2108405,13987015.8
4311759,13997178.26
4210803,14006995.36
1400456,14014666.83
2100154,14019100.02
4307104,14022192.77
1600709,14030642.07
3109204,14036606.27
3544608,14038798.69
5207253,14039924.41
2412559,14044477.53
5107354,14048100.98
2509206,14048393.45
2703502,14053867.52
3503000,14058877.39
3521200,14063277.32
2203503,14069333.59
2508604,14072442.52
4307815,14076093.81
1302009,14080525.35
3519253,14086429.04
4109906,14086630.39
1200393,14088782.01
3164605,14095678.62
4218350,14097479.42
4206207,14100966.74
3140159,14115892.46
2707800,14136779.96
2906600,14141056.88
1709005,14141210.19
4203402,14141903.05
2102408,14145742.72
3141009,14150283.7
3528601,14155052.73
3161304,14159095.86
4309506,14180114.77
3115805,14185905.98
2110278,14188190.42
2611200,14195520.29
3542503,14206758.42
2515500,14210750.15
1702554,14227690.37
2406700,14237154.06
4124020,14242602.37
4309902,14243057.73
3117108,14243316.63
5209150,14250151.36
1505007,14257173.94
3130200,14261596.51
3160306,14266852.7
3549508,14267847.41
1101435,14275174.55
4322301,14277256.53
3157104,14283348.38
3104601,14285381.02
2103901,14286859.92
2109403,14308868.49
1300060,14312251.09
2905107,14317412.88
2505709,14325076.24
3101003,14326001.65
2104909,14326776.31
2105203,14329707.88
2107209,14333098.46
2106102,14333769.71
5218607,14339609.59
4316303,14352224.77
2400802,14355148.8
2210805,14358471.62
5002803,14369383.71
1700707,14372398.5
2919306,14372750.74
3142106,14390003.76
3113503,14395585.47
1100502,14402744.53
3171030,14412775.1
2108306,14419387.92
3514700,14423313.61
2410108,14427624.74
4311775,14429864.4
2400307,14432036.59
2407708,14432857.73
3512704,14439546.0
4108007,14444086.93
2304269,14444404.0399999
3556354,14447412.65
4100202,14448329.58
3170008,14456694.9
2615508,14462936.9
2412302,14466267.18
3537503,14466679.1
2500502,14467431.55
2900504,14474755.15
2410256,14483056.51
3106408,14489239.73
3170503,14495329.88
1100601,14497085.57
3142205,14503431.5299999
2929370,14515842.0399999
4320263,14516792.16
3102803,14516805.85
5203906,14518852.69
2104081,14528556.7799999
3523008,14532233.56
3154101,14533321.5299999
2104651,14533668.6
3134707,14534970.7799999
2208502,14539652.3
4115309,14541168.22
2915700,14541267.5
4217303,14547886.99
2109205,14548799.2899999
2803906,14557048.12
4207684,14557783.5
4300208,14572667.72
2924652,14588103.71
4201950,14601797.76
1304005,14614997.42
3552007,14616884.13
4311718,14623678.25
3519501,14625154.91
5108907,14629343.24
4304689,14642822.2799999
2802403,14644008.26
3535200,14664864.01
2905156,14669817.24
2414803,14679860.88
2200301,14682356.55
3130309,14690118.0399999
2930600,14694828.26
4207205,14700795.81
2603306,14712696.06
5106182,14722464.6
2616100,14734882.64
3132305,14736878.7799999
2311009,14764779.35
2614709,14781921.81
5007976,14805313.74
4306932,14809338.64
4126355,14813749.5299999
3100500,14820021.0399999
5210802,14820535.7
3104700,14839236.88
2606903,14839433.74
2310605,14839596.45
2210508,14848609.97
4115754,14848787.93
5004908,14849301.7799999
5105176,14851536.5399999
5219704,14854604.0
4110078,14865048.73
1101104,14873163.19
4314423,14874549.99
2407500,14875611.85
3543808,14877171.38
3500600,14893417.02
2101772,14895392.69
2701506,14895727.37
4107256,14906216.86
2926905,14912800.59
2928505,14922374.89
1200328,14946514.05
2601003,14948153.96
5216304,14954268.38
4200705,14963071.08
3161809,14965049.46
2916906,14965662.88
4105102,14994996.91
1200807,14995904.23
4115853,15000460.16
2502805,15001666.49
4126405,15007280.2799999
2907004,15013396.45
3130507,15014483.2799999
4118105,15014625.55
4103057,15024397.2899999
2705804,15026004.5
4214409,15028331.5299999
5219357,15035484.24
3506409,15038385.48
5106281,15038679.24
3123700,15044408.38
2305704,15049423.88
2601508,15053125.77
4215455,15060866.0
3500402,15082342.56
3532207,15085111.51
4314001,15086594.63
2402709,15087365.4
3554706,15091967.5
2413904,15094313.62
4207650,15096111.5
4314704,15100108.14
2612471,15126078.18
5213004,15128335.75
4105003,15129288.12
2701209,15135779.18
2407005,15155310.96
3117801,15155390.2899999
2205409,15163200.93
4219176,15169562.64
3133600,15171413.83
4301503,15171607.24
2204709,15172265.0
2906899,15178075.87
2408953,15180323.38
2612901,15219007.2899999
3548203,15222435.3
3532058,15230374.93
2309102,15240671.59
4300034,15250168.65
4115358,15275178.69
2804102,15277380.86
3114006,15282630.97
3143005,15283738.44
4321667,15286315.65
2919405,15286399.92
3168408,15297779.42
2603926,15318702.59
3128600,15326089.66
4215109,15337116.17
2917334,15356200.5
4214706,15359606.44
4211058,15359690.23
3132909,15360388.83
2409100,15362588.05
4315404,15375678.2899999
3161700,15390400.08
3138104,15397939.17
2924702,15401501.14
2513406,15411276.98
2923902,15421508.23
3131158,15433596.73
2805307,15439595.58
2906857,15454964.88
2918456,15465108.1
3171808,15472638.2
2304905,15473767.26
4302501,15480371.0399999
2107456,15481919.81
4107538,15484831.86
3119203,15497533.74
3543600,15520211.98
2412906,15526559.49
2929404,15535306.22
2300101,15539848.0
2907707,15553385.64
2401800,15556152.31
3503109,15569038.19
2906105,15574717.64
3511904,15577388.73
5222054,15583180.25
2923050,15584387.18
3137403,15590240.36
3123908,15604092.71
3156007,15604754.85
2207504,15639329.64
3555356,15644452.99
3118205,15654350.46
4305900,15656750.6
4100707,15659032.76
3540507,15661765.0
2413359,15670164.92
2901700,15672344.89
2501609,15674076.24
2917904,15687316.19
3158201,15698429.2899999
2102077,15700499.89
4125803,15718680.16
4100806,15718895.86
5211701,15719452.33
2101103,15733485.0
4109500,15741956.11
2921302,15744497.2
3153905,15746586.11
2926707,15749938.99
4319802,15752823.68
2902252,15763681.34
3531209,15769022.1
5100409,15769234.8
2903953,15770594.66
4305009,15771563.0299999
4117222,15779063.84
3515202,15788512.49
2611408,15792395.6
3162450,15797915.36
5003454,15798683.52
3202009,15808869.87
5004007,15825879.9
4123402,15827669.41
4202206,15827818.19
3116159,15828474.77
3542701,15841677.07
4121901,15859807.96
2926103,15875886.5299999
3545159,15880321.21
3526605,15885000.19
1101757,15915529.95
3158003,15916299.47
5103858,15939523.18
2301257,15939572.1
3164209,15939917.41
2106375,15961447.43
2102754,15963716.71
1507102,15968038.68
1508357,15969368.0
4201000,15972972.41
3528106,15973725.26
2310100,15973998.11
2300507,15978236.93
2609105,15978609.0
3545407,15979088.86
3142700,15979973.85
5205455,15994868.15
2707404,15999216.87
2921807,16006217.84
1716208,16009249.82
4322251,16022499.85
4106456,16029925.4
4114906,16031834.69
4206405,16036358.69
1301951,16056734.51
3139904,16059770.81
2303659,16061405.82
4125001,16066127.57
3534807,16068625.69
2612703,16079145.58
5204706,16082180.3
4305173,16094345.17
1502855,16102678.13
2602704,16120079.5
2904506,16124963.6
3107802,16129627.81
4112801,16136766.11
3100302,16147133.39
3532306,16149606.3
2504801,16164736.49
2919603,16169746.98
3514304,16169787.97
2916609,16170008.87
1302108,16172986.98
3110707,16174667.17
5208400,16174928.35
1300086,16176672.2
4216107,16177441.74
3556602,16181547.39
2516904,16185632.63
4122602,16189971.91
3514601,16191123.13
3532504,16206784.55
3171600,16220108.68
4202057,16223087.88
2930006,16235850.71
2702504,16239819.52
3548609,16240807.72
3117702,16253741.57
5105200,16267084.36
2509305,16267440.5
3142007,16275956.2
5001508,16293235.34
4209706,16303423.4
2501906,16304540.07
2506400,16312962.7799999
3204252,16314042.83
3554409,16316238.81
2305654,16318954.4
5104526,16323417.92
2608255,16323702.58
3551405,16334503.4
3104106,16345318.07
2706422,16345560.48
2930907,16348257.1
3200508,16348760.62
3170529,16349866.33
2807204,16351197.41
3140852,16371589.27
2805901,16372366.23
3512902,16372699.88
4115101,16374563.67
2516706,16382041.77
4127809,16382951.01
5108501,16394192.0299999
5102793,16417709.39
3152170,16417739.42
5204102,16417942.74
1200252,16419184.38
4305702,16421603.41
4317004,16432457.48
4127957,16435039.26
2929750,16438688.0
3544806,16456761.05
4211009,16458492.2899999
4304903,16466300.32
4313102,16471326.59
5213707,16477544.39
4123857,16479985.32
1502608,16490002.0
2921054,16507170.91
2910107,16508808.65
3109451,16510020.4
5004809,16518982.57
2100501,16525558.47
4207700,16526381.16
5207907,16527756.02
3109501,16531966.96
2516508,16538513.76
2704609,16543097.33
3535101,16544037.66
3503406,16554989.49
3535705,16559400.83
2604403,16564231.95
4113734,16574149.44
5220504,16575542.48
3536406,16580897.5
2102358,16585591.48
2706000,16587351.77
4207809,16590619.14
2706109,16591604.63
2609303,16591992.02
4208708,16594617.41
2516607,16610409.2899999
3550506,16617750.65
4118006,16618372.74
4126678,16622319.23
2920809,16623205.69
3111002,16642578.06
2605806,16676837.77
2305332,16678770.3
3134004,16684178.45
2931707,16692635.45
1302207,16699085.77
4316105,16699506.45
3524204,16702987.2
2210706,16705819.39
2702009,16728771.32
2932408,16739165.99
1200427,16754168.15
2604304,16759571.27
3112802,16775401.61
2901809,16779566.94
3513207,16779939.53
3117876,16797344.21
2402501,16797565.69
2929800,16807427.91
2307908,16808821.28
3113909,16857778.72
1507409,16860579.75
4112702,16864887.96
3108909,16882940.56
4316501,16883923.8299999
2902658,16884760.61
3527009,16891830.0
3120201,16923267.53
4302402,16923327.7
4103107,16936926.9899999
3104304,16947769.43
3111309,16965398.48
2105351,16968057.95
4204707,16994577.3799999
4313953,16998526.69
1600535,17003015.46
3553005,17018827.3
3138625,17034079.98
5006408,17035806.47
4105607,17051850.7399999
4110805,17052308.77
4207908,17070079.48
2904209,17078614.0
5000856,17081817.12
4320206,17094017.09
2915106,17096432.21
2104552,17099622.2
2310951,17103418.4
3132206,17105270.41
2610301,17105547.15
2409803,17124335.3
4301404,17127550.11
4218905,17135910.44
1400175,17138864.71
5218789,17142518.86
2200509,17146890.8299999
3508207,17151558.27
2507309,17156341.84
1600501,17158252.15
