IDHM 2010,CodMunIBGE
0.733,3519204
0.674,3519253
0.703,3519303
0.74,3519402
0.708,3519501
0.747,3519600
0.71,3519709
0.72,3519808
0.736,3519907
0.727,3520004
0.768,3520103
0.711,3520202
0.726,3520301
0.756,3520400
0.725,3520426
0.812,3520442
0.788,3520509
0.761,3520608
0.751,3520707
0.759,3520806
0.727,3520905
0.719,3521002
0.753,3521101
0.73,3521150
0.703,3521200
0.749,3521309
0.776,3521408
0.713,3521507
0.712,3521606
0.693,3521705
0.713,3521804
0.73,3521903
0.705,3522000
0.745,3522109
0.68,3522158
0.742,3522208
0.763,3522307
0.732,3522406
0.735,3522505
0.762,3522604
0.661,3522653
0.744,3522703
0.719,3522802
0.725,3522901
0.72,3523008
0.714,3523107
0.703,3523206
0.677,3523305
0.778,3523404
0.706,3523503
0.724,3523602
0.707,3523701
0.717,3523800
0.773,3523909
0.762,3524006
0.765,3524105
0.711,3524204
0.778,3524303
0.777,3524402
0.723,3524501
0.717,3524600
0.784,3524709
0.776,3524808
0.756,3524907
0.76,3525003
0.735,3525102
0.733,3525201
0.778,3525300
0.703,3525409
0.699,3525508
0.741,3525607
0.777,3525706
0.716,3525805
0.741,3525854
0.822,3525904
0.745,3526001
0.7,3526100
0.709,3526209
0.693,3526308
0.729,3526407
0.721,3526506
0.729,3526605
0.744,3526704
0.764,3526803
0.775,3526902
0.742,3527009
0.786,3527108
0.766,3527207
0.742,3527256
0.777,3527306
0.752,3527405
0.733,3527504
0.731,3527603
0.702,3527702
0.724,3527801
0.72,3527900
0.77,3528007
0.743,3528106
0.74,3528205
0.753,3528304
0.743,3528403
0.788,3528502
0.739,3528601
0.677,3528700
0.771,3528809
0.752,3528858
0.718,3528908
0.798,3529005
0.731,3529104
0.721,3529203
0.773,3529302
0.766,3529401
0.744,3529500
0.731,3529609
0.724,3529658
0.741,3529708
0.73,3529807
0.697,3529906
0.743,3530003
0.751,3530102
0.724,3530201
0.762,3530300
0.738,3530409
0.762,3530508
0.783,3530607
0.774,3530706
0.784,3530805
0.719,3530904
0.772,3531001
0.754,3531100
0.759,3531209
0.768,3531308
0.785,3531407
0.753,3531506
0.741,3531605
0.71,3531704
0.733,3531803
0.712,3531902
0.715,3532009
0.741,3532058
0.726,3532108
0.714,3532157
0.718,3532207
0.655,3532306
0.678,3532405
0.754,3532504
0.751,3532603
0.713,3532702
0.738,3532801
0.651,3532827
0.715,3532843
0.756,3532868
0.765,3532900
0.739,3533007
0.726,3533106
0.735,3533205
0.719,3533254
0.743,3533304
0.791,3533403
0.753,3533502
0.746,3533601
0.717,3533700
0.73,3533809
0.773,3533908
0.738,3534005
0.77,3534104
0.767,3534203
0.78,3534302
0.776,3534401
0.749,3534500
0.762,3534609
0.778,3534708
0.77,3534757
0.692,3534807
0.725,3534906
0.732,3535002
0.722,3535101
0.753,3535200
0.746,3535309
0.722,3535408
0.762,3535507
0.719,3535606
0.749,3535705
0.717,3535804
0.732,3535903
0.737,3536000
0.727,3536109
0.736,3536208
0.721,3536257
0.73,3536307
0.711,3536406
0.795,3536505
0.718,3536570
0.725,3536604
0.739,3536703
0.677,3536802
0.742,3536901
0.715,3537008
0.769,3537107
0.774,3537156
0.696,3537206
0.759,3537305
0.766,3537404
0.736,3537503
0.749,3537602
0.732,3537701
0.716,3537800
0.69,3537909
0.773,3538006
0.737,3538105
0.725,3538204
0.711,3538303
0.757,3538501
0.739,3538600
0.785,3538709
0.758,3538808
0.749,3538907
0.756,3539004
0.727,3539103
0.776,3539202
0.801,3539301
0.779,3539400
0.723,3539509
0.719,3539608
0.719,3539707
0.771,3539806
0.766,3539905
0.786,3540002
0.755,3540101
0.725,3540200
0.702,3540259
0.732,3540309
0.714,3540408
0.703,3540507
0.758,3540606
0.751,3540705
0.697,3540754
0.747,3540804
0.696,3540853
0.733,3540903
0.754,3541000
0.701,3541059
0.735,3541109
0.757,3541208
0.75,3541307
0.806,3541406
0.763,3541505
0.743,3541604
0.678,3541653
0.738,3541703
0.715,3541802
0.722,3541901
0.732,3542008
0.745,3542107
0.751,3542206
0.657,3542305
0.768,3542404
0.728,3542503
0.754,3542602
0.705,3542701
0.698,3542800
0.712,3542909
0.639,3543006
0.711,3543105
0.747,3543204
0.721,3543238
0.705,3543253
0.784,3543303
0.8,3543402
0.664,3543501
0.74,3543600
0.734,3543709
0.723,3543808
0.803,3543907
0.759,3544004
0.749,3544103
0.703,3544202
0.764,3544251
0.737,3544301
0.721,3544400
0.759,3544509
0.728,3544608
0.73,3544707
0.751,3544806
0.772,3544905
0.732,3545001
0.719,3545100
0.791,3545159
0.78,3545209
0.729,3545308
0.704,3545407
0.709,3545506
0.76,3545605
0.728,3545704
0.781,3545803
0.735,3546009
0.733,3546108
0.79,3546207
0.743,3546256
0.728,3546306
0.762,3546405
0.738,3546504
0.784,3546603
0.737,3546702
0.738,3546801
0.737,3546900
0.686,3547007
0.739,3547106
0.773,3547205
0.814,3547304
0.761,3547403
0.775,3547502
0.77,3547601
0.772,3547650
0.753,3547700
0.815,3547809
0.702,3547908
0.702,3548005
0.757,3548054
0.714,3548104
0.706,3548203
0.732,3548302
0.74,3548401
0.84,3548500
0.72,3548609
0.805,3548708
0.862,3548807
0.805,3548906
0.723,3549003
0.797,3549102
0.72,3549201
0.748,3549250
0.75,3549300
0.762,3549409
0.693,3549508
0.684,3549607
0.774,3549706
0.797,3549805
0.807,3549904
0.728,3549953
0.697,3550001
0.744,3550100
0.71,3550209
0.805,3550308
0.755,3550407
0.703,3550506
0.768,3550605
0.772,3550704
0.701,3550803
0.766,3550902
0.768,3551009
0.707,3551108
0.688,3551207
0.773,3551306
0.686,3551405
0.729,3551504
0.767,3551603
0.761,3551702
0.673,3551801
0.715,3551900
0.678,3552007
0.729,3552106
0.798,3552205
0.747,3552304
0.762,3552403
0.765,3552502
0.699,3552551
0.735,3552601
0.704,3552700
0.769,3552809
0.723,3552908
0.709,3553005
0.71,3553104
0.76,3553203
0.731,3553302
0.748,3553401
0.681,3553500
0.751,3553609
0.759,3553658
0.748,3553708
0.701,3553807
0.679,3553856
0.726,3553906
0.753,3553955
0.752,3554003
0.8,3554102
0.668,3554201
0.741,3554300
0.749,3554409
0.778,3554508
0.71,3554607
0.714,3554656
0.744,3554706
0.722,3554755
0.785,3554805
0.753,3554904
0.728,3554953
0.771,3555000
0.769,3555109
0.751,3555208
0.736,3555307
0.7,3555356
0.751,3555406
0.727,3555505
0.721,3555604
0.749,3555703
0.746,3555802
0.712,3555901
0.745,3556008
0.735,3556107
0.819,3556206
0.725,3556305
0.699,3556354
0.737,3556404
0.77,3556453
0.759,3556503
0.754,3556602
0.817,3556701
0.739,3556800
0.744,3556909
0.725,3556958
0.767,3557006
0.79,3557105
0.729,3557154
0.729,3557204
0.74,3557303
0.687,4100103
0.667,4100202
0.66,4100301
0.699,4100400
0.667,4100459
0.721,4100509
0.696,4100608
0.676,4100707
0.708,4100806
0.669,4100905
0.709,4101002
0.695,4101051
0.725,4101101
0.721,4101150
0.687,4101200
0.656,4101309
0.748,4101408
0.748,4101507
0.723,4101606
0.676,4101655
0.704,4101705
0.74,4101804
0.67,4101853
0.728,4101903
0.729,4102000
0.747,4102109
0.736,4102208
0.696,4102307
0.727,4102406
0.696,4102505
0.706,4102604
0.744,4102703
0.681,4102752
0.716,4102802
0.667,4102901
0.72,4103008
0.7,4103024
0.655,4103040
0.67,4103057
0.64,4103107
0.697,4103156
0.686,4103206
0.742,4103222
0.717,4103305
0.701,4103354
0.681,4103370
0.693,4103404
0.748,4103453
0.692,4103479
0.722,4103503
0.721,4103602
0.734,4103701
0.725,4103800
0.704,4103909
0.63,4103958
0.718,4104006
0.681,4104055
0.686,4104105
0.745,4104204
0.701,4104253
0.757,4104303
0.629,4104402
0.635,4104428
0.635,4104451
0.706,4104501
0.716,4104600
0.728,4104659
0.713,4104709
0.782,4104808
0.703,4104907
0.678,4105003
0.668,4105102
0.573,4105201
0.732,4105300
0.74,4105409
0.755,4105508
0.718,4105607
0.694,4105706
0.733,4105805
0.73,4105904
0.668,4106001
0.707,4106100
0.681,4106209
0.738,4106308
0.759,4106407
0.6,4106456
0.723,4106506
0.638,4106555
0.709,4106571
0.717,4106605
0.713,4106704
0.664,4106803
0.666,4106852
0.823,4106902
0.656,4107009
0.723,4107108
0.608,4107124
0.644,4107157
0.767,4107207
0.724,4107256
0.746,4107306
0.752,4107405
0.73,4107504
0.689,4107520
0.761,4107538
0.636,4107546
0.715,4107553
0.687,4107603
0.72,4107652
0.716,4107702
0.645,4107736
0.677,4107751
0.745,4107801
0.682,4107850
0.736,4107900
0.701,4108007
0.732,4108106
0.723,4108205
0.751,4108304
0.669,4108320
0.774,4108403
0.645,4108452
0.652,4108502
0.675,4108551
0.731,4108601
0.641,4108650
0.658,4108700
0.724,4108809
0.693,4108908
0.669,4108957
0.702,4109005
0.719,4109104
0.698,4109203
0.677,4109302
0.731,4109401
0.587,4109500
0.717,4109609
0.683,4109658
0.71,4109708
0.685,4109757
0.726,4109807
0.666,4109906
0.758,4110003
0.703,4110052
0.622,4110078
0.66,4110102
0.6,4110201
0.705,4110300
0.724,4110409
0.652,4110508
0.706,4110607
0.707,4110656
0.726,4110706
0.665,4110805
0.707,4110904
0.738,4110953
0.694,4111001
0.746,4111100
0.731,4111209
0.637,4111258
0.656,4111308
0.651,4111407
0.73,4111506
0.706,4111555
0.766,4111605
0.718,4111704
0.743,4111803
0.715,4111902
0.743,4112009
0.747,4112108
0.696,4112207
0.696,4112306
0.712,4112405
0.689,4112504
0.682,4112603
0.687,4112702
0.705,4112751
0.7,4112801
0.688,4112900
0.708,4112959
0.718,4113007
0.721,4113106
0.706,4113205
0.585,4113254
0.706,4113304
0.707,4113403
0.68,4113429
0.666,4113452
0.725,4113502
0.744,4113601
0.778,4113700
0.668,4113734
0.69,4113759
0.71,4113809
0.708,4113908
0.719,4114005
0.718,4114104
0.751,4114203
0.655,4114302
0.645,4114351
0.688,4114401
0.716,4114500
0.774,4114609
0.703,4114708
0.735,4114807
0.691,4114906
0.681,4115002
0.639,4115101
0.808,4115200
0.698,4115309
0.758,4115358
0.722,4115408
0.614,4115457
0.721,4115507
0.725,4115606
0.743,4115705
0.632,4115739
0.652,4115754
0.763,4115804
0.74,4115853
0.68,4115903
0.748,4116000
0.711,4116059
0.675,4116109
0.686,4116208
0.726,4116307
0.709,4116406
0.717,4116505
0.698,4116604
0.733,4116703
0.658,4116802
0.722,4116901
0.714,4116950
0.688,4117008
0.642,4117057
0.758,4117107
0.71,4117206
0.68,4117214
0.731,4117222
0.716,4117255
0.651,4117271
0.71,4117297
0.609,4117305
0.72,4117404
0.709,4117453
0.716,4117503
0.66,4117602
0.718,4117701
0.639,4117800
0.768,4117909
0.746,4118006
0.717,4118105
0.75,4118204
0.709,4118303
0.763,4118402
0.747,4118451
0.782,4118501
0.717,4118600
0.708,4118709
0.723,4118808
0.713,4118857
0.7,4118907
0.726,4119004
0.694,4119103
0.751,4119152
0.697,4119202
0.695,4119251
0.654,4119301
0.708,4119400
0.7,4119509
0.702,4119608
0.71,4119657
0.705,4119707
0.706,4119806
0.763,4119905
0.738,4119954
0.738,4120002
0.7,4120101
0.688,4120150
0.735,4120200
0.685,4120309
0.71,4120333
0.752,4120358
0.713,4120408
0.701,4120507
0.676,4120606
0.71,4120655
0.714,4120705
0.742,4120804
0.791,4120853
0.681,4120903
0.688,4121000
0.715,4121109
0.68,4121208
0.63,4121257
0.707,4121307
0.704,4121356
0.722,4121406
0.672,4121505
0.733,4121604
0.618,4121703
0.648,4121752
0.716,4121802
0.701,4121901
0.687,4122008
0.729,4122107
0.629,4122156
0.64,4122172
0.679,4122206
0.76,4122305
0.739,4122404
0.681,4122503
0.713,4122602
0.662,4122651
0.74,4122701
0.7,4122800
0.704,4122909
0.718,4123006
0.653,4123105
0.723,4123204
0.71,4123303
0.705,4123402
0.744,4123501
0.717,4123600
0.72,4123709
0.696,4123808
0.687,4123824
0.609,4123857
0.7,4123907
0.704,4123956
0.687,4124004
0.705,4124020
0.738,4124053
0.718,4124103
0.696,4124202
0.716,4124301
0.671,4124400
0.739,4124509
0.682,4124608
0.637,4124707
0.727,4124806
0.664,4124905
0.693,4125001
0.629,4125100
0.722,4125209
0.743,4125308
0.676,4125357
0.671,4125407
0.713,4125456
0.758,4125506
0.725,4125555
0.719,4125605
0.704,4125704
0.683,4125753
0.717,4125803
0.704,4125902
0.715,4126009
0.725,4126108
0.655,4126207
0.695,4126256
0.699,4126272
0.663,4126306
0.762,4126355
0.725,4126405
0.723,4126504
0.704,4126603
0.693,4126652
0.621,4126678
0.731,4126702
0.703,4126801
0.697,4126900
0.671,4127007
0.734,4127106
0.728,4127205
0.71,4127304
0.714,4127403
0.664,4127502
0.636,4127601
0.768,4127700
0.699,4127809
0.681,4127858
0.611,4127882
0.695,4127908
0.73,4127957
0.672,4127965
0.739,4128005
0.761,4128104
0.74,4128203
0.72,4128302
0.721,4128401
0.687,4128500
0.65,4128534
0.699,4128559
0.72,4128609
0.678,4128625
0.546,4128633
0.722,4128658
0.702,4128708
0.706,4128807
0.694,4200051
0.696,4200101
0.725,4200200
0.741,4200309
0.698,4200408
0.713,4200507
0.745,4200556
0.723,4200606
0.668,4200705
0.755,4200754
0.699,4200804
0.687,4200903
0.688,4201000
0.674,4201109
0.749,4201208
0.708,4201257
0.733,4201273
0.703,4201307
0.76,4201406
0.77,4201505
0.764,4201604
0.715,4201653
0.742,4201703
0.733,4201802
0.733,4201901
0.746,4201950
0.845,4202008
0.716,4202057
0.728,4202073
0.672,4202081
0.701,4202099
0.738,4202107
0.675,4202131
0.705,4202156
0.74,4202206
0.739,4202305
0.806,4202404
0.647,4202438
0.781,4202453
0.696,4202503
0.718,4202537
0.712,4202578
0.699,4202602
0.724,4202701
0.778,4202800
0.78,4202859
0.661,4202875
0.795,4202909
0.735,4203006
0.728,4203105
0.622,4203154
0.726,4203204
0.654,4203253
0.714,4203303
0.641,4203402
0.69,4203501
0.742,4203600
0.697,4203709
0.757,4203808
0.752,4203907
0.767,4203956
0.714,4204004
0.691,4204103
0.719,4204152
0.621,4204178
0.704,4204194
0.79,4204202
0.78,4204251
0.8,4204301
0.747,4204350
0.744,4204400
0.696,4204459
0.78,4204509
0.702,4204558
0.788,4204608
0.742,4204707
0.754,4204756
0.721,4204806
0.743,4204905
0.706,4205001
0.742,4205100
0.716,4205159
0.657,4205175
0.726,4205191
0.723,4205209
0.758,4205308
0.708,4205357
0.847,4205407
0.715,4205431
0.753,4205456
0.731,4205506
0.682,4205555
0.708,4205605
0.753,4205704
0.725,4205803
0.765,4205902
0.747,4206009
0.736,4206108
0.757,4206207
0.754,4206306
0.751,4206405
0.751,4206504
0.73,4206603
0.717,4206652
0.758,4206702
0.725,4206751
0.708,4206801
0.737,4206900
0.741,4207007
0.738,4207106
0.667,4207205
0.765,4207304
0.713,4207403
0.777,4207502
0.795,4207577
0.736,4207601
0.759,4207650
0.66,4207684
0.738,4207700
0.722,4207759
0.742,4207809
0.707,4207858
0.699,4207908
0.771,4208005
0.708,4208104
0.795,4208203
0.796,4208302
0.775,4208401
0.761,4208450
0.748,4208500
0.732,4208609
0.716,4208708
0.721,4208807
0.803,4208906
0.709,4208955
0.827,4209003
0.809,4209102
0.694,4209151
0.719,4209177
0.781,4209201
0.77,4209300
0.752,4209409
0.771,4209458
0.749,4209508
0.735,4209607
0.649,4209706
0.686,4209805
0.743,4209854
0.704,4209904
0.737,4210001
0.789,4210035
0.662,4210050
0.777,4210100
0.698,4210209
0.69,4210308
0.768,4210407
0.781,4210506
0.743,4210555
0.774,4210605
0.657,4210704
0.738,4210803
0.708,4210852
0.76,4210902
0.748,4211009
0.643,4211058
0.675,4211108
0.738,4211207
0.701,4211256
0.736,4211306
0.765,4211405
0.736,4211454
0.748,4211504
0.768,4211603
0.706,4211652
0.755,4211702
0.74,4211751
0.774,4211801
0.695,4211850
0.718,4211876
0.664,4211892
0.757,4211900
0.704,4212007
0.671,4212056
0.737,4212106
0.704,4212205
0.7,4212239
0.72,4212254
0.659,4212270
0.716,4212304
0.728,4212403
0.743,4212502
0.766,4212601
0.716,4212700
0.756,4212809
0.783,4212908
0.777,4213005
0.758,4213104
0.751,4213153
0.78,4213203
0.673,4213302
0.689,4213351
0.693,4213401
0.76,4213500
0.786,4213609
0.72,4213708
0.718,4213807
0.77,4213906
0.759,4214003
0.737,4214102
0.706,4214151
0.73,4214201
0.753,4214300
0.697,4214409
0.729,4214508
0.754,4214607
0.729,4214706
0.802,4214805
0.806,4214904
0.738,4215000
0.653,4215059
0.714,4215075
0.754,4215109
0.692,4215208
0.744,4215307
0.654,4215356
0.784,4215406
0.7,4215455
0.698,4215505
0.727,4215554
0.757,4215604
0.705,4215653
0.669,4215679
0.682,4215687
0.728,4215695
0.781,4215703
0.677,4215752
0.782,4215802
0.731,4215901
0.769,4216008
0.665,4216057
0.765,4216107
0.762,4216206
0.761,4216255
0.74,4216305
0.738,4216354
0.695,4216404
0.687,4216503
0.809,4216602
0.731,4216701
0.636,4216800
0.749,4216909
0.755,4217006
0.742,4217105
0.71,4217154
0.801,4217204
0.734,4217253
0.755,4217303
0.769,4217402
0.779,4217501
0.773,4217550
0.774,4217600
0.728,4217709
0.707,4217758
0.761,4217808
0.737,4217907
0.717,4217956
0.76,4218004
0.72,4218103
0.784,4218202
0.659,4218251
0.706,4218301
0.774,4218350
0.729,4218400
0.795,4218509
0.775,4218608
0.796,4218707
0.752,4218756
0.74,4218806
0.705,4218855
0.694,4218905
0.699,4218954
0.772,4219002
0.686,4219101
0.629,4219150
0.718,4219176
0.7,4219200
0.764,4219309
0.673,4219358
0.71,4219408
0.775,4219507
0.749,4219606
0.752,4219705
0.761,4219853
0.687,4300034
0.75,4300059
0.694,4300109
0.753,4300208
0.672,4300307
0.74,4300406
0.695,4300455
0.74,4300471
0.671,4300505
0.747,4300554
0.734,4300570
0.699,4300604
0.624,4300638
0.682,4300646
0.72,4300661
0.74,4300703
0.758,4300802
0.691,4300851
0.679,4300877
0.772,4300901
0.769,4301008
0.74,4301057
0.669,4301073
0.698,4301107
0.707,4301206
0.657,4301305
0.694,4301404
0.743,4301503
0.707,4301552
0.74,4301602
0.696,4301636
0.748,4301651
0.719,4301701
0.61,4301750
0.71,4301800
0.734,4301859
0.662,4301875
0.67,4301909
0.723,4301925
0.763,4301958
0.65,4302006
0.619,4302055
0.778,4302105
0.676,4302154
0.762,4302204
0.703,4302220
0.731,4302238
0.728,4302253
0.666,4302303
0.746,4302352
0.723,4302378
0.739,4302402
0.7,4302451
0.692,4302501
0.745,4302584
0.674,4302600
0.699,4302659
0.689,4302709
0.704,4302808
0.7,4302907
0.742,4303004
0.757,4303103
0.662,4303202
0.719,4303301
0.699,4303400
0.697,4303509
0.736,4303558
0.697,4303608
0.706,4303673
0.738,4303707
0.76,4303806
0.745,4303905
0.703,4304002
0.708,4304101
0.674,4304200
0.728,4304309
0.698,4304358
0.748,4304408
0.65,4304507
0.75,4304606
0.713,4304614
0.637,4304622
0.743,4304630
0.672,4304655
0.637,4304663
0.766,4304671
0.661,4304689
0.746,4304697
0.766,4304705
0.652,4304713
0.796,4304804
0.739,4304853
0.785,4304903
0.703,4304952
0.739,4305009
0.782,4305108
0.701,4305116
0.649,4305124
0.661,4305132
0.674,4305157
0.66,4305173
0.764,4305207
0.757,4305306
0.747,4305355
0.62,4305371
0.732,4305405
0.706,4305439
0.616,4305447
0.729,4305454
0.719,4305504
0.765,4305587
0.758,4305603
0.747,4305702
0.754,4305801
0.692,4305835
0.746,4305850
0.744,4305871
0.665,4305900
0.727,4305934
0.741,4305959
0.706,4305975
0.712,4306007
0.644,4306056
0.66,4306072
0.75,4306106
0.719,4306130
0.723,4306205
0.762,4306304
0.707,4306320
0.654,4306353
0.648,4306379
0.743,4306403
0.67,4306429
0.757,4306452
0.587,4306502
0.691,4306551
0.708,4306601
0.697,4306700
0.706,4306734
0.724,4306759
0.717,4306767
0.767,4306809
0.657,4306908
0.717,4306924
0.68,4306932
0.703,4306957
0.712,4306973
0.776,4307005
0.716,4307054
0.687,4307104
0.681,4307203
0.685,4307302
0.68,4307401
0.661,4307450
0.765,4307500
0.753,4307559
0.757,4307609
0.754,4307708
0.767,4307807
0.679,4307815
0.712,4307831
0.763,4307864
0.777,4307906
0.72,4308003
0.666,4308052
0.698,4308078
0.75,4308102
0.754,4308201
0.663,4308250
0.661,4308300
0.682,4308409
0.683,4308433
0.756,4308458
0.76,4308508
0.786,4308607
0.671,4308656
0.738,4308706
0.686,4308805
0.733,4308854
0.746,4308904
0.721,4309001
0.714,4309050
0.764,4309100
0.685,4309126
0.634,4309159
0.736,4309209
0.758,4309258
0.73,4309308
0.765,4309407
0.737,4309506
0.749,4309555
0.616,4309571
0.783,4309605
0.643,4309654
0.738,4309704
0.652,4309753
0.739,4309803
0.724,4309902
0.638,4309951
0.765,4310009
0.721,4310108
0.781,4310207
0.73,4310306
0.764,4310330
0.743,4310363
0.693,4310405
0.673,4310413
0.728,4310439
0.791,4310462
0.691,4310504
0.76,4310538
0.657,4310553
0.664,4310579
0.713,4310603
0.669,4310652
0.681,4310702
0.724,4310751
0.784,4310801
0.658,4310850
0.662,4310876
0.726,4310900
0.707,4311007
0.712,4311106
0.614,4311122
0.631,4311130
0.686,4311155
0.716,4311205
0.67,4311239
0.643,4311254
0.789,4311270
0.738,4311304
0.778,4311403
0.613,4311429
0.699,4311502
0.685,4311601
0.712,4311627
0.749,4311643
0.692,4311700
0.684,4311718
0.649,4311734
0.655,4311759
0.682,4311775
0.697,4311791
0.774,4311809
0.724,4311908
0.701,4311981
0.73,4312005
0.687,4312054
0.656,4312104
0.727,4312138
0.746,4312153
0.717,4312179
0.699,4312203
0.681,4312252
0.725,4312302
0.764,4312351
0.65,4312377
0.752,4312385
0.755,4312401
0.714,4312427
0.711,4312443
0.702,4312450
0.743,4312476
0.664,4312500
0.746,4312609
0.702,4312617
0.689,4312625
0.765,4312658
0.753,4312674
0.702,4312708
0.74,4312757
0.785,4312807
0.747,4312906
0.768,4312955
0.778,4313003
0.759,4313011
0.735,4313037
0.689,4313060
0.761,4313086
0.744,4313102
0.78,4313201
0.766,4313300
0.742,4313334
0.741,4313359
0.718,4313375
0.688,4313391
0.747,4313409
0.663,4313425
0.676,4313441
0.767,4313466
0.706,4313490
0.751,4313508
0.706,4313607
0.715,4313656
0.737,4313706
0.72,4313805
0.761,4313904
0.661,4313953
0.773,4314001
0.676,4314027
0.749,4314035
0.704,4314050
0.622,4314068
0.698,4314076
0.776,4314100
0.71,4314134
0.683,4314159
0.64,4314175
0.678,4314209
0.741,4314308
0.739,4314407
0.758,4314423
0.72,4314456
0.65,4314464
0.678,4314472
0.71,4314498
0.661,4314506
0.669,4314555
0.658,4314605
0.687,4314704
0.744,4314753
0.725,4314779
0.725,4314787
0.713,4314803
0.805,4314902
0.693,4315008
0.698,4315057
0.69,4315073
0.723,4315107
0.715,4315131
0.757,4315149
0.683,4315156
0.733,4315172
0.715,4315206
0.704,4315305
0.689,4315313
0.665,4315321
0.756,4315354
0.631,4315404
0.731,4315453
0.683,4315503
0.656,4315552
0.744,4315602
0.693,4315701
0.661,4315750
0.729,4315800
0.732,4315909
0.689,4315958
0.688,4316006
0.724,4316105
0.764,4316204
0.688,4316303
0.699,4316402
0.678,4316428
0.762,4316436
0.687,4316451
0.753,4316477
0.74,4316501
0.747,4316600
0.725,4316709
0.725,4316733
0.74,4316758
0.773,4316808
0.784,4316907
0.676,4316956
0.663,4316972
0.633,4317004
0.727,4317103
0.769,4317202
0.746,4317251
0.712,4317301
0.766,4317400
0.772,4317509
0.764,4317558
0.717,4317608
0.686,4317707
0.759,4317756
0.739,4317806
0.738,4317905
0.732,4317954
0.736,4318002
0.763,4318051
0.675,4318101
0.685,4318200
0.699,4318309
0.696,4318408
0.694,4318424
0.748,4318432
0.732,4318440
0.651,4318457
0.717,4318465
0.707,4318481
0.747,4318499
0.623,4318507
0.755,4318606
0.725,4318614
0.663,4318622
0.739,4318705
0.687,4318804
0.741,4318903
0.768,4319000
0.726,4319109
0.652,4319125
0.667,4319158
0.645,4319208
0.692,4319307
0.739,4319356
0.664,4319364
0.763,4319372
0.709,4319406
0.739,4319505
0.708,4319604
0.72,4319703
0.764,4319711
0.642,4319737
0.754,4319752
0.685,4319802
0.711,4319901
0.726,4320008
0.777,4320107
0.723,4320206
0.712,4320230
0.659,4320263
0.777,4320305
0.693,4320321
0.671,4320354
0.76,4320404
0.652,4320453
0.751,4320503
0.689,4320552
0.683,4320578
0.752,4320602
0.742,4320651
0.631,4320677
0.743,4320701
0.731,4320800
0.701,4320859
0.76,4320909
0.747,4321006
0.695,4321105
0.727,4321204
0.733,4321303
0.739,4321329
0.656,4321352
0.708,4321402
0.689,4321436
0.747,4321451
0.742,4321469
0.689,4321477
0.683,4321493
0.762,4321501
0.719,4321600
0.701,4321626
0.791,4321634
0.718,4321667
0.71,4321709
0.759,4321808
0.662,4321832
0.703,4321857
0.768,4321907
0.687,4321956
0.733,4322004
0.747,4322103
0.657,4322152
0.694,4322186
0.709,4322202
0.718,4322251
0.728,4322301
0.629,4322327
0.7,4322343
0.733,4322350
0.649,4322376
0.744,4322400
0.721,4322509
0.646,4322525
0.624,4322533
0.737,4322541
0.757,4322558
0.712,4322608
0.737,4322707
0.773,4322806
0.723,4322855
0.702,4322905
0.717,4323002
0.638,4323101
0.777,4323200
0.742,4323309
0.705,4323358
0.761,4323408
0.662,4323457
0.739,4323507
0.78,4323606
0.757,4323705
0.655,4323754
0.752,4323770
0.735,4323804
0.67,5000203
0.711,5000252
0.673,5000609
0.663,5000708
0.67,5000807
0.697,5000856
0.643,5000906
0.697,5001003
0.688,5001102
0.633,5001243
0.681,5001508
0.71,5001904
0.684,5002001
0.698,5002100
0.666,5002159
0.67,5002209
0.701,5002308
0.692,5002407
0.703,5002605
0.784,5002704
0.647,5002803
0.727,5002902
0.754,5002951
0.671,5003108
0.589,5003157
0.7,5003207
0.706,5003256
0.703,5003306
0.694,5003454
0.639,5003488
0.699,5003504
0.747,5003702
0.684,5003751
0.714,5003801
0.66,5003900
0.721,5004007
0.675,5004106
0.662,5004304
0.681,5004403
0.654,5004502
0.62,5004601
0.72,5004700
0.526,5004809
0.664,5004908
0.712,5005004
0.708,5005103
0.623,5005152
0.704,5005202
0.672,5005251
0.736,5005400
0.632,5005608
0.686,5005681
0.7,5005707
0.639,5005806
0.694,5006002
0.721,5006200
0.649,5006259
0.721,5006309
0.588,5006358
0.671,5006408
0.701,5006606
0.666,5006903
0.664,5007109
0.715,5007208
0.709,5007307
0.673,5007406
0.651,5007505
0.642,5007554
0.729,5007695
0.614,5007703
0.682,5007802
0.686,5007901
0.681,5007935
0.593,5007950
0.651,5007976
0.658,5008008
0.744,5008305
0.711,5008404
0.628,5100102
0.729,5100201
0.714,5100250
0.704,5100300
0.651,5100359
0.701,5100409
0.638,5100508
0.705,5100607
0.675,5100805
0.687,5101001
0.701,5101209
0.725,5101258
0.704,5101308
0.675,5101407
0.6,5101605
0.693,5101704
0.748,5101803
0.661,5101852
0.696,5101902
0.708,5102504
0.538,5102603
0.734,5102637
0.75,5102678
0.744,5102686
0.667,5102694
0.693,5102702
0.665,5102793
0.665,5102850
0.688,5103007
0.699,5103056
0.66,5103106
0.713,5103205
0.611,5103254
0.689,5103304
0.668,5103353
0.718,5103361
0.601,5103379
0.785,5103403
0.69,5103437
0.683,5103452
0.718,5103502
0.69,5103601
0.692,5103700
0.679,5103809
0.615,5103858
0.67,5103908
0.71,5103957
0.703,5104104
0.705,5104203
0.661,5104500
0.727,5104526
0.71,5104542
0.69,5104559
0.693,5104609
0.735,5104807
