IDHM 2010,CodMunIBGE
0.527,2708402
0.536,2708501
0.623,2708600
0.591,2708709
0.549,2708808
0.66,2708907
0.518,2708956
0.555,2709004
0.541,2709103
0.564,2709152
0.532,2709202
0.593,2709301
0.586,2709400
0.611,2800100
0.578,2800209
0.77,2800308
0.595,2800407
0.579,2800506
0.649,2800605
0.604,2800670
0.54,2800704
0.621,2801009
0.569,2801108
0.567,2801207
0.615,2801306
0.588,2801405
0.643,2801504
0.623,2801603
0.553,2801702
0.604,2801900
0.61,2802007
0.647,2802106
0.584,2802205
0.589,2802304
0.564,2802403
0.645,2802502
0.577,2802601
0.562,2802700
0.58,2802809
0.642,2802908
0.556,2803005
0.602,2803104
0.561,2803203
0.621,2803302
0.56,2803401
0.625,2803500
0.642,2803609
0.583,2803708
0.599,2803807
0.587,2803906
0.618,2804003
0.587,2804102
0.553,2804201
0.626,2804300
0.589,2804409
0.577,2804458
0.587,2804508
0.6,2804607
0.598,2804706
0.664,2804805
0.555,2804904
0.593,2805000
0.592,2805109
0.583,2805208
0.603,2805307
0.529,2805406
0.561,2805505
0.568,2805604
0.661,2805703
0.539,2805802
0.617,2805901
0.613,2806008
0.631,2806107
0.609,2806206
0.545,2806305
0.59,2806404
0.592,2806503
0.637,2806602
0.662,2806701
0.588,2806800
0.587,2806909
0.567,2807006
0.604,2807105
0.609,2807204
0.604,2807303
0.557,2807402
0.551,2807501
0.579,2807600
0.603,2900108
0.575,2900207
0.582,2900306
0.546,2900355
0.55,2900405
0.584,2900504
0.583,2900603
0.683,2900702
0.608,2900801
0.563,2900900
0.625,2901007
0.666,2901106
0.561,2901155
0.54,2901205
0.555,2901304
0.588,2901353
0.625,2901403
0.589,2901502
0.592,2901601
0.561,2901700
0.598,2901809
0.548,2901908
0.552,2901957
0.581,2902005
0.57,2902054
0.534,2902104
0.588,2902203
0.559,2902252
0.575,2902302
0.568,2902401
0.589,2902500
0.585,2902609
0.579,2902658
0.557,2902708
0.575,2902807
0.551,2902906
0.63,2903003
0.577,2903102
0.721,2903201
0.607,2903235
0.61,2903276
0.602,2903300
0.598,2903409
0.575,2903508
0.538,2903607
0.567,2903706
0.551,2903805
0.633,2903904
0.546,2903953
0.612,2904001
0.561,2904050
0.603,2904100
0.575,2904209
0.597,2904308
0.592,2904407
0.57,2904506
0.656,2904605
0.613,2904704
0.565,2904753
0.561,2904803
0.581,2904852
0.647,2904902
0.637,2905008
0.546,2905107
0.542,2905156
0.625,2905206
0.584,2905305
0.627,2905404
0.573,2905503
0.581,2905602
0.694,2905701
0.565,2905800
0.557,2905909
0.586,2906006
0.565,2906105
0.587,2906204
0.59,2906303
0.587,2906402
0.691,2906501
0.591,2906600
0.601,2906709
0.557,2906808
0.562,2906824
0.599,2906857
0.621,2906873
0.555,2906899
0.616,2906907
0.552,2907004
0.576,2907103
0.57,2907202
0.613,2907301
0.582,2907400
0.677,2907509
0.571,2907558
0.596,2907608
0.6,2907707
0.585,2907806
0.601,2907905
0.613,2908002
0.596,2908101
0.634,2908200
0.606,2908309
0.611,2908408
0.663,2908507
0.56,2908606
0.582,2908705
0.577,2908804
0.592,2908903
0.579,2909000
0.6,2909109
0.535,2909208
0.603,2909307
0.59,2909406
0.599,2909505
0.543,2909604
0.614,2909703
0.699,2909802
0.581,2909901
0.54,2910008
0.676,2910057
0.591,2910107
0.632,2910206
0.623,2910305
0.544,2910404
0.615,2910503
0.589,2910602
0.567,2910701
0.677,2910727
0.559,2910750
0.588,2910776
0.712,2910800
0.565,2910859
0.578,2910909
0.557,2911006
0.618,2911105
0.632,2911204
0.599,2911253
0.559,2911303
0.593,2911402
0.576,2911501
0.643,2911600
0.569,2911659
0.673,2911709
0.558,2911808
0.563,2911857
0.574,2911907
0.611,2912004
0.625,2912103
0.591,2912202
0.584,2912301
0.616,2912400
0.584,2912509
0.511,2912608
0.558,2912707
0.614,2912806
0.576,2912905
0.585,2913002
0.602,2913101
0.636,2913200
0.631,2913309
0.614,2913408
0.574,2913457
0.552,2913507
0.69,2913606
0.565,2913705
0.55,2913804
0.67,2913903
0.549,2914000
0.59,2914109
0.576,2914208
0.571,2914307
0.599,2914406
0.62,2914505
0.691,2914604
0.599,2914653
0.62,2914703
0.712,2914802
0.583,2914901
0.572,2915007
0.543,2915106
0.589,2915205
0.634,2915304
0.562,2915353
0.592,2915403
0.599,2915502
0.627,2915601
0.578,2915700
0.578,2915809
0.584,2915908
0.637,2916005
0.67,2916104
0.599,2916203
0.572,2916302
0.667,2916401
0.486,2916500
0.571,2916609
0.553,2916708
0.61,2916807
0.582,2916856
0.6,2916906
0.544,2917003
0.594,2917102
0.57,2917201
0.606,2917300
0.591,2917334
0.613,2917359
0.593,2917409
0.649,2917508
0.58,2917607
0.659,2917706
0.556,2917805
0.55,2917904
0.665,2918001
0.547,2918100
0.553,2918209
0.575,2918308
0.593,2918357
0.677,2918407
0.541,2918456
0.571,2918506
0.567,2918555
0.602,2918605
0.599,2918704
0.545,2918753
0.586,2918803
0.632,2918902
0.546,2919009
0.584,2919058
0.518,2919108
0.596,2919157
0.754,2919207
0.623,2919306
0.621,2919405
0.611,2919504
0.716,2919553
0.524,2919603
0.605,2919702
0.609,2919801
0.604,2919900
0.708,2919926
0.538,2919959
0.576,2920007
0.572,2920106
0.562,2920205
0.578,2920304
0.566,2920403
0.599,2920452
0.607,2920502
0.621,2920601
0.593,2920700
0.561,2920809
0.581,2920908
0.668,2921005
0.572,2921054
0.625,2921104
0.586,2921203
0.622,2921302
0.542,2921401
0.527,2921450
0.506,2921500
0.558,2921609
0.588,2921708
0.618,2921807
0.606,2921906
0.665,2922003
0.566,2922052
0.59,2922102
0.617,2922201
0.549,2922250
0.66,2922300
0.601,2922409
0.641,2922508
0.547,2922607
0.56,2922656
0.545,2922706
0.597,2922730
0.57,2922755
0.524,2922805
0.567,2922854
0.555,2922904
0.654,2923001
0.597,2923035
0.554,2923050
0.559,2923100
0.554,2923209
0.607,2923308
0.56,2923357
0.586,2923407
0.643,2923506
0.615,2923605
0.59,2923704
0.577,2923803
0.583,2923902
0.674,2924009
0.587,2924058
0.588,2924108
0.513,2924207
0.571,2924306
0.506,2924405
0.603,2924504
0.577,2924603
0.612,2924652
0.533,2924678
0.575,2924702
0.578,2924801
0.572,2924900
0.56,2925006
0.604,2925105
0.666,2925204
0.58,2925253
0.676,2925303
0.625,2925402
0.621,2925501
0.614,2925600
0.542,2925709
0.559,2925758
0.592,2925808
0.544,2925907
0.578,2925931
0.564,2925956
0.579,2926004
0.636,2926103
0.578,2926202
0.628,2926301
0.615,2926400
0.512,2926509
0.601,2926608
0.54,2926657
0.605,2926707
0.576,2926806
0.594,2926905
0.572,2927002
0.632,2927101
0.61,2927200
0.617,2927309
0.759,2927408
0.583,2927507
0.546,2927606
0.654,2927705
0.61,2927804
0.574,2927903
0.598,2928000
0.556,2928059
0.614,2928109
0.608,2928208
0.592,2928307
0.605,2928406
0.587,2928505
0.646,2928604
0.7,2928703
0.626,2928802
0.579,2928901
0.64,2928950
0.639,2929008
0.639,2929057
0.616,2929107
0.674,2929206
0.592,2929255
0.627,2929305
0.546,2929354
0.552,2929370
0.593,2929404
0.657,2929503
0.614,2929602
0.527,2929701
0.617,2929750
0.549,2929800
0.635,2929909
0.615,2930006
0.666,2930105
0.595,2930154
0.585,2930204
0.608,2930303
0.566,2930402
0.634,2930501
0.59,2930600
0.675,2930709
0.564,2930758
0.533,2930766
0.631,2930774
0.592,2930808
0.584,2930907
0.577,2931004
0.599,2931053
0.597,2931103
0.566,2931202
0.594,2931301
0.685,2931350
0.594,2931400
0.566,2931509
0.555,2931608
0.578,2931707
0.528,2931806
0.579,2931905
0.605,2932002
0.582,2932101
0.611,2932200
0.593,2932309
0.617,2932408
0.515,2932457
0.56,2932507
0.598,2932606
0.616,2932705
0.59,2932804
0.623,2932903
0.637,2933000
0.539,2933059
0.575,2933109
0.555,2933158
0.586,2933174
0.645,2933208
0.577,2933257
0.678,2933307
0.587,2933406
0.6,2933455
0.544,2933505
0.585,2933604
0.689,3100104
0.698,3100203
0.654,3100302
0.63,3100401
0.61,3100500
0.576,3100609
0.675,3100708
0.663,3100807
0.645,3100906
0.601,3101003
0.684,3101102
0.668,3101201
0.649,3101300
0.673,3101409
0.726,3101508
0.761,3101607
0.675,3101631
0.642,3101706
0.646,3101805
0.725,3101904
0.668,3102001
0.661,3102050
0.62,3102100
0.592,3102209
0.676,3102308
0.572,3102407
0.641,3102506
0.734,3102605
0.578,3102704
0.7,3102803
0.597,3102852
0.683,3102902
0.645,3103009
0.684,3103108
0.695,3103207
0.661,3103306
0.663,3103405
0.773,3103504
0.697,3103603
0.536,3103702
0.708,3103751
0.724,3103801
0.698,3103900
0.772,3104007
0.683,3104106
0.749,3104205
0.727,3104304
0.643,3104403
0.582,3104452
0.656,3104502
0.694,3104601
0.588,3104700
0.656,3104809
0.681,3104908
0.671,3105004
0.741,3105103
0.599,3105202
0.692,3105301
0.722,3105400
0.649,3105509
0.769,3105608
0.624,3105707
0.734,3105905
0.674,3106002
0.66,3106101
0.81,3106200
0.686,3106309
0.655,3106408
0.628,3106507
0.594,3106606
0.604,3106655
0.749,3106705
0.62,3106804
0.744,3106903
0.688,3107000
0.704,3107109
0.645,3107208
0.7,3107307
0.75,3107406
0.673,3107505
0.735,3107604
0.683,3107703
0.623,3107802
0.653,3107901
0.692,3108008
0.637,3108107
0.678,3108206
0.537,3108255
0.73,3108305
0.702,3108404
0.602,3108503
0.674,3108552
0.656,3108602
0.625,3108701
0.624,3108800
0.692,3108909
0.747,3109006
0.658,3109105
0.669,3109204
0.627,3109253
0.672,3109303
0.624,3109402
0.648,3109451
0.674,3109501
0.741,3109600
0.706,3109709
0.726,3109808
0.706,3109907
0.728,3110004
0.633,3110103
0.617,3110202
0.687,3110301
0.69,3110400
0.689,3110509
0.751,3110608
0.699,3110707
0.616,3110806
0.709,3110905
0.698,3111002
0.704,3111101
0.621,3111150
0.711,3111200
0.683,3111309
0.706,3111408
0.702,3111507
0.682,3111606
0.649,3111705
0.722,3111804
0.65,3111903
0.678,3112000
0.631,3112059
0.624,3112109
0.648,3112208
0.653,3112307
0.675,3112406
0.695,3112505
0.723,3112604
0.624,3112653
0.639,3112703
0.71,3112802
0.615,3112901
0.558,3113008
0.634,3113107
0.697,3113206
0.695,3113305
0.706,3113404
0.638,3113503
0.683,3113602
0.648,3113701
0.65,3113800
0.655,3113909
0.689,3114006
0.682,3114105
0.71,3114204
0.705,3114303
0.733,3114402
0.7,3114501
0.741,3114550
0.725,3114600
0.724,3114709
0.646,3114808
0.652,3114907
0.721,3115003
0.704,3115102
0.685,3115201
0.751,3115300
0.684,3115359
0.6,3115409
0.54,3115458
0.621,3115474
0.743,3115508
0.678,3115607
0.665,3115706
0.678,3115805
0.664,3115904
0.655,3116001
0.598,3116100
0.635,3116159
0.711,3116209
0.579,3116308
0.698,3116407
0.67,3116506
0.709,3116605
0.669,3116704
0.583,3116803
0.697,3116902
0.593,3117009
0.691,3117108
0.668,3117207
0.712,3117306
0.676,3117405
0.634,3117504
0.7,3117603
0.665,3117702
0.703,3117801
0.621,3117836
0.747,3117876
0.712,3117900
0.753,3118007
0.568,3118106
0.729,3118205
0.761,3118304
0.662,3118403
0.673,3118502
0.756,3118601
0.694,3118700
0.642,3118809
0.656,3118908
0.66,3119005
0.68,3119104
0.626,3119203
0.708,3119302
0.755,3119401
0.627,3119500
0.669,3119609
0.677,3119708
0.692,3119807
0.692,3119906
0.678,3119955
0.632,3120003
0.659,3120102
0.585,3120151
0.692,3120201
0.583,3120300
0.695,3120409
0.668,3120508
0.651,3120607
0.696,3120706
0.695,3120805
0.627,3120839
0.585,3120870
0.713,3120904
0.616,3121001
0.669,3121100
0.74,3121209
0.639,3121258
0.68,3121308
0.639,3121407
0.631,3121506
0.716,3121605
0.601,3121704
0.702,3121803
0.657,3121902
0.605,3122009
0.661,3122108
0.623,3122207
0.764,3122306
0.608,3122355
0.67,3122405
0.609,3122454
0.673,3122470
0.688,3122504
0.622,3122603
0.709,3122702
0.687,3122801
0.701,3122900
0.686,3123007
0.636,3123106
0.719,3123205
0.629,3123304
0.692,3123403
0.706,3123502
0.645,3123528
0.685,3123601
0.644,3123700
0.655,3123809
0.634,3123858
0.672,3123908
0.625,3124005
0.671,3124104
0.663,3124203
0.627,3124302
0.685,3124401
0.691,3124500
0.71,3124609
0.676,3124708
0.696,3124807
0.675,3124906
0.676,3125002
0.732,3125101
0.717,3125200
0.687,3125309
0.606,3125408
0.64,3125507
0.583,3125606
0.648,3125705
0.646,3125804
0.603,3125903
0.58,3125952
0.724,3126000
0.755,3126109
0.64,3126208
0.67,3126307
0.696,3126406
0.622,3126505
0.625,3126604
0.654,3126703
0.603,3126752
0.59,3126802
0.648,3126901
0.543,3126950
0.684,3127008
0.592,3127057
0.544,3127073
0.73,3127107
0.655,3127206
0.654,3127305
0.65,3127339
0.679,3127354
0.647,3127370
0.716,3127388
0.683,3127404
0.606,3127503
0.681,3127602
0.727,3127701
0.604,3127800
0.731,3127909
0.686,3128006
0.679,3128105
0.623,3128204
0.677,3128253
0.701,3128303
0.677,3128402
0.652,3128501
0.69,3128600
0.751,3128709
0.683,3128808
0.693,3128907
0.674,3129004
0.68,3129103
0.657,3129202
0.654,3129301
0.657,3129400
0.718,3129509
0.614,3129608
0.591,3129657
0.706,3129707
0.704,3129806
0.674,3129905
0.675,3130002
0.624,3130051
0.698,3130101
0.651,3130200
0.707,3130309
0.714,3130408
0.68,3130507
0.553,3130556
0.692,3130606
0.61,3130655
0.674,3130705
0.697,3130804
0.658,3130903
0.702,3131000
0.664,3131109
0.665,3131158
0.693,3131208
0.771,3131307
0.696,3131406
0.686,3131505
0.695,3131604
0.756,3131703
0.653,3131802
0.73,3131901
0.628,3132008
0.641,3132107
0.691,3132206
0.552,3132305
0.787,3132404
0.646,3132503
0.688,3132602
0.634,3132701
0.634,3132800
0.674,3132909
0.705,3133006
0.739,3133105
0.65,3133204
0.629,3133303
0.723,3133402
0.713,3133501
0.72,3133600
0.677,3133709
0.776,3133758
0.758,3133808
0.627,3133907
0.6,3134004
0.635,3134103
0.739,3134202
0.726,3134301
0.747,3134400
0.727,3134509
0.681,3134608
0.62,3134707
0.668,3134806
0.715,3134905
0.679,3135001
0.638,3135050
0.609,3135076
0.696,3135100
0.658,3135209
0.721,3135308
0.608,3135357
0.661,3135407
0.624,3135456
0.601,3135506
0.643,3135605
0.689,3135704
0.615,3135803
0.658,3135902
0.587,3136009
0.626,3136108
0.758,3136207
0.697,3136306
0.637,3136405
0.628,3136504
0.632,3136520
0.617,3136553
0.564,3136579
0.662,3136603
0.717,3136652
0.778,3136702
0.669,3136801
0.723,3136900
0.592,3136959
0.541,3137007
0.718,3137106
0.732,3137205
0.634,3137304
0.676,3137403
0.703,3137502
0.679,3137536
0.777,3137601
0.661,3137700
0.711,3137809
0.655,3137908
0.714,3138005
0.629,3138104
0.782,3138203
0.71,3138302
0.67,3138351
0.726,3138401
0.672,3138500
0.71,3138609
0.71,3138625
0.646,3138658
0.608,3138674
0.614,3138682
0.678,3138708
0.724,3138807
0.64,3138906
0.715,3139003
0.699,3139102
0.618,3139201
0.618,3139250
0.642,3139300
0.689,3139409
0.697,3139508
0.675,3139607
0.672,3139706
0.684,3139805
0.702,3139904
0.742,3140001
0.615,3140100
0.699,3140159
0.68,3140209
0.657,3140308
0.65,3140407
0.669,3140506
0.635,3140530
0.581,3140555
0.597,3140605
0.704,3140704
0.72,3140803
0.616,3140852
0.631,3140902
0.662,3141009
0.731,3141108
0.707,3141207
0.711,3141306
0.624,3141405
0.626,3141504
0.664,3141603
0.656,3141702
0.633,3141801
0.658,3141900
0.665,3142007
0.663,3142106
0.68,3142205
0.593,3142254
0.638,3142304
0.721,3142403
0.65,3142502
0.721,3142601
0.613,3142700
0.674,3142809
0.659,3142908
0.688,3143005
0.728,3143104
0.541,3143153
0.71,3143203
0.77,3143302
0.724,3143401
0.587,3143450
0.696,3143500
0.648,3143609
0.597,3143708
0.647,3143807
0.734,3143906
0.644,3144003
0.74,3144102
0.585,3144201
0.701,3144300
0.675,3144359
0.671,3144375
0.693,3144409
0.69,3144508
0.667,3144607
0.556,3144656
0.592,3144672
0.709,3144706
0.813,3144805
0.63,3144904
0.701,3145000
0.641,3145059
0.671,3145109
0.715,3145208
0.571,3145307
0.555,3145356
0.616,3145372
0.636,3145406
0.626,3145455
0.674,3145505
0.699,3145604
0.635,3145703
0.663,3145802
0.637,3145851
0.562,3145877
0.764,3145901
0.722,3146008
0.741,3146107
0.595,3146206
0.599,3146255
0.596,3146305
0.669,3146404
0.728,3146503
0.59,3146552
0.72,3146602
0.703,3146701
0.565,3146750
0.666,3146909
0.744,3147006
0.725,3147105
0.715,3147204
0.729,3147303
0.694,3147402
0.642,3147501
0.715,3147600
0.687,3147709
0.648,3147808
0.756,3147907
0.614,3147956
0.765,3148004
0.729,3148103
0.682,3148202
0.637,3148301
0.625,3148400
0.627,3148509
0.627,3148608
0.627,3148707
0.573,3148756
0.624,3148806
0.708,3148905
0.655,3149002
0.675,3149101
0.614,3149150
0.729,3149200
0.757,3149309
0.637,3149408
0.694,3149507
0.674,3149606
0.703,3149705
0.723,3149804
0.744,3149903
0.651,3149952
0.656,3150000
0.629,3150109
0.612,3150158
0.639,3150208
0.678,3150307
0.626,3150406
0.686,3150505
0.619,3150539
0.594,3150570
0.646,3150604
0.723,3150703
0.6,3150802
0.685,3150901
0.717,3151008
0.709,3151107
0.731,3151206
0.684,3151305
0.725,3151404
0.737,3151503
0.712,3151602
0.691,3151701
0.779,3151800
0.626,3151909
0.689,3152006
0.717,3152105
0.606,3152131
0.595,3152170
0.651,3152204
0.634,3152303
0.624,3152402
0.774,3152501
0.71,3152600
0.689,3152709
0.695,3152808
0.729,3152907
0.721,3153004
0.632,3153103
0.614,3153202
0.595,3153301
0.701,3153400
0.66,3153509
0.69,3153608
0.683,3153707
0.682,3153806
0.73,3153905
0.655,3154002
0.692,3154101
0.629,3154150
0.685,3154200
0.67,3154309
0.683,3154408
0.632,3154457
0.627,3154507
0.684,3154606
0.737,3154705
0.673,3154804
0.65,3154903
0.664,3155009
0.605,3155108
0.602,3155207
0.648,3155306
0.707,3155405
0.709,3155504
0.624,3155603
0.685,3155702
0.714,3155801
0.679,3155900
0.558,3156007
0.653,3156106
0.684,3156205
0.668,3156304
0.708,3156403
0.662,3156452
0.582,3156502
0.609,3156601
0.731,3156700
0.638,3156809
0.732,3156908
0.679,3157005
0.608,3157104
0.707,3157203
0.613,3157252
0.606,3157278
0.637,3157302
0.706,3157336
0.577,3157377
0.625,3157401
0.607,3157500
0.615,3157609
0.567,3157658
0.706,3157708
0.715,3157807
0.61,3157906
0.648,3158003
0.613,3158102
0.64,3158201
0.698,3158300
0.694,3158409
0.628,3158508
0.651,3158607
0.667,3158706
0.647,3158805
0.621,3158904
0.685,3158953
0.665,3159001
0.647,3159100
0.69,3159209
0.682,3159308
0.613,3159357
0.63,3159407
0.607,3159506
0.721,3159605
0.705,3159704
0.71,3159803
0.672,3159902
0.671,3160009
0.633,3160108
0.558,3160207
0.574,3160306
0.724,3160405
0.57,3160454
0.669,3160504
0.657,3160603
0.741,3160702
0.672,3160801
0.664,3160900
0.638,3160959
0.69,3161007
0.62,3161056
0.638,3161106
0.66,3161205
0.688,3161304
0.663,3161403
0.651,3161502
0.6,3161601
0.63,3161650
0.67,3161700
0.689,3161809
0.667,3161908
0.715,3162005
0.736,3162104
0.724,3162203
0.634,3162252
0.653,3162302
0.569,3162401
0.529,3162450
0.758,3162500
0.65,3162559
0.64,3162575
0.648,3162609
0.625,3162658
0.615,3162708
0.638,3162807
0.708,3162906
0.662,3162922
0.739,3162948
0.729,3162955
0.583,3163003
0.704,3163102
0.717,3163201
0.658,3163300
0.666,3163409
0.566,3163508
0.657,3163607
0.759,3163706
0.644,3163805
0.674,3163904
0.659,3164001
0.622,3164100
0.64,3164209
0.672,3164308
0.692,3164407
0.66,3164431
0.607,3164472
0.581,3164506
0.626,3164605
0.722,3164704
0.632,3164803
0.676,3164902
0.662,3165008
0.7,3165107
0.667,3165206
0.715,3165305
0.68,3165404
0.636,3165503
0.734,3165537
0.542,3165552
0.654,3165560
0.661,3165578
0.674,3165602
0.644,3165701
0.684,3165800
0.62,3165909
0.631,3166006
0.565,3166105
0.626,3166204
0.56,3166303
0.66,3166402
0.557,3166501
0.677,3166600
0.651,3166709
0.696,3166808
0.677,3166907
0.633,3166956
0.643,3167004
0.656,3167103
0.76,3167202
0.652,3167301
0.699,3167400
0.638,3167509
0.632,3167608
0.631,3167707
0.697,3167806
0.681,3167905
0.67,3168002
0.645,3168051
0.712,3168101
0.667,3168200
0.651,3168309
0.633,3168408
0.675,3168507
0.701,3168606
0.77,3168705
0.74,3168804
0.683,3168903
0.688,3169000
0.696,3169059
0.661,3169109
0.718,3169208
0.744,3169307
0.752,3169356
0.731,3169406
0.626,3169505
0.719,3169604
0.682,3169703
0.696,3169802
0.724,3169901
0.609,3170008
0.614,3170057
0.772,3170107
0.789,3170206
0.638,3170305
0.736,3170404
0.672,3170438
0.664,3170479
0.633,3170503
0.619,3170529
0.631,3170578
0.696,3170602
0.634,3170651
0.778,3170701
0.711,3170750
0.666,3170800
0.594,3170909
0.742,3171006
0.584,3171030
0.632,3171071
0.667,3171105
0.612,3171154
0.688,3171204
0.775,3171303
0.668,3171402
0.612,3171501
0.61,3171600
0.651,3171709
0.675,3171808
0.62,3171907
0.709,3172004
0.669,3172103
0.678,3172202
0.667,3200102
0.678,3200136
0.652,3200169
0.721,3200201
0.71,3200300
0.664,3200359
0.73,3200409
0.673,3200508
0.752,3200607
0.708,3200706
0.702,3200805
0.683,3200904
0.679,3201001
0.734,3201100
0.656,3201159
0.746,3201209
0.718,3201308
0.726,3201407
0.746,3201506
0.681,3201605
0.67,3201704
0.632,3201803
0.669,3201902
0.654,3202009
0.662,3202108
0.718,3202207
0.694,3202256
0.703,3202306
0.731,3202405
0.647,3202454
0.726,3202504
0.622,3202553
0.729,3202603
0.637,3202652
0.702,3202702
0.654,3202801
0.684,3202900
0.666,3203007
0.678,3203056
0.698,3203106
0.753,3203130
0.656,3203163
0.724,3203205
0.657,3203304
0.696,3203320
0.71,3203346
0.696,3203353
0.67,3203403
0.667,3203502
0.666,3203601
0.645,3203700
0.694,3203809
0.712,3203908
0.667,3204005
0.654,3204054
0.673,3204104
0.727,3204203
0.669,3204252
0.657,3204302
0.681,3204351
0.711,3204401
0.626,3204500
0.671,3204559
0.714,3204609
0.682,3204658
0.709,3204708
0.688,3204807
0.735,3204906
0.7,3204955
0.739,3205002
0.662,3205010
0.663,3205036
0.728,3205069
0.686,3205101
0.681,3205150
0.675,3205176
0.8,3205200
0.845,3205309
0.724,3300100
0.692,3300159
0.718,3300209
0.684,3300225
0.728,3300233
0.733,3300258
0.733,3300308
0.729,3300407
0.684,3300456
0.66,3300506
0.732,3300605
0.735,3300704
0.7,3300803
0.691,3300902
0.713,3300936
0.685,3300951
0.716,3301009
0.709,3301108
0.648,3301157
0.696,3301207
0.726,3301306
0.712,3301405
0.729,3301504
0.659,3301603
0.711,3301702
0.722,3301801
0.698,3301850
0.761,3301876
0.693,3301900
0.715,3302007
0.688,3302056
0.713,3302106
0.73,3302205
0.737,3302254
0.659,3302270
0.668,3302304
0.764,3302403
0.703,3302452
0.709,3302502
0.753,3302601
0.765,3302700
0.736,3302809
0.737,3302858
0.745,3302908
0.713,3303005
0.73,3303104
0.753,3303203
0.837,3303302
0.745,3303401
0.713,3303500
0.72,3303609
0.702,3303708
0.693,3303807
0.671,3303856
0.745,3303906
0.715,3303955
0.708,3304003
0.697,3304102
0.713,3304110
0.69,3304128
0.68,3304144
0.704,3304151
0.768,3304201
0.71,3304300
0.683,3304409
0.68,3304508
0.773,3304524
0.799,3304557
0.668,3304607
0.718,3304706
0.639,3304755
0.691,3304805
0.739,3304904
0.671,3305000
0.719,3305109
0.652,3305133
0.66,3305158
0.712,3305208
0.646,3305307
0.675,3305406
0.709,3305505
0.713,3305554
0.654,3305604
0.611,3305703
0.654,3305752
0.73,3305802
0.667,3305901
0.725,3306008
0.738,3306107
0.659,3306156
0.714,3306206
0.771,3306305
0.79,3500105
0.73,3500204
0.715,3500303
0.781,3500402
0.745,3500501
0.757,3500550
0.854,3500600
0.745,3500709
0.712,3500758
0.741,3500808
0.687,3500907
0.73,3501004
0.7,3501103
0.766,3501152
0.728,3501202
0.758,3501301
0.688,3501400
0.722,3501509
0.811,3501608
0.751,3501707
0.745,3501806
0.785,3501905
0.754,3502002
0.779,3502101
0.719,3502200
0.721,3502309
0.741,3502408
0.755,3502507
0.721,3502606
0.71,3502705
0.704,3502754
0.788,3502804
0.776,3502903
0.74,3503000
0.685,3503109
0.68,3503158
0.815,3503208
0.781,3503307
0.722,3503356
0.744,3503406
0.697,3503505
0.695,3503604
0.733,3503703
0.749,3503802
0.784,3503901
0.735,3503950
0.805,3504008
0.765,3504107
0.773,3504206
0.714,3504305
0.705,3504404
0.767,3504503
0.746,3504602
0.669,3504701
0.756,3504800
0.733,3504909
0.711,3505005
0.699,3505104
0.75,3505203
0.788,3505302
0.66,3505351
0.641,3505401
0.789,3505500
0.725,3505609
0.786,3505708
0.751,3505807
0.761,3505906
0.801,3506003
0.78,3506102
0.744,3506201
0.734,3506300
0.73,3506359
0.768,3506409
0.78,3506508
0.712,3506607
0.681,3506706
0.742,3506805
0.705,3506904
0.78,3507001
0.713,3507100
0.66,3507159
0.746,3507209
0.754,3507308
0.73,3507407
0.705,3507456
0.8,3507506
0.776,3507605
0.737,3507704
0.71,3507753
0.755,3507803
0.74,3507902
0.667,3508009
0.763,3508108
0.735,3508207
0.694,3508306
0.738,3508405
0.788,3508504
0.764,3508603
0.72,3508702
0.742,3508801
0.729,3508900
0.781,3509007
0.697,3509106
0.728,3509205
0.694,3509254
0.734,3509304
0.713,3509403
0.717,3509452
0.805,3509502
0.769,3509601
0.749,3509700
0.706,3509809
0.72,3509908
0.704,3509957
0.747,3510005
0.789,3510104
0.68,3510153
0.721,3510203
0.699,3510302
0.75,3510401
0.759,3510500
0.749,3510609
0.722,3510708
0.73,3510807
0.734,3510906
0.731,3511003
0.785,3511102
0.751,3511201
0.766,3511300
0.729,3511409
0.782,3511508
0.706,3511607
0.736,3511706
0.725,3511904
0.757,3512001
0.71,3512100
0.708,3512209
0.736,3512308
0.758,3512407
0.719,3512506
0.69,3512605
0.754,3512704
0.769,3512803
0.722,3512902
0.78,3513009
0.756,3513108
0.734,3513207
0.774,3513306
0.788,3513405
0.737,3513504
0.684,3513603
0.76,3513702
0.757,3513801
0.741,3513850
0.734,3513900
0.718,3514007
0.725,3514106
0.742,3514205
0.738,3514304
0.776,3514403
0.748,3514502
0.744,3514601
0.745,3514700
0.691,3514809
0.695,3514908
0.747,3514924
0.73,3514957
0.735,3515004
0.749,3515103
0.727,3515129
0.732,3515152
0.787,3515186
0.696,3515194
0.76,3515202
0.74,3515301
0.704,3515350
0.732,3515400
0.797,3515509
0.758,3515608
0.703,3515657
0.738,3515707
0.727,3515806
0.747,3515905
0.715,3516002
0.713,3516101
0.78,3516200
0.703,3516309
0.731,3516408
0.763,3516507
0.709,3516606
0.769,3516705
0.723,3516804
0.719,3516853
0.747,3516903
0.717,3517000
0.735,3517109
0.739,3517208
0.728,3517307
0.753,3517406
0.725,3517505
0.675,3517604
0.718,3517703
0.719,3517802
0.737,3517901
0.732,3518008
0.713,3518107
0.763,3518206
0.731,3518305
0.798,3518404
0.687,3518503
0.719,3518602
0.751,3518701
0.763,3518800
0.743,3518859
0.697,3518909
0.727,3519006
0.793,3519055
0.756,3519071
0.745,3519105
