CodMunIBGE,PIB 2010 (R$),VALUE
4309258,31262.338,31262338.0
4215604,31270.382,31270382.0
3156502,31290.924,31290924.0
2401859,31304.297,31304297.0
3127404,31309.301,31309301.0
3140555,31338.653,31338653.0
3546108,31361.811,31361811.0
3123106,31432.798,31432798.0
2412401,31488.048,31488048.0
2925931,31528.067,31528067.0
4219150,31532.614,31532614.0
2615102,31544.831,31544831.0
2515005,31560.89,31560890.0
1720259,31645.884,31645884.0
4310413,31648.384,31648384.0
2110278,31676.071,31676071.0
5204656,31704.241,31704241.0
3109600,31706.357,31706357.0
4305116,31708.941,31708941.0
2210656,31721.26,31721260.0
2208700,31793.073,31793073.0
2101103,31825.885,31825885.0
1718758,31833.855,31833855.0
3120607,31861.767,31861767.0
2110906,31888.329,31888329.0
3130655,31895.289,31895289.0
4215554,31905.687,31905687.0
3119005,31907.074,31907074.0
2921609,31929.377,31929377.0
4310751,31949.76,31949760.0
3134301,31956.478,31956478.0
4302378,32037.611,32037611.0
2802205,32037.764,32037764.0
3542305,32048.595,32048595.0
2510006,32069.23,32069230.0
4200754,32077.251,32077251.0
5205703,32079.158,32079158.0
4214102,32089.337,32089337.0
2205607,32096.879,32096879.0
2201606,32100.588,32100588.0
3150570,32124.966,32124966.0
4319752,32137.497,32137497.0
1701101,32140.857,32140857.0
5211602,32148.126,32148126.0
4114351,32165.694,32165694.0
5201603,32185.711,32185711.0
2406304,32205.756,32205756.0
2927804,32212.507,32212507.0
5203104,32213.176,32213176.0
2910305,32228.272,32228272.0
3103207,32232.795,32232795.0
2313252,32250.833,32250833.0
2701357,32257.359,32257359.0
2503803,32262.791,32262791.0
2413508,32263.298,32263298.0
2109304,32278.173,32278173.0
2928307,32280.999,32280999.0
2410900,32285.924,32285924.0
3153707,32294.648,32294648.0
3543501,32333.851,32333851.0
3115003,32333.959,32333959.0
4210050,32335.476,32335476.0
3108503,32339.168,32339168.0
2922730,32347.267,32347267.0
3168309,32463.275,32463275.0
3201803,32477.644,32477644.0
2111904,32482.706,32482706.0
3536901,32494.063,32494063.0
4321493,32495.477,32495477.0
3105707,32527.262,32527262.0
2204204,32539.051,32539051.0
5100102,32558.89,32558890.0
1302108,32589.772,32589772.0
4118303,32611.466,32611466.0
4115739,32625.657,32625657.0
1600253,32632.8,32632800.0
2911303,32656.161,32656161.0
4210852,32661.482,32661482.0
3128501,32662.926,32662926.0
3144359,32676.879,32676879.0
4205555,32682.387,32682387.0
2505238,32690.91,32690910.0
3534500,32717.388,32717388.0
1718840,32763.171,32763171.0
2104073,32776.712,32776712.0
2307908,32795.891,32795891.0
4218954,32839.93,32839930.0
3129400,32863.556,32863556.0
3114600,32866.516,32866516.0
2202083,32872.141,32872141.0
2109403,32877.638,32877638.0
3130556,32934.739,32934739.0
3150901,32940.152,32940152.0
3554201,32943.624,32943624.0
1715705,32943.809,32943809.0
2100154,32945.093,32945093.0
3124401,32955.868,32955868.0
4319356,33053.017,33053017.0
3135902,33063.892,33063892.0
3125606,33087.965,33087965.0
2900900,33088.188,33088188.0
2107001,33158.224,33158224.0
1710706,33168.529,33168529.0
5221908,33174.643,33174643.0
2504157,33188.877,33188877.0
2918902,33220.01,33220010.0
5214101,33231.198,33231198.0
2504355,33246.358,33246358.0
4122107,33270.205,33270205.0
3514957,33342.997,33342997.0
5200829,33359.691,33359691.0
2906105,33422.36,33422360.0
3163508,33450.731,33450731.0
5204953,33464.665,33464665.0
3145877,33491.033,33491033.0
2927101,33518.846,33518846.0
4318051,33588.527,33588527.0
3513306,33624.486,33624486.0
2105807,33639.158,33639158.0
2804706,33648.507,33648507.0
1708304,33663.157,33663157.0
2513208,33674.027,33674027.0
3135076,33690.402,33690402.0
1506401,33698.442,33698442.0
2203404,33709.986,33709986.0
2921450,33741.469,33741469.0
5202809,33763.57,33763570.0
4312955,33781.471,33781471.0
5202601,33787.252,33787252.0
3154507,33829.531,33829531.0
2606309,33837.633,33837633.0
2924900,33865.123,33865123.0
2202406,33880.685,33880685.0
4103156,33893.789,33893789.0
4312351,33903.045,33903045.0
1707553,33906.04,33906040.0
2507804,33930.627,33930627.0
2921054,33934.147,33934147.0
3108255,33978.062,33978062.0
2206100,33994.222,33994222.0
4117214,34019.308,34019308.0
2504504,34085.589,34085589.0
3507159,34087.121,34087121.0
4116406,34115.02,34115020.0
2103158,34139.121,34139121.0
2111748,34140.718,34140718.0
5221007,34192.852,34192852.0
2509339,34193.228,34193228.0
2900504,34198.332,34198332.0
4305587,34201.304,34201304.0
1501253,34214.898,34214898.0
1712504,34235.249,34235249.0
2403400,34241.861,34241861.0
3165503,34253.358,34253358.0
3160603,34308.195,34308195.0
3170578,34327.2,34327200.0
5213772,34340.91,34340910.0
3165578,34350.821,34350821.0
2505006,34379.589,34379589.0
3143807,34382.587,34382587.0
2202505,34401.97,34401970.0
4320578,34428.678,34428678.0
1504109,34470.811,34470811.0
2204808,34505.167,34505167.0
4322855,34526.199,34526199.0
5208301,34551.683,34551683.0
2900108,34564.383,34564383.0
4310652,34598.532,34598532.0
3115458,34616.116,34616116.0
3135308,34617.445,34617445.0
4323606,34646.153,34646153.0
3166303,34653.431,34653431.0
2503605,34655.535,34655535.0
4210209,34688.82,34688820.0
4103404,34697.377,34697377.0
3155900,34731.111,34731111.0
3126505,34737.003,34737003.0
4309571,34769.612,34769612.0
2501575,34782.61,34782610.0
4124301,34816.194,34816194.0
1701309,34843.972,34843972.0
5107750,34874.791,34874791.0
1506104,34878.707,34878707.0
1507961,34897.022,34897022.0
2203230,34897.096,34897096.0
3160801,34907.9,34907900.0
4317954,34997.044,34997044.0
4306130,35044.528,35044528.0
2301257,35047.725,35047725.0
2514206,35063.659,35063659.0
2500775,35072.673,35072673.0
1101476,35105.453,35105453.0
2108405,35129.062,35129062.0
4316733,35137.593,35137593.0
1716653,35157.734,35157734.0
2506251,35178.265,35178265.0
1501758,35203.558,35203558.0
4315149,35205.237,35205237.0
2104651,35208.524,35208524.0
5219456,35288.596,35288596.0
4219853,35327.221,35327221.0
1718303,35356.412,35356412.0
3138906,35378.895,35378895.0
2914109,35397.951,35397951.0
2105948,35398.451,35398451.0
3555208,35404.575,35404575.0
2803708,35419.774,35419774.0
2204659,35420.612,35420612.0
2928950,35442.856,35442856.0
4215901,35464.2,35464200.0
2513604,35464.438,35464438.0
5215256,35468.726,35468726.0
2906899,35476.642,35476642.0
3159308,35481.082,35481082.0
2928505,35571.043,35571043.0
2606705,35655.263,35655263.0
4300661,35657.209,35657209.0
3141900,35677.941,35677941.0
2505402,35681.971,35681971.0
2106359,35697.129,35697129.0
4307450,35742.159,35742159.0
4312443,35750.23,35750230.0
4314456,35759.078,35759078.0
2104909,35762.387,35762387.0
5106190,35765.021,35765021.0
4304697,35820.153,35820153.0
1200435,35855.183,35855183.0
2512804,35865.263,35865263.0
4204152,35887.753,35887753.0
2310951,35917.724,35917724.0
2304269,35968.481,35968481.0
3107703,35971.977,35971977.0
4317558,35972.87,35972870.0
2100873,35983.421,35983421.0
3122900,35993.852,35993852.0
2508208,36015.434,36015434.0
1505494,36046.261,36046261.0
5208103,36067.047,36067047.0
2701506,36075.431,36075431.0
4300570,36097.451,36097451.0
2509057,36151.414,36151414.0
4113429,36161.48,36161480.0
3142254,36186.965,36186965.0
2201101,36300.441,36300441.0
2901957,36327.753,36327753.0
2610103,36328.562,36328562.0
3111705,36360.292,36360292.0
2105922,36407.819,36407819.0
4200051,36435.832,36435832.0
5215900,36486.237,36486237.0
2705804,36511.234,36511234.0
2300101,36542.799,36542799.0
2933109,36549.558,36549558.0
1720499,36556.367,36556367.0
4101853,36564.412,36564412.0
2405009,36581.376,36581376.0
1720978,36606.214,36606214.0
4323705,36629.461,36629461.0
2305654,36632.593,36632593.0
4120309,36646.36,36646360.0
2923035,36662.129,36662129.0
3515301,36679.605,36679605.0
3500808,36694.112,36694112.0
2901809,36709.015,36709015.0
2410207,36710.393,36710393.0
2406601,36719.779,36719779.0
2923506,36747.591,36747591.0
2911501,36750.616,36750616.0
4128625,36765.453,36765453.0
2208502,36783.44,36783440.0
2905156,36802.84,36802840.0
4123956,36803.833,36803833.0
2903102,36819.268,36819268.0
3105301,36834.256,36834256.0
3141504,36865.365,36865365.0
4205159,36868.479,36868479.0
4306700,36876.453,36876453.0
5209804,36887.287,36887287.0
1300060,36940.837,36940837.0
3515129,36963.475,36963475.0
2515807,36970.001,36970001.0
2507408,36982.29,36982290.0
5205208,36990.244,36990244.0
3121308,36998.051,36998051.0
2300507,37014.61,37014610.0
4310702,37035.497,37035497.0
5103957,37055.814,37055814.0
2413409,37068.721,37068721.0
1701903,37093.882,37093882.0
3129608,37098.854,37098854.0
3143609,37122.109,37122109.0
1600550,37125.77,37125770.0
4101051,37129.206,37129206.0
5200902,37134.283,37134283.0
2700904,37166.724,37166724.0
1716307,37199.377,37199377.0
1702158,37212.33,37212330.0
3552007,37239.464,37239464.0
3146404,37241.431,37241431.0
4110656,37316.051,37316051.0
3157252,37368.703,37368703.0
2502706,37373.442,37373442.0
4100459,37391.456,37391456.0
2616100,37419.246,37419246.0
2612109,37426.799,37426799.0
4123105,37444.121,37444121.0
2409704,37458.831,37458831.0
3527801,37475.556,37475556.0
4115507,37557.012,37557012.0
1600055,37563.438,37563438.0
2706422,37586.61,37586610.0
2911659,37654.979,37654979.0
2311009,37660.884,37660884.0
2407302,37734.272,37734272.0
4318499,37786.105,37786105.0
2612802,37797.2,37797200.0
1703206,37847.776,37847776.0
2305100,37854.256,37854256.0
2109551,37881.039,37881039.0
4103479,37928.002,37928002.0
2411056,37935.821,37935821.0
3164431,37939.877,37939877.0
3141207,37954.223,37954223.0
5212709,37957.518,37957518.0
2304905,37999.56,37999560.0
2902302,38000.446,38000446.0
4122651,38071.668,38071668.0
3162450,38073.769,38073769.0
3541109,38091.56,38091560.0
1703107,38099.209,38099209.0
2706109,38128.772,38128772.0
4122172,38139.782,38139782.0
2904506,38167.308,38167308.0
3120870,38169.162,38169162.0
3516507,38180.927,38180927.0
5203609,38186.565,38186565.0
3516804,38208.773,38208773.0
5106208,38250.411,38250411.0
2702504,38291.609,38291609.0
5210562,38353.151,38353151.0
4115457,38354.121,38354121.0
3146701,38381.087,38381087.0
3102050,38390.625,38390625.0
3512605,38423.827,38423827.0
2924702,38436.41,38436410.0
3115706,38445.761,38445761.0
1706001,38466.325,38466325.0
2310001,38507.223,38507223.0
3121407,38513.181,38513181.0
3507456,38515.477,38515477.0
3110103,38519.633,38519633.0
4308433,38520.398,38520398.0
4321634,38522.422,38522422.0
4319711,38530.509,38530509.0
3158805,38551.137,38551137.0
2920452,38563.991,38563991.0
2927903,38564.374,38564374.0
2704609,38619.62,38619620.0
2916708,38625.338,38625338.0
2100832,38629.699,38629699.0
4302584,38632.024,38632024.0
2102150,38643.216,38643216.0
5219357,38686.921,38686921.0
2615201,38700.366,38700366.0
2918555,38737.827,38737827.0
5206503,38784.348,38784348.0
4125456,38787.56,38787560.0
2615904,38870.49,38870490.0
4310876,38898.438,38898438.0
4126652,38920.059,38920059.0
4101655,38931.976,38931976.0
4321329,38974.514,38974514.0
3101805,39024.991,39024991.0
2515401,39042.411,39042411.0
3117009,39108.159,39108159.0
5215207,39118.571,39118571.0
2107456,39151.994,39151994.0
2922656,39160.512,39160512.0
4313086,39163.133,39163133.0
4201653,39178.693,39178693.0
2802700,39220.546,39220546.0
2106003,39255.995,39255995.0
4110052,39311.263,39311263.0
4314175,39314.349,39314349.0
3123809,39323.773,39323773.0
3148756,39328.31,39328310.0
3540259,39344.731,39344731.0
4323507,39384.017,39384017.0
4111704,39389.136,39389136.0
2515971,39397.262,39397262.0
4106555,39415.805,39415805.0
5219605,39420.681,39420681.0
3171071,39435.595,39435595.0
3134103,39452.624,39452624.0
5203575,39475.684,39475684.0
2903300,39487.57,39487570.0
3527702,39491.852,39491852.0
1600212,39502.462,39502462.0
2405306,39557.299,39557299.0
3135001,39642.472,39642472.0
2924678,39733.081,39733081.0
4309159,39745.879,39745879.0
4315552,39770.428,39770428.0
3520608,39775.833,39775833.0
3538303,39778.059,39778059.0
2403509,39792.733,39792733.0
3144656,39812.545,39812545.0
2412807,39869.262,39869262.0
4311122,39914.814,39914814.0
1100908,39936.323,39936323.0
1706506,39958.767,39958767.0
4205191,39959.573,39959573.0
3138708,40033.506,40033506.0
3127305,40059.324,40059324.0
3526308,40067.92,40067920.0
4311981,40071.865,40071865.0
4113254,40099.571,40099571.0
2500106,40110.294,40110294.0
2509008,40114.275,40114275.0
1718402,40119.15,40119150.0
3531704,40125.023,40125023.0
2108058,40156.219,40156219.0
3148202,40174.878,40174878.0
5106653,40229.605,40229605.0
3165552,40246.823,40246823.0
2203107,40256.221,40256221.0
3555505,40283.721,40283721.0
4117206,40305.217,40305217.0
3130051,40316.361,40316361.0
4322525,40318.126,40318126.0
2404853,40412.295,40412295.0
2511608,40436.892,40436892.0
4112900,40461.179,40461179.0
2403806,40485.195,40485195.0
2203305,40502.978,40502978.0
2919058,40503.059,40503059.0
4311270,40527.502,40527502.0
2407401,40541.674,40541674.0
4101150,40541.825,40541825.0
5100359,40553.315,40553315.0
2923050,40597.785,40597785.0
2701902,40622.157,40622157.0
2806404,40625.166,40625166.0
3107208,40641.108,40641108.0
2105963,40643.133,40643133.0
3103702,40660.467,40660467.0
2933406,40668.607,40668607.0
2604304,40677.637,40677637.0
3502408,40677.723,40677723.0
2508000,40726.57,40726570.0
3136603,40734.119,40734119.0
2208106,40749.91,40749910.0
2105203,40758.405,40758405.0
3116803,40787.63,40787630.0
4307864,40801.153,40801153.0
3515905,40867.813,40867813.0
3144409,40890.121,40890121.0
3514924,40937.843,40937843.0
3162609,40940.506,40940506.0
2205003,40950.501,40950501.0
3149150,40951.778,40951778.0
3533254,41072.367,41072367.0
3111903,41113.705,41113705.0
3159506,41114.864,41114864.0
4202875,41162.033,41162033.0
4201109,41181.145,41181145.0
2516409,41183.708,41183708.0
2101772,41185.627,41185627.0
2708956,41213.29,41213290.0
1200328,41233.997,41233997.0
2514909,41262.342,41262342.0
3547106,41267.437,41267437.0
3160900,41269.962,41269962.0
3120706,41280.669,41280669.0
4323754,41305.477,41305477.0
4217253,41325.215,41325215.0
2106805,41327.695,41327695.0
3120409,41386.46,41386460.0
3543600,41410.179,41410179.0
2112852,41432.604,41432604.0
2207603,41432.924,41432924.0
4322152,41433.345,41433345.0
3145356,41443.43,41443430.0
3163805,41455.422,41455422.0
5103809,41462.727,41462727.0
2517001,41516.718,41516718.0
2501401,41547.542,41547542.0
3121803,41651.193,41651193.0
4106100,41669.209,41669209.0
5101001,41693.375,41693375.0
2924652,41777.59,41777590.0
2401701,41785.944,41785944.0
3135605,41793.277,41793277.0
2401305,41811.057,41811057.0
5206305,41853.657,41853657.0
4111605,41864.282,41864282.0
1717909,41894.808,41894808.0
1100262,41934.024,41934024.0
2701209,41937.164,41937164.0
2509909,41947.399,41947399.0
2516805,42001.638,42001638.0
1200054,42017.446,42017446.0
5103437,42021.874,42021874.0
2915403,42023.346,42023346.0
3536802,42053.9,42053900.0
2509800,42074.324,42074324.0
3122454,42083.016,42083016.0
1502608,42094.338,42094338.0
4128807,42122.633,42122633.0
4102752,42132.632,42132632.0
2706000,42145.381,42145381.0
2205409,42169.817,42169817.0
3148509,42179.071,42179071.0
2515906,42196.362,42196362.0
2106631,42199.555,42199555.0
4306551,42202.57,42202570.0
4116604,42206.811,42206811.0
3108107,42287.441,42287441.0
4116307,42305.758,42305758.0
3109808,42321.099,42321099.0
3119500,42341.062,42341062.0
3104809,42408.498,42408498.0
1718907,42419.266,42419266.0
4313490,42423.465,42423465.0
2612471,42446.476,42446476.0
4115903,42447.372,42447372.0
2922052,42497.452,42497452.0
2511103,42528.239,42528239.0
1505551,42532.201,42532201.0
2907707,42551.497,42551497.0
2402105,42555.683,42555683.0
1303957,42612.81,42612810.0
2925709,42656.973,42656973.0
2106375,42660.407,42660407.0
3548401,42669.247,42669247.0
2410306,42736.521,42736521.0
3528908,42736.773,42736773.0
2904803,42766.273,42766273.0
2305332,42790.086,42790086.0
2915908,42811.653,42811653.0
3136504,42849.065,42849065.0
4121307,42858.988,42858988.0
4322327,42962.852,42962852.0
1301951,42984.727,42984727.0
1506112,43000.234,43000234.0
3165701,43002.922,43002922.0
4203253,43105.511,43105511.0
4320321,43133.622,43133622.0
4323358,43271.132,43271132.0
3157336,43274.838,43274838.0
4113809,43303.324,43303324.0
3540101,43335.099,43335099.0
2912004,43336.403,43336403.0
3101631,43379.062,43379062.0
2101301,43404.85,43404850.0
2931400,43430.183,43430183.0
2410405,43458.593,43458593.0
4103958,43473.016,43473016.0
2919603,43522.295,43522295.0
3525854,43549.082,43549082.0
2203206,43615.324,43615324.0
4113759,43656.075,43656075.0
2910008,43669.933,43669933.0
2707206,43694.318,43694318.0
4318440,43725.784,43725784.0
4119657,43739.339,43739339.0
2904209,43743.23,43743230.0
5102694,43745.896,43745896.0
4312674,43769.433,43769433.0
1720804,43776.217,43776217.0
4302253,43793.096,43793096.0
1101468,43812.047,43812047.0
4102703,43829.218,43829218.0
4114708,43836.401,43836401.0
3532108,43859.902,43859902.0
2914307,43903.88,43903880.0
2311207,43903.897,43903897.0
2305266,43905.248,43905248.0
2905107,43918.247,43918247.0
2110856,43952.004,43952004.0
2412906,43973.259,43973259.0
3119807,43984.327,43984327.0
3527900,44019.799,44019799.0
2303931,44038.807,44038807.0
2802601,44062.048,44062048.0
4211892,44087.766,44087766.0
2109205,44091.403,44091403.0
3150158,44215.657,44215657.0
2506707,44246.772,44246772.0
4306320,44273.15,44273150.0
3518909,44346.973,44346973.0
3151909,44353.587,44353587.0
2926905,44363.633,44363633.0
3128204,44385.813,44385813.0
2929370,44401.473,44401473.0
4103024,44408.624,44408624.0
4321626,44431.12,44431120.0
4110904,44444.14,44444140.0
2912509,44456.091,44456091.0
2606903,44467.489,44467489.0
5220686,44482.183,44482183.0
4315958,44484.97,44484970.0
3523701,44491.354,44491354.0
1713809,44503.636,44503636.0
2902203,44525.569,44525569.0
2902658,44561.415,44561415.0
2805208,44581.969,44581969.0
4305132,44612.992,44612992.0
4119707,44685.405,44685405.0
2918753,44707.883,44707883.0
3155306,44726.614,44726614.0
4313391,44736.328,44736328.0
3530904,44751.948,44751948.0
3131406,44768.897,44768897.0
2929800,44777.809,44777809.0
3102852,44823.501,44823501.0
2921807,44834.424,44834424.0
2511806,44861.685,44861685.0
5004809,44884.792,44884792.0
2702009,44893.554,44893554.0
4314498,44922.967,44922967.0
3116506,44926.132,44926132.0
2303659,44941.335,44941335.0
2414100,44942.062,44942062.0
1707405,44965.577,44965577.0
5206602,44967.983,44967983.0
2102358,44969.547,44969547.0
2922755,44998.037,44998037.0
4211850,45047.462,45047462.0
2111003,45051.673,45051673.0
2933174,45057.355,45057355.0
3142403,45122.871,45122871.0
4124004,45130.742,45130742.0
3138005,45132.161,45132161.0
5201454,45136.68,45136680.0
4215356,45179.232,45179232.0
5108808,45253.212,45253212.0
4310553,45253.535,45253535.0
2703502,45266.44,45266440.0
4312054,45269.169,45269169.0
1703057,45296.328,45296328.0
4113106,45320.343,45320343.0
2407005,45342.746,45342746.0
4120150,45444.652,45444652.0
2505709,45465.777,45465777.0
2111078,45479.856,45479856.0
2511509,45587.352,45587352.0
4211652,45609.559,45609559.0
2903235,45613.029,45613029.0
3525409,45614.862,45614862.0
2407708,45628.886,45628886.0
4200556,45649.835,45649835.0
4309753,45653.08,45653080.0
3153004,45657.992,45657992.0
2104305,45674.578,45674578.0
1718451,45686.914,45686914.0
1720200,45731.461,45731461.0
2412559,45880.214,45880214.0
1503408,45885.373,45885373.0
2200301,45903.939,45903939.0
5215652,45915.687,45915687.0
3157104,45935.148,45935148.0
2703601,45970.709,45970709.0
2930006,46010.988,46010988.0
2403004,46088.36,46088360.0
4323101,46111.643,46111643.0
2207504,46125.509,46125509.0
3535903,46127.619,46127619.0
4305871,46137.753,46137753.0
2904001,46155.728,46155728.0
4320859,46204.534,46204534.0
3166204,46222.713,46222713.0
2601805,46226.896,46226896.0
4202438,46247.544,46247544.0
2413201,46310.049,46310049.0
3156601,46334.796,46334796.0
2308377,46416.762,46416762.0
3112109,46432.166,46432166.0
4212601,46449.912,46449912.0
3532306,46471.125,46471125.0
4306973,46475.978,46475978.0
5210604,46484.023,46484023.0
3138500,46487.224,46487224.0
2916609,46491.558,46491558.0
2708709,46505.168,46505168.0
2920809,46525.793,46525793.0
2513109,46565.313,46565313.0
1707207,46594.272,46594272.0
4312427,46598.778,46598778.0
4314134,46620.611,46620611.0
4300455,46637.369,46637369.0
4202537,46692.107,46692107.0
2707909,46699.256,46699256.0
2904407,46726.15,46726150.0
5107206,46747.008,46747008.0
4323457,46747.717,46747717.0
5108204,46756.724,46756724.0
1700350,46763.86,46763860.0
2402402,46771.98,46771980.0
2916203,46787.538,46787538.0
2805109,46812.935,46812935.0
2102077,46839.552,46839552.0
5107776,46853.297,46853297.0
1720655,46899.994,46899994.0
5220157,46929.248,46929248.0
2111532,46990.925,46990925.0
3138674,47008.702,47008702.0
4320354,47026.057,47026057.0
3122405,47038.923,47038923.0
5213509,47084.235,47084235.0
4305371,47095.69,47095690.0
4106852,47114.465,47114465.0
3101201,47132.389,47132389.0
2603926,47154.888,47154888.0
3145455,47183.614,47183614.0
3522000,47220.746,47220746.0
2313906,47275.962,47275962.0
3148301,47333.723,47333723.0
2601003,47341.936,47341936.0
3169802,47352.809,47352809.0
3170008,47358.247,47358247.0
4215075,47390.247,47390247.0
3149952,47411.965,47411965.0
5216007,47430.608,47430608.0
2515104,47435.897,47435897.0
2933059,47449.289,47449289.0
3154150,47484.185,47484185.0
2105476,47530.537,47530537.0
4302600,47539.628,47539628.0
2930907,47635.344,47635344.0
4100905,47639.512,47639512.0
3112901,47658.974,47658974.0
2310407,47722.371,47722371.0
3129301,47737.359,47737359.0
3539707,47769.08,47769080.0
2308203,47778.686,47778686.0
2400307,47835.083,47835083.0
4301552,47837.023,47837023.0
2110401,47841.239,47841239.0
2608255,47854.165,47854165.0
2313559,47858.003,47858003.0
4109203,47887.504,47887504.0
2303907,47895.12,47895120.0
4304713,47901.841,47901841.0
2905503,47913.856,47913856.0
4217105,47951.089,47951089.0
4315313,47980.193,47980193.0
2510105,48015.184,48015184.0
2707404,48016.897,48016897.0
2930600,48022.548,48022548.0
5203559,48138.031,48138031.0
2911006,48192.868,48192868.0
3154457,48241.418,48241418.0
4109005,48320.785,48320785.0
2610301,48322.89,48322890.0
1304005,48369.96,48369960.0
2614303,48480.461,48480461.0
4313334,48522.275,48522275.0
1703701,48612.395,48612395.0
1302207,48746.683,48746683.0
3171030,48770.404,48770404.0
3200508,48786.316,48786316.0
2919405,48839.648,48839648.0
4121257,48849.239,48849239.0
3103801,48849.887,48849887.0
3151008,48859.657,48859657.0
2608602,48887.244,48887244.0
2915700,48887.592,48887592.0
2601508,48904.945,48904945.0
3145059,48912.776,48912776.0
3520707,48933.039,48933039.0
3100500,48966.306,48966306.0
2707602,48974.273,48974273.0
2923902,48980.774,48980774.0
3122702,48993.907,48993907.0
3160306,49007.328,49007328.0
3123528,49010.768,49010768.0
2502409,49028.009,49028009.0
2300903,49056.65,49056650.0
3528304,49120.884,49120884.0
2105906,49217.327,49217327.0
4308854,49232.963,49232963.0
2915353,49243.9,49243900.0
4108452,49247.004,49247004.0
3529658,49304.035,49304035.0
1703800,49310.066,49310066.0
4201604,49320.04,49320040.0
1300904,49393.637,49393637.0
1712702,49393.923,49393923.0
2917409,49403.357,49403357.0
1710508,49459.081,49459081.0
4117404,49473.468,49473468.0
5108857,49541.885,49541885.0
2102754,49600.407,49600407.0
2906600,49627.304,49627304.0
5205059,49647.752,49647752.0
3132305,49688.324,49688324.0
2210508,49763.22,49763220.0
4112306,49774.226,49774226.0
4206801,49785.457,49785457.0
4319372,49809.846,49809846.0
2414803,49825.668,49825668.0
4314035,49842.255,49842255.0
2612554,49850.628,49850628.0
4320230,49861.312,49861312.0
5213905,49868.174,49868174.0
3139102,49889.656,49889656.0
4115002,49949.682,49949682.0
1101450,49986.237,49986237.0
1101559,50001.145,50001145.0
2611200,50005.068,50005068.0
4120333,50018.062,50018062.0
3150604,50031.29,50031290.0
4310538,50051.672,50051672.0
3158904,50122.969,50122969.0
4107546,50146.196,50146196.0
2409100,50210.715,50210715.0
2612901,50215.143,50215143.0
2310605,50235.584,50235584.0
3164209,50258.806,50258806.0
3126901,50275.125,50275125.0
2305704,50313.193,50313193.0
2917334,50314.608,50314608.0
4205100,50370.266,50370266.0
4207601,50378.68,50378680.0
5108105,50404.768,50404768.0
4314068,50409.756,50409756.0
2902005,50422.206,50422206.0
3200359,50507.175,50507175.0
3161205,50536.015,50536015.0
4300638,50626.309,50626309.0
4312104,50651.952,50651952.0
4117271,50695.198,50695198.0
5107578,50716.561,50716561.0
3530409,50767.569,50767569.0
2930758,50772.718,50772718.0
3121100,50817.42,50817420.0
5103361,51062.036,51062036.0
2210706,51074.963,51074963.0
2925402,51081.851,51081851.0
3124708,51086.382,51086382.0
4320602,51092.858,51092858.0
2111029,51100.541,51100541.0
5221809,51104.704,51104704.0
4126207,51119.018,51119018.0
2409308,51172.347,51172347.0
4310462,51187.755,51187755.0
4125357,51216.292,51216292.0
2102507,51233.047,51233047.0
4107157,51252.886,51252886.0
3510104,51284.664,51284664.0
1707108,51343.408,51343408.0
2602407,51371.397,51371397.0
2603306,51404.271,51404271.0
4304101,51422.011,51422011.0
2309003,51446.78,51446780.0
2406700,51452.9,51452900.0
5212956,51470.828,51470828.0
2926657,51475.667,51475667.0
4303400,51634.153,51634153.0
1301654,51645.72,51645720.0
2918506,51649.107,51649107.0
2300408,51655.659,51655659.0
2500908,51671.125,51671125.0
2205102,51692.928,51692928.0
2105351,51697.972,51697972.0
2911857,51702.735,51702735.0
3126000,51734.27,51734270.0
3521150,51779.924,51779924.0
2909703,51840.64,51840640.0
1300086,51913.34,51913340.0
2106300,51930.349,51930349.0
5204854,51932.502,51932502.0
3533700,51944.566,51944566.0
2800704,51976.566,51976566.0
2313351,51983.841,51983841.0
4309951,51996.378,51996378.0
4300646,52009.132,52009132.0
2903003,52024.982,52024982.0
4209805,52035.54,52035540.0
2616183,52061.69,52061690.0
2111052,52090.25,52090250.0
2924504,52108.016,52108016.0
3129202,52136.832,52136832.0
4123204,52221.797,52221797.0
3116407,52246.649,52246649.0
1702901,52291.237,52291237.0
3505401,52299.329,52299329.0
2103554,52305.364,52305364.0
3537156,52317.692,52317692.0
4303558,52326.678,52326678.0
4204194,52331.972,52331972.0
3134509,52377.862,52377862.0
4312138,52401.262,52401262.0
4307203,52430.561,52430561.0
2507903,52433.449,52433449.0
2913804,52461.739,52461739.0
2924058,52462.43,52462430.0
2412302,52468.193,52468193.0
2933158,52481.971,52481971.0
2506103,52555.948,52555948.0
2104602,52650.093,52650093.0
3141306,52659.431,52659431.0
3545100,52694.189,52694189.0
2507200,52713.914,52713914.0
2901304,52726.356,52726356.0
3507704,52739.903,52739903.0
2107100,52780.755,52780755.0
3113503,52832.271,52832271.0
4305124,52861.429,52861429.0
2312502,52901.012,52901012.0
5101605,52974.411,52974411.0
3106507,52979.754,52979754.0
2104404,52987.877,52987877.0
5003900,52998.848,52998848.0
4127882,53011.383,53011383.0
4304952,53011.493,53011493.0
4317756,53061.277,53061277.0
3163904,53080.851,53080851.0
2414506,53106.1,53106100.0
3116100,53142.176,53142176.0
4306379,53181.814,53181814.0
2932457,53184.688,53184688.0
3546504,53194.933,53194933.0
5219738,53199.375,53199375.0
2922250,53202.486,53202486.0
4311254,53268.608,53268608.0
2932408,53354.618,53354618.0
2311900,53389.593,53389593.0
2204709,53392.506,53392506.0
4128658,53426.321,53426321.0
