CodMunIBGE,PIB 2010 (R$),VALUE
3508900,53478.447,53478447.0
3154705,53483.223,53483223.0
3122355,53488.592,53488592.0
4315206,53495.206,53495206.0
4302659,53512.126,53512126.0
3528205,53531.185,53531185.0
1500131,53598.698,53598698.0
2612455,53711.643,53711643.0
1715259,53714.486,53714486.0
3131802,53737.553,53737553.0
2926806,53740.361,53740361.0
3548203,53740.605,53740605.0
3118908,53759.244,53759244.0
3202009,53766.301,53766301.0
4311791,53774.754,53774754.0
2805307,53807.684,53807684.0
3131109,53905.744,53905744.0
4207759,53905.911,53905911.0
3163102,53918.192,53918192.0
4315008,53950.117,53950117.0
3148905,53968.425,53968425.0
3523800,53999.393,53999393.0
3149200,54034.576,54034576.0
3119203,54097.099,54097099.0
1702307,54102.506,54102506.0
4321469,54104.715,54104715.0
1507755,54126.281,54126281.0
5106000,54170.248,54170248.0
4212056,54260.288,54260288.0
3553104,54267.258,54267258.0
2304657,54293.15,54293150.0
2614709,54311.318,54311318.0
1713601,54331.183,54331183.0
1706100,54392.683,54392683.0
1507508,54398.241,54398241.0
5219209,54425.028,54425028.0
2919306,54475.251,54475251.0
2921302,54530.46,54530460.0
2607703,54543.485,54543485.0
3165206,54557.814,54557814.0
3517307,54641.905,54641905.0
4305850,54683.221,54683221.0
2930402,54697.455,54697455.0
4321352,54752.397,54752397.0
1718865,54763.608,54763608.0
5007307,54781.124,54781124.0
3143708,54879.834,54879834.0
3130606,54941.015,54941015.0
4121356,54951.521,54951521.0
3502606,54977.351,54977351.0
1400704,55009.764,55009764.0
2103752,55055.844,55055844.0
2601300,55068.766,55068766.0
1300680,55075.769,55075769.0
4102208,55078.143,55078143.0
2408953,55098.183,55098183.0
4312302,55125.628,55125628.0
2930808,55128.604,55128604.0
2915304,55132.379,55132379.0
5100508,55183.061,55183061.0
3159357,55386.852,55386852.0
3125952,55424.519,55424519.0
2605806,55434.983,55434983.0
2407500,55459.773,55459773.0
2105609,55489.36,55489360.0
2205581,55497.258,55497258.0
3134707,55575.896,55575896.0
4123824,55580.011,55580011.0
4126900,55638.36,55638360.0
1707306,55728.945,55728945.0
1200344,55802.854,55802854.0
2210805,55840.092,55840092.0
3515350,55943.958,55943958.0
3532157,55946.626,55946626.0
1501006,55948.161,55948161.0
2612703,55950.396,55950396.0
4126702,55959.45,55959450.0
3154101,55992.585,55992585.0
2500502,56027.306,56027306.0
4202503,56027.367,56027367.0
4305447,56075.087,56075087.0
4313425,56116.563,56116563.0
2107605,56149.849,56149849.0
2607950,56164.268,56164268.0
2925600,56193.32,56193320.0
4311601,56213.179,56213179.0
3152303,56233.721,56233721.0
2101905,56247.255,56247255.0
5108303,56270.379,56270379.0
2913002,56274.172,56274172.0
3501806,56280.33,56280330.0
4120408,56294.129,56294129.0
1505007,56295.983,56295983.0
3164407,56425.901,56425901.0
2926103,56431.145,56431145.0
2108801,56477.489,56477489.0
4306429,56592.396,56592396.0
3152170,56680.005,56680005.0
4319703,56725.825,56725825.0
4310850,56777.966,56777966.0
1501600,56788.233,56788233.0
4306452,56791.707,56791707.0
2312601,56841.607,56841607.0
3523008,56900.828,56900828.0
3171600,56939.738,56939738.0
4203154,56991.221,56991221.0
2402709,57017.26,57017260.0
3556354,57083.777,57083777.0
3107604,57108.803,57108803.0
4116950,57212.983,57212983.0
4313003,57241.193,57241193.0
2102556,57290.454,57290454.0
2605459,57330.956,57330956.0
5208509,57390.182,57390182.0
3509106,57393.619,57393619.0
4307104,57417.808,57417808.0
2410108,57421.76,57421760.0
3155405,57445.602,57445602.0
4201802,57455.364,57455364.0
2931806,57457.796,57457796.0
2913408,57469.177,57469177.0
5003504,57505.91,57505910.0
3134806,57548.558,57548558.0
4311775,57592.684,57592684.0
3534104,57598.338,57598338.0
2903706,57669.309,57669309.0
2302057,57700.352,57700352.0
1507805,57736.302,57736302.0
2930766,57749.868,57749868.0
3557154,57801.969,57801969.0
1507102,57871.319,57871319.0
2702553,57878.74,57878740.0
5201801,57897.229,57897229.0
2206605,57913.191,57913191.0
2707800,57954.606,57954606.0
2311959,57986.94,57986940.0
3142007,58022.866,58022866.0
2920403,58033.101,58033101.0
2509206,58062.429,58062429.0
3544806,58097.728,58097728.0
3158508,58128.1,58128100.0
2303600,58323.233,58323233.0
4301750,58348.159,58348159.0
1300029,58364.675,58364675.0
3533205,58374.783,58374783.0
3116704,58386.037,58386037.0
2604403,58386.333,58386333.0
1717503,58394.945,58394945.0
3131000,58407.094,58407094.0
4300307,58429.303,58429303.0
4315321,58504.83,58504830.0
2916906,58510.322,58510322.0
2901601,58542.345,58542345.0
4109500,58542.483,58542483.0
3514007,58569.743,58569743.0
1304237,58573.098,58573098.0
4312203,58587.496,58587496.0
2210409,58596.245,58596245.0
1703008,58612.28,58612280.0
5219902,58661.128,58661128.0
2401800,58688.387,58688387.0
4311908,58725.049,58725049.0
1101484,58726.974,58726974.0
4322541,58800.53,58800530.0
4322905,58801.573,58801573.0
3204252,58983.012,58983012.0
4122800,58997.991,58997991.0
2927606,59015.222,59015222.0
5200050,59042.935,59042935.0
3501103,59056.464,59056464.0
2926509,59078.775,59078775.0
4303202,59115.028,59115028.0
2926707,59187.861,59187861.0
2203503,59202.214,59202214.0
5214861,59204.204,59204204.0
4216354,59225.454,59225454.0
3542503,59232.441,59232441.0
1708254,59252.173,59252173.0
4305959,59292.59,59292590.0
3167400,59365.246,59365246.0
2933257,59405.789,59405789.0
2503308,59455.114,59455114.0
3510906,59546.006,59546006.0
3129004,59562.771,59562771.0
4316477,59578.99,59578990.0
3544400,59583.771,59583771.0
4321477,59615.659,59615659.0
3112406,59623.698,59623698.0
2310902,59640.969,59640969.0
3531605,59664.929,59664929.0
1707702,59686.675,59686675.0
5221502,59692.325,59692325.0
1400605,59706.16,59706160.0
2921401,59860.235,59860235.0
3170057,59873.786,59873786.0
3141603,59877.928,59877928.0
2100204,59899.843,59899843.0
2406502,59903.832,59903832.0
2903508,59935.731,59935731.0
1715754,60013.336,60013336.0
4103057,60033.347,60033347.0
4312450,60068.795,60068795.0
2104206,60073.463,60073463.0
2400109,60084.101,60084101.0
2512408,60109.102,60109102.0
2310100,60121.54,60121540.0
2928059,60133.105,60133105.0
2924306,60152.098,60152098.0
4319208,60154.123,60154123.0
4107702,60155.657,60155657.0
4212254,60171.639,60171639.0
4308656,60232.275,60232275.0
4108700,60289.224,60289224.0
1200393,60317.594,60317594.0
3543204,60335.814,60335814.0
3553906,60383.605,60383605.0
3156007,60398.708,60398708.0
2901155,60404.056,60404056.0
2510907,60420.378,60420378.0
4218756,60452.074,60452074.0
3552908,60463.087,60463087.0
4318622,60490.797,60490797.0
3507209,60524.649,60524649.0
3105004,60640.858,60640858.0
5203807,60668.761,60668761.0
2502805,60707.903,60707903.0
2915007,60718.954,60718954.0
4300471,60757.229,60757229.0
2929404,60812.254,60812254.0
3170529,60820.09,60820090.0
2900207,60848.712,60848712.0
3516101,60936.767,60936767.0
2909406,61028.146,61028146.0
4310306,61038.242,61038242.0
3500204,61059.145,61059145.0
2106409,61116.656,61116656.0
2703304,61239.77,61239770.0
4318424,61366.373,61366373.0
2111805,61373.724,61373724.0
2901908,61457.082,61457082.0
5101852,61477.871,61477871.0
2400505,61503.392,61503392.0
2701605,61548.72,61548720.0
5207600,61577.41,61577410.0
2602704,61594.083,61594083.0
3500758,61602.598,61602598.0
2308351,61613.063,61613063.0
3106408,61628.42,61628420.0
2102606,61636.831,61636831.0
4113403,61657.543,61657543.0
4107850,61701.677,61701677.0
1701002,61771.04,61771040.0
2905305,61814.425,61814425.0
2900405,61825.801,61825801.0
3152709,61829.135,61829135.0
2608701,61841.439,61841439.0
2918209,61849.105,61849105.0
3517109,61909.482,61909482.0
2904852,61946.409,61946409.0
2310803,61961.986,61961986.0
2922706,61980.689,61980689.0
3553856,61988.213,61988213.0
2802403,62028.619,62028619.0
4103206,62134.855,62134855.0
2904753,62151.467,62151467.0
4303673,62158.502,62158502.0
2108256,62169.414,62169414.0
2907905,62260.996,62260996.0
4106571,62298.266,62298266.0
3112505,62321.903,62321903.0
3169208,62332.578,62332578.0
2103174,62407.202,62407202.0
4211256,62462.785,62462785.0
3102704,62464.58,62464580.0
2608057,62557.274,62557274.0
2903607,62571.667,62571667.0
2308609,62576.574,62576574.0
3540408,62577.605,62577605.0
2509404,62628.947,62628947.0
2311108,62748.467,62748467.0
2102705,62812.316,62812316.0
4128633,62929.754,62929754.0
1700400,62942.269,62942269.0
2104008,62977.961,62977961.0
2516607,62985.853,62985853.0
3531001,63055.566,63055566.0
2608404,63127.999,63127999.0
4103503,63172.577,63172577.0
3125903,63308.038,63308038.0
4214300,63321.096,63321096.0
4107553,63426.136,63426136.0
2804300,63427.297,63427297.0
3134004,63441.842,63441842.0
2604155,63527.191,63527191.0
3537701,63576.614,63576614.0
4313011,63603.678,63603678.0
2912400,63617.028,63617028.0
3109204,63642.342,63642342.0
2920007,63658.557,63658557.0
3100104,63672.215,63672215.0
3131158,63699.962,63699962.0
5200605,63704.679,63704679.0
2931707,63760.147,63760147.0
2404606,63786.111,63786111.0
3516853,63811.666,63811666.0
3133204,63814.585,63814585.0
5104559,63834.257,63834257.0
2303402,63876.581,63876581.0
2704807,63900.111,63900111.0
2107902,63912.777,63912777.0
1703867,63926.721,63926721.0
3505104,63998.911,63998911.0
4213302,64019.982,64019982.0
4202578,64023.031,64023031.0
5003108,64172.319,64172319.0
3553203,64345.759,64345759.0
4124905,64372.16,64372160.0
1300102,64424.012,64424012.0
2313757,64478.798,64478798.0
2105104,64493.838,64493838.0
4207858,64528.019,64528019.0
2608305,64570.079,64570079.0
3543105,64578.663,64578663.0
3203601,64586.232,64586232.0
4307815,64586.825,64586825.0
4309555,64604.211,64604211.0
4316436,64710.881,64710881.0
2304509,64827.852,64827852.0
4321857,64835.712,64835712.0
2702801,64961.857,64961857.0
2206407,64964.231,64964231.0
5207535,64982.147,64982147.0
1302801,65053.946,65053946.0
2806800,65072.177,65072177.0
3123700,65096.2,65096200.0
2910859,65125.809,65125809.0
2701100,65197.828,65197828.0
2306504,65208.242,65208242.0
1700301,65256.457,65256457.0
4313359,65324.464,65324464.0
1303601,65376.313,65376313.0
3153905,65423.043,65423043.0
4313607,65457.374,65457374.0
3136009,65480.958,65480958.0
2907608,65542.664,65542664.0
2300150,65662.105,65662105.0
3141009,65688.065,65688065.0
3128907,65724.12,65724120.0
3532702,65807.88,65807880.0
4120101,65811.244,65811244.0
3202553,65856.026,65856026.0
1716703,65866.626,65866626.0
2612307,65962.56,65962560.0
2616506,65971.725,65971725.0
3171709,65983.276,65983276.0
3554904,65990.787,65990787.0
3521606,66006.178,66006178.0
1400506,66010.25,66010250.0
2906824,66083.194,66083194.0
4118451,66143.353,66143353.0
2901403,66153.962,66153962.0
2208809,66193.447,66193447.0
2615706,66198.276,66198276.0
2902401,66279.291,66279291.0
4125407,66288.595,66288595.0
4205209,66302.893,66302893.0
1714203,66308.32,66308320.0
4219408,66342.249,66342249.0
2902500,66400.24,66400240.0
3171808,66415.344,66415344.0
2918308,66548.59,66548590.0
2922607,66599.988,66599988.0
2915106,66624.266,66624266.0
4121752,66640.593,66640593.0
4107736,66651.445,66651445.0
3164001,66688.604,66688604.0
2404101,66858.702,66858702.0
1300839,66860.598,66860598.0
2908705,66870.3,66870300.0
4300851,66993.569,66993569.0
2933455,67017.532,67017532.0
4323770,67025.801,67025801.0
3165305,67188.428,67188428.0
3128402,67244.112,67244112.0
2303303,67279.58,67279580.0
2925253,67295.169,67295169.0
1504976,67353.644,67353644.0
2609154,67476.175,67476175.0
3140852,67477.132,67477132.0
4213153,67546.927,67546927.0
4215752,67575.862,67575862.0
4210555,67583.189,67583189.0
4206603,67644.638,67644638.0
3532801,67731.137,67731137.0
2601052,67748.4,67748400.0
2700607,67808.808,67808808.0
3132602,67828.809,67828809.0
2702702,67862.039,67862039.0
2111706,67873.101,67873101.0
2516508,67971.138,67971138.0
5205802,68041.457,68041457.0
3129103,68044.622,68044622.0
2804458,68091.18,68091180.0
4100202,68096.336,68096336.0
2200509,68129.046,68129046.0
2409803,68130.864,68130864.0
2304236,68153.511,68153511.0
5210802,68154.032,68154032.0
4202073,68223.218,68223218.0
4108650,68346.041,68346041.0
5214051,68409.444,68409444.0
4103222,68410.602,68410602.0
4303707,68467.763,68467763.0
4315404,68467.903,68467903.0
2309201,68469.389,68469389.0
2303105,68505.612,68505612.0
2103257,68517.294,68517294.0
2609303,68525.787,68525787.0
2400802,68549.386,68549386.0
4310900,68574.613,68574613.0
5219407,68616.444,68616444.0
4315156,68682.026,68682026.0
3168507,68688.027,68688027.0
2507309,68711.179,68711179.0
2902252,68735.646,68735646.0
2301406,68739.22,68739220.0
2700706,68776.651,68776651.0
4307054,68797.766,68797766.0
3136108,68817.39,68817390.0
2105005,68846.589,68846589.0
1300201,68895.572,68895572.0
2931608,68962.524,68962524.0
5220264,68979.679,68979679.0
2929255,69099.205,69099205.0
2109270,69128.693,69128693.0
3124906,69131.971,69131971.0
3165404,69173.252,69173252.0
3113602,69178.442,69178442.0
1504505,69232.354,69232354.0
4303301,69304.546,69304546.0
2501609,69320.63,69320630.0
3500600,69351.568,69351568.0
3153608,69359.94,69359940.0
2608008,69386.613,69386613.0
2106508,69501.984,69501984.0
1600238,69507.65,69507650.0
2924603,69538.149,69538149.0
4119202,69577.57,69577570.0
1100031,69611.114,69611114.0
4209151,69613.541,69613541.0
5207352,69633.581,69633581.0
2515500,69640.01,69640010.0
2112100,69646.402,69646402.0
1301803,69653.712,69653712.0
4217758,69654.856,69654856.0
1303007,69664.386,69664386.0
1707652,69694.626,69694626.0
2302909,69708.298,69708298.0
2107357,69728.279,69728279.0
3158201,69730.302,69730302.0
2920205,69735.039,69735039.0
4218855,69791.039,69791039.0
3503109,69890.442,69890442.0
4109757,69924.954,69924954.0
2907004,70003.011,70003011.0
3171105,70057.848,70057848.0
2102309,70058.542,70058542.0
3527009,70100.641,70100641.0
4312757,70144.956,70144956.0
2506400,70171.756,70171756.0
3135704,70356.036,70356036.0
2306009,70358.264,70358264.0
5211404,70440.877,70440877.0
3104700,70486.553,70486553.0
3305133,70521.541,70521541.0
3152600,70542.091,70542091.0
5107156,70593.639,70593639.0
4107306,70643.977,70643977.0
3154200,70659.452,70659452.0
1101435,70738.614,70738614.0
4103370,70739.975,70739975.0
2906857,70747.133,70747133.0
2108009,70835.43,70835430.0
3532058,70839.314,70839314.0
3108800,70862.874,70862874.0
3528601,70868.36,70868360.0
4219358,70884.624,70884624.0
2804102,70936.537,70936537.0
2107704,70947.637,70947637.0
5215405,70971.114,70971114.0
3503604,70979.808,70979808.0
2503506,71014.811,71014811.0
5006259,71064.016,71064016.0
2210631,71132.518,71132518.0
2929750,71137.797,71137797.0
3107901,71167.422,71167422.0
4201273,71203.715,71203715.0
3128808,71269.685,71269685.0
3137007,71314.504,71314504.0
4216057,71357.653,71357653.0
2205201,71408.063,71408063.0
2312106,71493.964,71493964.0
2311264,71527.154,71527154.0
1506351,71545.31,71545310.0
3542008,71568.426,71568426.0
2209203,71647.975,71647975.0
5222203,71675.769,71675769.0
1301506,71690.248,71690248.0
3135506,71700.013,71700013.0
2303006,71756.094,71756094.0
2208205,71832.861,71832861.0
4212403,71907.678,71907678.0
1507979,71984.328,71984328.0
4111001,72056.695,72056695.0
5200852,72070.548,72070548.0
4214904,72256.297,72256297.0
4319125,72327.846,72327846.0
2606507,72340.492,72340492.0
4315750,72343.864,72343864.0
4306304,72399.965,72399965.0
2909109,72402.267,72402267.0
2414001,72404.395,72404395.0
5202155,72435.125,72435125.0
2920908,72499.077,72499077.0
2706448,72526.465,72526465.0
4309654,72552.527,72552527.0
3541653,72575.909,72575909.0
2107407,72604.0,72604000.0
5200803,72650.597,72650597.0
4302238,72653.727,72653727.0
2924207,72659.343,72659343.0
2908309,72723.106,72723106.0
2110302,72776.268,72776268.0
2100808,72977.095,72977095.0
5107248,73059.492,73059492.0
2204402,73092.909,73092909.0
3165008,73095.622,73095622.0
4315354,73117.846,73117846.0
2403707,73139.482,73139482.0
3503000,73151.837,73151837.0
3151305,73163.377,73163377.0
4123857,73179.419,73179419.0
2309102,73184.692,73184692.0
3164506,73258.383,73258383.0
2516706,73316.744,73316744.0
1400233,73318.052,73318052.0
4315909,73327.962,73327962.0
2911402,73385.104,73385104.0
4301958,73415.258,73415258.0
3168408,73423.49,73423490.0
5202353,73453.52,73453520.0
5106265,73474.951,73474951.0
1304401,73588.237,73588237.0
2913101,73637.009,73637009.0
4320263,73685.131,73685131.0
4107900,73708.771,73708771.0
2504801,73727.191,73727191.0
3166709,73728.046,73728046.0
2600609,73735.362,73735362.0
2614006,73744.43,73744430.0
2700102,73773.735,73773735.0
2112456,73777.179,73777179.0
2901700,73784.445,73784445.0
3553500,73820.379,73820379.0
1303205,73846.168,73846168.0
4317004,73889.49,73889490.0
3107802,73893.206,73893206.0
4323200,73927.813,73927813.0
3521507,73949.746,73949746.0
2311355,73997.813,73997813.0
1300631,74007.77,74007770.0
4312385,74076.503,74076503.0
1506559,74135.186,74135186.0
5219704,74139.001,74139001.0
2902609,74142.467,74142467.0
3100609,74170.031,74170031.0
3140159,74243.295,74243295.0
2605509,74247.659,74247659.0
4213351,74258.7,74258700.0
5002803,74327.713,74327713.0
5106778,74345.838,74345838.0
4311700,74352.153,74352153.0
1400407,74442.172,74442172.0
2931053,74446.222,74446222.0
4218103,74484.983,74484983.0
4300877,74628.339,74628339.0
2304459,74667.104,74667104.0
2413359,74672.561,74672561.0
4212239,74686.777,74686777.0
4311130,74745.611,74745611.0
1507474,74769.088,74769088.0
2700508,74792.512,74792512.0
2307635,74829.584,74829584.0
3170438,74834.617,74834617.0
3500907,74901.588,74901588.0
3116159,74931.504,74931504.0
4302154,74989.03,74989030.0
4120705,74990.107,74990107.0
2104099,75038.265,75038265.0
5107354,75128.384,75128384.0
5007976,75180.097,75180097.0
2904100,75193.143,75193143.0
3140530,75197.735,75197735.0
2304301,75300.976,75300976.0
4319307,75343.136,75343136.0
5219100,75383.975,75383975.0
2804201,75410.89,75410890.0
3139706,75415.076,75415076.0
4108320,75417.13,75417130.0
2508604,75428.0,75428000.0
5103106,75429.464,75429464.0
3149705,75570.338,75570338.0
2306801,75623.107,75623107.0
2308906,75628.719,75628719.0
4321956,75699.835,75699835.0
4201000,75744.958,75744958.0
2932804,75855.725,75855725.0
2604700,75904.302,75904302.0
2603900,75909.141,75909141.0
2306603,75950.744,75950744.0
3512704,76039.797,76039797.0
2102903,76065.517,76065517.0
2112605,76115.288,76115288.0
2800407,76204.826,76204826.0
3152402,76264.11,76264110.0
2108454,76275.695,76275695.0
3515194,76278.092,76278092.0
3534807,76288.536,76288536.0
1400282,76327.457,76327457.0
4104055,76330.5,76330500.0
4116802,76350.909,76350909.0
5208152,76439.347,76439347.0
2703007,76484.392,76484392.0
2923357,76547.207,76547207.0
3103009,76642.609,76642609.0
1501956,76673.44,76673440.0
1303502,76686.166,76686166.0
5102793,76696.856,76696856.0
1100601,76700.806,76700806.0
3541059,76784.779,76784779.0
3116902,76787.741,76787741.0
3149101,76793.942,76793942.0
3526605,76796.32,76796320.0
2200202,76824.728,76824728.0
1400027,76901.218,76901218.0
4120853,76913.217,76913217.0
3535101,76973.804,76973804.0
1506302,77018.374,77018374.0
2313005,77107.238,77107238.0
4107751,77146.972,77146972.0
1709005,77204.181,77204181.0
4318481,77234.205,77234205.0
2401404,77340.103,77340103.0
4310504,77344.943,77344943.0
5209150,77356.552,77356552.0
4205605,77393.215,77393215.0
4217550,77421.013,77421013.0
2920106,77513.741,77513741.0
4305439,77517.069,77517069.0
3519253,77593.195,77593195.0
1600105,77627.678,77627678.0
4117453,77631.32,77631320.0
2100303,77637.618,77637618.0
3302304,77639.547,77639547.0
4209201,77672.77,77672770.0
3201100,77688.428,77688428.0
2108702,77715.996,77715996.0
4213005,77811.035,77811035.0
3107505,77839.643,77839643.0
5006358,77859.653,77859653.0
2708907,77910.474,77910474.0
3520806,77988.456,77988456.0
2931509,78005.865,78005865.0
3546900,78072.217,78072217.0
1303304,78083.916,78083916.0
4119004,78092.209,78092209.0
3548104,78196.001,78196001.0
3514700,78394.946,78394946.0
5215009,78462.294,78462294.0
3111309,78465.129,78465129.0
4305504,78475.814,78475814.0
3109105,78511.76,78511760.0
1502004,78541.001,78541001.0
1304260,78559.015,78559015.0
4103354,78663.968,78663968.0
4208609,78689.975,78689975.0
2404705,78800.167,78800167.0
1501105,78845.132,78845132.0
3509809,78906.393,78906393.0
3162203,78931.0,78931000.0
3150802,79011.004,79011004.0
3544608,79084.77,79084770.0
2501302,79115.922,79115922.0
4108908,79132.372,79132372.0
4313805,79191.647,79191647.0
2917201,79279.834,79279834.0
3102100,79308.308,79308308.0
3170909,79341.528,79341528.0
3100708,79349.571,79349571.0
2616001,79376.085,79376085.0
3138104,79405.136,79405136.0
3203163,79428.427,79428427.0
4309704,79616.578,79616578.0
2614808,79675.76,79675760.0
4316303,79677.25,79677250.0
2301950,79705.396,79705396.0
4215653,79754.732,79754732.0
4302451,79804.249,79804249.0
2615508,79873.579,79873579.0
2927309,79966.048,79966048.0
3137106,80104.955,80104955.0
4200903,80114.823,80114823.0
2919702,80139.764,80139764.0
3204807,80193.182,80193182.0
2200806,80206.484,80206484.0
1722081,80223.4,80223400.0
2904308,80285.543,80285543.0
3126208,80369.574,80369574.0
4314027,80377.177,80377177.0
4211405,80481.329,80481329.0
5207907,80492.843,80492843.0
2605400,80526.828,80526828.0
2304004,80537.692,80537692.0
2413904,80556.185,80556185.0
2300705,80559.12,80559120.0
2305209,80599.789,80599789.0
3516606,80638.728,80638728.0
2101509,80646.245,80646245.0
2616209,80660.576,80660576.0
2405603,80682.904,80682904.0
3118700,80683.637,80683637.0
2501906,80794.528,80794528.0
4100103,80853.972,80853972.0
3142700,80863.974,80863974.0
2912301,80962.902,80962902.0
3509452,81101.622,81101622.0
2105153,81142.117,81142117.0
4207577,81163.84,81163840.0
2609105,81178.777,81178777.0
4320552,81311.067,81311067.0
4113452,81329.95,81329950.0
4112207,81444.006,81444006.0
2108108,81445.514,81445514.0
2923407,81447.385,81447385.0
2607000,81520.111,81520111.0
4215208,81548.193,81548193.0
2608453,81572.901,81572901.0
2208908,81673.134,81673134.0
2504900,81695.548,81695548.0
2929057,81918.667,81918667.0
2309458,81931.223,81931223.0
2202604,81950.752,81950752.0
1302009,82028.98,82028980.0
2309805,82053.788,82053788.0
2111409,82148.757,82148757.0
5102850,82161.794,82161794.0
4107538,82184.215,82184215.0
2803906,82186.097,82186097.0
3306156,82212.095,82212095.0
4118857,82327.866,82327866.0
2917805,82385.489,82385489.0
2903805,82389.42,82389420.0
2924801,82413.386,82413386.0
2100709,82435.304,82435304.0
3165107,82453.654,82453654.0
2306702,82525.567,82525567.0
2807501,82571.478,82571478.0
1502509,82704.997,82704997.0
2600203,82805.479,82805479.0
2609204,82831.89,82831890.0
5106109,82873.621,82873621.0
2500809,82992.896,82992896.0
5209903,82993.647,82993647.0
4123709,82996.908,82996908.0
2605608,83016.108,83016108.0
4201901,83024.555,83024555.0
4111100,83081.985,83081985.0
3551405,83111.509,83111509.0
5207808,83159.388,83159388.0
3153509,83174.969,83174969.0
4110003,83175.611,83175611.0
4216404,83266.531,83266531.0
2507705,83282.229,83282229.0
2929701,83290.403,83290403.0
2516904,83298.629,83298629.0
4201950,83341.155,83341155.0
2301851,83347.75,83347750.0
5209937,83435.109,83435109.0
1600204,83485.403,83485403.0
4300505,83488.8,83488800.0
2918456,83498.199,83498199.0
1303700,83501.322,83501322.0
4209854,83560.032,83560032.0
3156403,83561.545,83561545.0
2106326,83634.563,83634563.0
2106706,83775.181,83775181.0
2112233,83852.989,83852989.0
5106802,83928.088,83928088.0
4106456,83953.379,83953379.0
3154408,83971.269,83971269.0
2516300,83975.738,83975738.0
4121109,83987.923,83987923.0
3150505,83991.175,83991175.0
5008404,84070.397,84070397.0
4304622,84105.398,84105398.0
3164308,84130.54,84130540.0
2709202,84299.586,84299586.0
2923209,84339.701,84339701.0
4200309,84351.926,84351926.0
1304104,84359.202,84359202.0
2901205,84387.312,84387312.0
2900306,84407.731,84407731.0
4106001,84455.059,84455059.0
2306108,84525.158,84525158.0
4308409,84746.936,84746936.0
3540507,84748.774,84748774.0
4207403,84820.203,84820203.0
4124707,84938.512,84938512.0
4117008,85004.34,85004340.0
3161304,85054.808,85054808.0
3162807,85078.996,85078996.0
3136900,85096.188,85096188.0
2912806,85169.946,85169946.0
5208400,85191.701,85191701.0
2402501,85201.689,85201689.0
5203401,85211.225,85211225.0
4115853,85343.44,85343440.0
2806602,85351.538,85351538.0
2931004,85352.674,85352674.0
3539905,85372.546,85372546.0
5221197,85457.515,85457515.0
2930303,85458.087,85458087.0
3131505,85473.837,85473837.0
3168903,85606.943,85606943.0
5201504,85607.408,85607408.0
2700201,85607.739,85607739.0
4125753,85834.413,85834413.0
5007505,85856.305,85856305.0
2301307,85918.912,85918912.0
4316204,85922.706,85922706.0
3166907,85933.609,85933609.0
5104542,85975.736,85975736.0
2603504,86056.57,86056570.0
2604908,86152.361,86152361.0
3511201,86156.19,86156190.0
4312252,86218.662,86218662.0
2501005,86240.752,86240752.0
1200138,86264.957,86264957.0
5103908,86282.388,86282388.0
3162559,86306.11,86306110.0
3170750,86348.832,86348832.0
2301604,86370.196,86370196.0
2707107,86372.374,86372374.0
4117057,86392.054,86392054.0
4211801,86414.184,86414184.0
3550001,86448.116,86448116.0
2511905,86451.332,86451332.0
3556602,86461.482,86461482.0
3515608,86619.158,86619158.0
3139904,86632.604,86632604.0
4103305,86639.999,86639999.0
4305603,86792.076,86792076.0
4126108,86800.453,86800453.0
2705200,86801.188,86801188.0
1501576,86835.85,86835850.0
1507904,86847.417,86847417.0
2106102,86917.525,86917525.0
2704401,86987.099,86987099.0
4100301,87126.273,87126273.0
3130200,87147.478,87147478.0
5101308,87148.979,87148979.0
2109452,87152.079,87152079.0
2104107,87270.459,87270459.0
3525607,87283.197,87283197.0
4213807,87287.444,87287444.0
4314159,87373.018,87373018.0
3520426,87401.941,87401941.0
4305405,87422.351,87422351.0
2202703,87456.532,87456532.0
2414605,87543.827,87543827.0
3203106,87545.341,87545341.0
3121209,87556.369,87556369.0
4323309,87574.241,87574241.0
3508207,87685.124,87685124.0
4306734,87693.03,87693030.0
3159209,87780.67,87780670.0
4115101,87827.169,87827169.0
4313037,87916.644,87916644.0
2923605,87926.747,87926747.0
2705002,88104.45,88104450.0
2111763,88131.149,88131149.0
4218400,88247.842,88247842.0
2311702,88317.735,88317735.0
2202000,88329.021,88329021.0
2600807,88401.079,88401079.0
2511301,88579.709,88579709.0
2106607,88715.986,88715986.0
3200169,88745.46,88745460.0
4321436,88774.087,88774087.0
5005103,88803.597,88803597.0
4305173,88898.006,88898006.0
2504405,88957.63,88957630.0
2909604,88965.362,88965362.0
4300703,89139.235,89139235.0
1505635,89211.266,89211266.0
1101807,89262.956,89262956.0
2512705,89272.704,89272704.0
3305901,89334.527,89334527.0
2506806,89372.757,89372757.0
5103858,89439.307,89439307.0
3158300,89511.39,89511390.0
2201507,89627.709,89627709.0
3547007,89677.856,89677856.0
2507101,89742.829,89742829.0
1302306,89745.308,89745308.0
3108206,89842.996,89842996.0
5202502,90039.454,90039454.0
1505403,90156.01,90156010.0
2516102,90156.551,90156551.0
2405702,90176.865,90176865.0
3203304,90246.814,90246814.0
2210003,90372.158,90372158.0
4109658,90419.364,90419364.0
3114006,90425.636,90425636.0
4316758,90469.964,90469964.0
4120655,90571.831,90571831.0
3142106,90586.186,90586186.0
4126009,90618.167,90618167.0
1101104,90690.484,90690484.0
4112405,90755.347,90755347.0
4113007,90765.053,90765053.0
