CODE,RAW DATE,TERCODIGO,YEAR,NIVNOME,VALUE (Habitante)
POPTOT,2010-01-01T00:00:00-02:00,312860,2010,AMC 91-00,6569.0
POPTOT,2010-01-01T00:00:00-02:00,2203404,2010,Municípios,6569.0
POPTOT,2010-01-01T00:00:00-02:00,3154150,2010,Municípios,6569.0
POPTOT,2010-01-01T00:00:00-02:00,4302204,2010,Municípios,6574.0
POPTOT,2010-01-01T00:00:00-02:00,1200328,2010,Municípios,6577.0
POPTOT,2010-01-01T00:00:00-02:00,241350,2010,AMC 70-00,6581.0
POPTOT,2010-01-01T00:00:00-02:00,241350,2010,AMC 91-00,6581.0
POPTOT,2010-01-01T00:00:00-02:00,2413508,2010,Municípios,6581.0
POPTOT,2010-01-01T00:00:00-02:00,2504504,2010,Municípios,6584.0
POPTOT,2010-01-01T00:00:00-02:00,352660,2010,AMC 20-00,6586.0
POPTOT,2010-01-01T00:00:00-02:00,352660,2010,AMC 40-00,6586.0
POPTOT,2010-01-01T00:00:00-02:00,352660,2010,AMC 60-00,6586.0
POPTOT,2010-01-01T00:00:00-02:00,352660,2010,AMC 70-00,6586.0
POPTOT,2010-01-01T00:00:00-02:00,352660,2010,AMC 91-00,6586.0
POPTOT,2010-01-01T00:00:00-02:00,220340,2010,AMC 70-00,6587.0
POPTOT,2010-01-01T00:00:00-02:00,250450,2010,AMC 70-00,6587.0
POPTOT,2010-01-01T00:00:00-02:00,354270,2010,AMC 70-00,6587.0
POPTOT,2010-01-01T00:00:00-02:00,220340,2010,AMC 91-00,6587.0
POPTOT,2010-01-01T00:00:00-02:00,250450,2010,AMC 91-00,6587.0
POPTOT,2010-01-01T00:00:00-02:00,354270,2010,AMC 91-00,6587.0
POPTOT,2010-01-01T00:00:00-02:00,3542701,2010,Municípios,6587.0
POPTOT,2010-01-01T00:00:00-02:00,3526605,2010,Municípios,6590.0
POPTOT,2010-01-01T00:00:00-02:00,5108907,2010,Municípios,6590.0
POPTOT,2010-01-01T00:00:00-02:00,2210201,2010,Municípios,6591.0
POPTOT,2010-01-01T00:00:00-02:00,352420,2010,AMC 60-00,6592.0
POPTOT,2010-01-01T00:00:00-02:00,352420,2010,AMC 70-00,6592.0
POPTOT,2010-01-01T00:00:00-02:00,352420,2010,AMC 91-00,6592.0
POPTOT,2010-01-01T00:00:00-02:00,3524204,2010,Municípios,6592.0
POPTOT,2010-01-01T00:00:00-02:00,350510,2010,AMC 60-00,6593.0
POPTOT,2010-01-01T00:00:00-02:00,350510,2010,AMC 70-00,6593.0
POPTOT,2010-01-01T00:00:00-02:00,350510,2010,AMC 91-00,6593.0
POPTOT,2010-01-01T00:00:00-02:00,3505104,2010,Municípios,6593.0
POPTOT,2010-01-01T00:00:00-02:00,500150,2010,AMC 91-00,6598.0
POPTOT,2010-01-01T00:00:00-02:00,2701357,2010,Municípios,6598.0
POPTOT,2010-01-01T00:00:00-02:00,1718865,2010,Municípios,6599.0
POPTOT,2010-01-01T00:00:00-02:00,3126000,2010,Municípios,6600.0
POPTOT,2010-01-01T00:00:00-02:00,312600,2010,AMC 70-00,6603.0
POPTOT,2010-01-01T00:00:00-02:00,312600,2010,AMC 91-00,6603.0
POPTOT,2010-01-01T00:00:00-02:00,355390,2010,AMC 60-00,6605.0
POPTOT,2010-01-01T00:00:00-02:00,355390,2010,AMC 70-00,6605.0
POPTOT,2010-01-01T00:00:00-02:00,355390,2010,AMC 91-00,6605.0
POPTOT,2010-01-01T00:00:00-02:00,2201408,2010,Municípios,6607.0
POPTOT,2010-01-01T00:00:00-02:00,3553906,2010,Municípios,6607.0
POPTOT,2010-01-01T00:00:00-02:00,221020,2010,AMC 70-00,6608.0
POPTOT,2010-01-01T00:00:00-02:00,221020,2010,AMC 91-00,6608.0
POPTOT,2010-01-01T00:00:00-02:00,5001508,2010,Municípios,6609.0
POPTOT,2010-01-01T00:00:00-02:00,4113007,2010,Municípios,6610.0
POPTOT,2010-01-01T00:00:00-02:00,411300,2010,AMC 60-00,6613.0
POPTOT,2010-01-01T00:00:00-02:00,411300,2010,AMC 70-00,6613.0
POPTOT,2010-01-01T00:00:00-02:00,411300,2010,AMC 91-00,6613.0
POPTOT,2010-01-01T00:00:00-02:00,250560,2010,AMC 70-00,6616.0
POPTOT,2010-01-01T00:00:00-02:00,250560,2010,AMC 91-00,6616.0
POPTOT,2010-01-01T00:00:00-02:00,2505600,2010,Municípios,6616.0
POPTOT,2010-01-01T00:00:00-02:00,431040,2010,AMC 70-00,6618.0
POPTOT,2010-01-01T00:00:00-02:00,431040,2010,AMC 91-00,6618.0
POPTOT,2010-01-01T00:00:00-02:00,4310405,2010,Municípios,6618.0
POPTOT,2010-01-01T00:00:00-02:00,4108700,2010,Municípios,6625.0
POPTOT,2010-01-01T00:00:00-02:00,4212254,2010,Municípios,6627.0
POPTOT,2010-01-01T00:00:00-02:00,43AMC9197007,2010,AMC 91-00,6632.0
POPTOT,2010-01-01T00:00:00-02:00,250780,2010,AMC 70-00,6643.0
POPTOT,2010-01-01T00:00:00-02:00,250780,2010,AMC 91-00,6643.0
POPTOT,2010-01-01T00:00:00-02:00,2507804,2010,Municípios,6643.0
POPTOT,2010-01-01T00:00:00-02:00,292275,2010,AMC 91-00,6648.0
POPTOT,2010-01-01T00:00:00-02:00,2922755,2010,Municípios,6648.0
POPTOT,2010-01-01T00:00:00-02:00,316520,2010,AMC 70-00,6655.0
POPTOT,2010-01-01T00:00:00-02:00,316520,2010,AMC 91-00,6655.0
POPTOT,2010-01-01T00:00:00-02:00,3165206,2010,Municípios,6655.0
POPTOT,2010-01-01T00:00:00-02:00,270780,2010,AMC 70-00,6656.0
POPTOT,2010-01-01T00:00:00-02:00,270780,2010,AMC 91-00,6656.0
POPTOT,2010-01-01T00:00:00-02:00,2707800,2010,Municípios,6656.0
POPTOT,2010-01-01T00:00:00-02:00,2207207,2010,Municípios,6657.0
POPTOT,2010-01-01T00:00:00-02:00,2513158,2010,Municípios,6658.0
POPTOT,2010-01-01T00:00:00-02:00,220060,2010,AMC 60-00,6670.0
POPTOT,2010-01-01T00:00:00-02:00,220060,2010,AMC 70-00,6670.0
POPTOT,2010-01-01T00:00:00-02:00,220060,2010,AMC 91-00,6670.0
POPTOT,2010-01-01T00:00:00-02:00,2200608,2010,Municípios,6672.0
POPTOT,2010-01-01T00:00:00-02:00,4308003,2010,Municípios,6672.0
POPTOT,2010-01-01T00:00:00-02:00,292780,2010,AMC 70-00,6673.0
POPTOT,2010-01-01T00:00:00-02:00,292780,2010,AMC 91-00,6673.0
POPTOT,2010-01-01T00:00:00-02:00,2927804,2010,Municípios,6673.0
POPTOT,2010-01-01T00:00:00-02:00,3148756,2010,Municípios,6673.0
POPTOT,2010-01-01T00:00:00-02:00,2203354,2010,Municípios,6675.0
POPTOT,2010-01-01T00:00:00-02:00,3532306,2010,Municípios,6678.0
POPTOT,2010-01-01T00:00:00-02:00,353230,2010,AMC 1872-00,6681.0
POPTOT,2010-01-01T00:00:00-02:00,353230,2010,AMC 20-00,6681.0
POPTOT,2010-01-01T00:00:00-02:00,353230,2010,AMC 40-00,6681.0
POPTOT,2010-01-01T00:00:00-02:00,353230,2010,AMC 60-00,6681.0
POPTOT,2010-01-01T00:00:00-02:00,353230,2010,AMC 70-00,6681.0
POPTOT,2010-01-01T00:00:00-02:00,353230,2010,AMC 91-00,6681.0
POPTOT,2010-01-01T00:00:00-02:00,316430,2010,AMC 60-00,6686.0
POPTOT,2010-01-01T00:00:00-02:00,316430,2010,AMC 70-00,6686.0
POPTOT,2010-01-01T00:00:00-02:00,316430,2010,AMC 91-00,6686.0
POPTOT,2010-01-01T00:00:00-02:00,3164308,2010,Municípios,6686.0
POPTOT,2010-01-01T00:00:00-02:00,421230,2010,AMC 70-00,6692.0
POPTOT,2010-01-01T00:00:00-02:00,421230,2010,AMC 91-00,6692.0
POPTOT,2010-01-01T00:00:00-02:00,4212304,2010,Municípios,6692.0
POPTOT,2010-01-01T00:00:00-02:00,1717503,2010,Municípios,6694.0
POPTOT,2010-01-01T00:00:00-02:00,251500,2010,AMC 70-00,6696.0
POPTOT,2010-01-01T00:00:00-02:00,251500,2010,AMC 91-00,6696.0
POPTOT,2010-01-01T00:00:00-02:00,2515005,2010,Municípios,6696.0
POPTOT,2010-01-01T00:00:00-02:00,310010,2010,AMC 60-00,6704.0
POPTOT,2010-01-01T00:00:00-02:00,310010,2010,AMC 70-00,6704.0
POPTOT,2010-01-01T00:00:00-02:00,310010,2010,AMC 91-00,6704.0
POPTOT,2010-01-01T00:00:00-02:00,3100104,2010,Municípios,6704.0
POPTOT,2010-01-01T00:00:00-02:00,352700,2010,AMC 70-00,6708.0
POPTOT,2010-01-01T00:00:00-02:00,352700,2010,AMC 91-00,6708.0
POPTOT,2010-01-01T00:00:00-02:00,3115458,2010,Municípios,6708.0
POPTOT,2010-01-01T00:00:00-02:00,3527009,2010,Municípios,6712.0
POPTOT,2010-01-01T00:00:00-02:00,1713601,2010,Municípios,6716.0
POPTOT,2010-01-01T00:00:00-02:00,171360,2010,AMC 70-00,6717.0
POPTOT,2010-01-01T00:00:00-02:00,171360,2010,AMC 91-00,6717.0
POPTOT,2010-01-01T00:00:00-02:00,2708204,2010,Municípios,6718.0
POPTOT,2010-01-01T00:00:00-02:00,31AMC4097074,2010,AMC 40-00,6720.0
POPTOT,2010-01-01T00:00:00-02:00,31AMC6097065,2010,AMC 60-00,6720.0
POPTOT,2010-01-01T00:00:00-02:00,270820,2010,AMC 70-00,6720.0
POPTOT,2010-01-01T00:00:00-02:00,270820,2010,AMC 91-00,6720.0
POPTOT,2010-01-01T00:00:00-02:00,3131109,2010,Municípios,6724.0
POPTOT,2010-01-01T00:00:00-02:00,351950,2010,AMC 60-00,6725.0
POPTOT,2010-01-01T00:00:00-02:00,351950,2010,AMC 70-00,6725.0
POPTOT,2010-01-01T00:00:00-02:00,351950,2010,AMC 91-00,6725.0
POPTOT,2010-01-01T00:00:00-02:00,3519501,2010,Municípios,6725.0
POPTOT,2010-01-01T00:00:00-02:00,313110,2010,AMC 70-00,6729.0
POPTOT,2010-01-01T00:00:00-02:00,313110,2010,AMC 91-00,6729.0
POPTOT,2010-01-01T00:00:00-02:00,412620,2010,AMC 70-00,6736.0
POPTOT,2010-01-01T00:00:00-02:00,412620,2010,AMC 91-00,6736.0
POPTOT,2010-01-01T00:00:00-02:00,1721109,2010,Municípios,6736.0
POPTOT,2010-01-01T00:00:00-02:00,4126207,2010,Municípios,6736.0
POPTOT,2010-01-01T00:00:00-02:00,261510,2010,AMC 70-00,6737.0
POPTOT,2010-01-01T00:00:00-02:00,261510,2010,AMC 91-00,6737.0
POPTOT,2010-01-01T00:00:00-02:00,2615102,2010,Municípios,6737.0
POPTOT,2010-01-01T00:00:00-02:00,2611533,2010,Municípios,6739.0
POPTOT,2010-01-01T00:00:00-02:00,1702307,2010,Municípios,6742.0
POPTOT,2010-01-01T00:00:00-02:00,4316501,2010,Municípios,6747.0
POPTOT,2010-01-01T00:00:00-02:00,2200053,2010,Municípios,6749.0
POPTOT,2010-01-01T00:00:00-02:00,316380,2010,AMC 70-00,6750.0
POPTOT,2010-01-01T00:00:00-02:00,316380,2010,AMC 91-00,6750.0
POPTOT,2010-01-01T00:00:00-02:00,1400605,2010,Municípios,6750.0
POPTOT,2010-01-01T00:00:00-02:00,4307104,2010,Municípios,6753.0
POPTOT,2010-01-01T00:00:00-02:00,430710,2010,AMC 20-00,6757.0
POPTOT,2010-01-01T00:00:00-02:00,430710,2010,AMC 40-00,6757.0
POPTOT,2010-01-01T00:00:00-02:00,430710,2010,AMC 60-00,6757.0
POPTOT,2010-01-01T00:00:00-02:00,430710,2010,AMC 70-00,6757.0
POPTOT,2010-01-01T00:00:00-02:00,430710,2010,AMC 91-00,6757.0
POPTOT,2010-01-01T00:00:00-02:00,411100,2010,AMC 60-00,6759.0
POPTOT,2010-01-01T00:00:00-02:00,411100,2010,AMC 70-00,6759.0
POPTOT,2010-01-01T00:00:00-02:00,411100,2010,AMC 91-00,6759.0
POPTOT,2010-01-01T00:00:00-02:00,4111001,2010,Municípios,6759.0
POPTOT,2010-01-01T00:00:00-02:00,3163805,2010,Municípios,6760.0
POPTOT,2010-01-01T00:00:00-02:00,4119004,2010,Municípios,6761.0
POPTOT,2010-01-01T00:00:00-02:00,43AMC6097020,2010,AMC 60-00,6765.0
POPTOT,2010-01-01T00:00:00-02:00,43AMC7097033,2010,AMC 70-00,6765.0
POPTOT,2010-01-01T00:00:00-02:00,43AMC9197035,2010,AMC 91-00,6765.0
POPTOT,2010-01-01T00:00:00-02:00,1400506,2010,Municípios,6769.0
POPTOT,2010-01-01T00:00:00-02:00,2206357,2010,Municípios,6769.0
POPTOT,2010-01-01T00:00:00-02:00,3115706,2010,Municípios,6772.0
POPTOT,2010-01-01T00:00:00-02:00,311570,2010,AMC 70-00,6774.0
POPTOT,2010-01-01T00:00:00-02:00,311570,2010,AMC 91-00,6774.0
POPTOT,2010-01-01T00:00:00-02:00,3162948,2010,Municípios,6778.0
POPTOT,2010-01-01T00:00:00-02:00,1500131,2010,Municípios,6780.0
POPTOT,2010-01-01T00:00:00-02:00,25AMC6097037,2010,AMC 60-00,6782.0
POPTOT,2010-01-01T00:00:00-02:00,240510,2010,AMC 70-00,6796.0
POPTOT,2010-01-01T00:00:00-02:00,240510,2010,AMC 91-00,6796.0
POPTOT,2010-01-01T00:00:00-02:00,4207684,2010,Municípios,6798.0
POPTOT,2010-01-01T00:00:00-02:00,2933257,2010,Municípios,6800.0
POPTOT,2010-01-01T00:00:00-02:00,2405108,2010,Municípios,6801.0
POPTOT,2010-01-01T00:00:00-02:00,293325,2010,AMC 91-00,6802.0
POPTOT,2010-01-01T00:00:00-02:00,2202174,2010,Municípios,6803.0
POPTOT,2010-01-01T00:00:00-02:00,35AMC6097065,2010,AMC 60-00,6806.0
POPTOT,2010-01-01T00:00:00-02:00,35AMC7097042,2010,AMC 70-00,6806.0
POPTOT,2010-01-01T00:00:00-02:00,35AMC9197041,2010,AMC 91-00,6806.0
POPTOT,2010-01-01T00:00:00-02:00,412160,2010,AMC 70-00,6810.0
POPTOT,2010-01-01T00:00:00-02:00,412160,2010,AMC 91-00,6810.0
POPTOT,2010-01-01T00:00:00-02:00,22AMC7097034,2010,AMC 70-00,6812.0
POPTOT,2010-01-01T00:00:00-02:00,431400,2010,AMC 70-00,6812.0
POPTOT,2010-01-01T00:00:00-02:00,22AMC9197034,2010,AMC 91-00,6812.0
POPTOT,2010-01-01T00:00:00-02:00,431400,2010,AMC 91-00,6812.0
POPTOT,2010-01-01T00:00:00-02:00,4121604,2010,Municípios,6812.0
POPTOT,2010-01-01T00:00:00-02:00,4314001,2010,Municípios,6812.0
POPTOT,2010-01-01T00:00:00-02:00,2503555,2010,Municípios,6814.0
POPTOT,2010-01-01T00:00:00-02:00,310810,2010,AMC 70-00,6816.0
POPTOT,2010-01-01T00:00:00-02:00,310810,2010,AMC 91-00,6816.0
POPTOT,2010-01-01T00:00:00-02:00,353360,2010,AMC 40-00,6817.0
POPTOT,2010-01-01T00:00:00-02:00,353360,2010,AMC 60-00,6817.0
POPTOT,2010-01-01T00:00:00-02:00,353360,2010,AMC 70-00,6817.0
POPTOT,2010-01-01T00:00:00-02:00,353360,2010,AMC 91-00,6817.0
POPTOT,2010-01-01T00:00:00-02:00,3533601,2010,Municípios,6817.0
POPTOT,2010-01-01T00:00:00-02:00,3108107,2010,Municípios,6818.0
POPTOT,2010-01-01T00:00:00-02:00,312120,2010,AMC 60-00,6830.0
POPTOT,2010-01-01T00:00:00-02:00,312120,2010,AMC 70-00,6830.0
POPTOT,2010-01-01T00:00:00-02:00,312120,2010,AMC 91-00,6830.0
POPTOT,2010-01-01T00:00:00-02:00,3121209,2010,Municípios,6830.0
POPTOT,2010-01-01T00:00:00-02:00,2304277,2010,Municípios,6840.0
POPTOT,2010-01-01T00:00:00-02:00,2208908,2010,Municípios,6845.0
POPTOT,2010-01-01T00:00:00-02:00,230060,2010,AMC 60-00,6851.0
POPTOT,2010-01-01T00:00:00-02:00,230060,2010,AMC 70-00,6851.0
POPTOT,2010-01-01T00:00:00-02:00,230060,2010,AMC 91-00,6851.0
POPTOT,2010-01-01T00:00:00-02:00,231280,2010,AMC 60-00,6852.0
POPTOT,2010-01-01T00:00:00-02:00,231280,2010,AMC 70-00,6852.0
POPTOT,2010-01-01T00:00:00-02:00,231280,2010,AMC 91-00,6852.0
POPTOT,2010-01-01T00:00:00-02:00,2312809,2010,Municípios,6852.0
POPTOT,2010-01-01T00:00:00-02:00,41AMC7097024,2010,AMC 70-00,6853.0
POPTOT,2010-01-01T00:00:00-02:00,230427,2010,AMC 91-00,6853.0
POPTOT,2010-01-01T00:00:00-02:00,41AMC9197020,2010,AMC 91-00,6853.0
POPTOT,2010-01-01T00:00:00-02:00,411500,2010,AMC 70-00,6854.0
POPTOT,2010-01-01T00:00:00-02:00,411500,2010,AMC 91-00,6854.0
POPTOT,2010-01-01T00:00:00-02:00,2606309,2010,Municípios,6855.0
POPTOT,2010-01-01T00:00:00-02:00,2300606,2010,Municípios,6856.0
POPTOT,2010-01-01T00:00:00-02:00,260630,2010,AMC 70-00,6857.0
POPTOT,2010-01-01T00:00:00-02:00,260630,2010,AMC 91-00,6857.0
POPTOT,2010-01-01T00:00:00-02:00,4115002,2010,Municípios,6858.0
POPTOT,2010-01-01T00:00:00-02:00,3157104,2010,Municípios,6859.0
POPTOT,2010-01-01T00:00:00-02:00,315710,2010,AMC 70-00,6862.0
POPTOT,2010-01-01T00:00:00-02:00,315710,2010,AMC 91-00,6862.0
POPTOT,2010-01-01T00:00:00-02:00,315630,2010,AMC 70-00,6863.0
POPTOT,2010-01-01T00:00:00-02:00,315630,2010,AMC 91-00,6863.0
POPTOT,2010-01-01T00:00:00-02:00,520060,2010,AMC 60-00,6864.0
POPTOT,2010-01-01T00:00:00-02:00,520060,2010,AMC 70-00,6864.0
POPTOT,2010-01-01T00:00:00-02:00,520060,2010,AMC 91-00,6864.0
POPTOT,2010-01-01T00:00:00-02:00,2505006,2010,Municípios,6866.0
POPTOT,2010-01-01T00:00:00-02:00,3156304,2010,Municípios,6867.0
POPTOT,2010-01-01T00:00:00-02:00,250500,2010,AMC 60-00,6868.0
POPTOT,2010-01-01T00:00:00-02:00,250500,2010,AMC 70-00,6868.0
POPTOT,2010-01-01T00:00:00-02:00,250500,2010,AMC 91-00,6868.0
POPTOT,2010-01-01T00:00:00-02:00,311140,2010,AMC 40-00,6870.0
POPTOT,2010-01-01T00:00:00-02:00,311140,2010,AMC 60-00,6870.0
POPTOT,2010-01-01T00:00:00-02:00,311140,2010,AMC 70-00,6870.0
POPTOT,2010-01-01T00:00:00-02:00,311140,2010,AMC 91-00,6870.0
POPTOT,2010-01-01T00:00:00-02:00,3111408,2010,Municípios,6870.0
POPTOT,2010-01-01T00:00:00-02:00,5212709,2010,Municípios,6871.0
POPTOT,2010-01-01T00:00:00-02:00,2924108,2010,Municípios,6876.0
POPTOT,2010-01-01T00:00:00-02:00,4218400,2010,Municípios,6876.0
POPTOT,2010-01-01T00:00:00-02:00,5200050,2010,Municípios,6876.0
POPTOT,2010-01-01T00:00:00-02:00,421840,2010,AMC 70-00,6877.0
POPTOT,2010-01-01T00:00:00-02:00,421840,2010,AMC 91-00,6877.0
POPTOT,2010-01-01T00:00:00-02:00,3125606,2010,Municípios,6877.0
POPTOT,2010-01-01T00:00:00-02:00,4302501,2010,Municípios,6884.0
POPTOT,2010-01-01T00:00:00-02:00,430905,2010,AMC 91-00,6885.0
POPTOT,2010-01-01T00:00:00-02:00,5200605,2010,Municípios,6885.0
POPTOT,2010-01-01T00:00:00-02:00,3556909,2010,Municípios,6886.0
POPTOT,2010-01-01T00:00:00-02:00,312560,2010,AMC 70-00,6887.0
POPTOT,2010-01-01T00:00:00-02:00,430250,2010,AMC 70-00,6887.0
POPTOT,2010-01-01T00:00:00-02:00,312560,2010,AMC 91-00,6887.0
POPTOT,2010-01-01T00:00:00-02:00,430250,2010,AMC 91-00,6887.0
POPTOT,2010-01-01T00:00:00-02:00,3162203,2010,Municípios,6887.0
POPTOT,2010-01-01T00:00:00-02:00,355690,2010,AMC 60-00,6889.0
POPTOT,2010-01-01T00:00:00-02:00,250520,2010,AMC 70-00,6889.0
POPTOT,2010-01-01T00:00:00-02:00,355690,2010,AMC 70-00,6889.0
POPTOT,2010-01-01T00:00:00-02:00,250520,2010,AMC 91-00,6889.0
POPTOT,2010-01-01T00:00:00-02:00,355690,2010,AMC 91-00,6889.0
POPTOT,2010-01-01T00:00:00-02:00,2505204,2010,Municípios,6889.0
POPTOT,2010-01-01T00:00:00-02:00,316220,2010,AMC 60-00,6890.0
POPTOT,2010-01-01T00:00:00-02:00,316220,2010,AMC 70-00,6890.0
POPTOT,2010-01-01T00:00:00-02:00,316220,2010,AMC 91-00,6890.0
POPTOT,2010-01-01T00:00:00-02:00,3138625,2010,Municípios,6890.0
POPTOT,2010-01-01T00:00:00-02:00,2707909,2010,Municípios,6891.0
POPTOT,2010-01-01T00:00:00-02:00,4309050,2010,Municípios,6891.0
POPTOT,2010-01-01T00:00:00-02:00,270790,2010,AMC 70-00,6893.0
POPTOT,2010-01-01T00:00:00-02:00,270790,2010,AMC 91-00,6893.0
POPTOT,2010-01-01T00:00:00-02:00,292410,2010,AMC 70-00,6896.0
POPTOT,2010-01-01T00:00:00-02:00,292410,2010,AMC 91-00,6896.0
POPTOT,2010-01-01T00:00:00-02:00,313060,2010,AMC 70-00,6904.0
POPTOT,2010-01-01T00:00:00-02:00,313060,2010,AMC 91-00,6904.0
POPTOT,2010-01-01T00:00:00-02:00,4318606,2010,Municípios,6904.0
POPTOT,2010-01-01T00:00:00-02:00,4311775,2010,Municípios,6905.0
POPTOT,2010-01-01T00:00:00-02:00,316890,2010,AMC 60-00,6906.0
POPTOT,2010-01-01T00:00:00-02:00,316890,2010,AMC 70-00,6906.0
POPTOT,2010-01-01T00:00:00-02:00,316890,2010,AMC 91-00,6906.0
POPTOT,2010-01-01T00:00:00-02:00,3168903,2010,Municípios,6906.0
POPTOT,2010-01-01T00:00:00-02:00,240090,2010,AMC 70-00,6907.0
POPTOT,2010-01-01T00:00:00-02:00,240090,2010,AMC 91-00,6907.0
POPTOT,2010-01-01T00:00:00-02:00,2400901,2010,Municípios,6907.0
POPTOT,2010-01-01T00:00:00-02:00,3130606,2010,Municípios,6908.0
POPTOT,2010-01-01T00:00:00-02:00,411870,2010,AMC 70-00,6913.0
POPTOT,2010-01-01T00:00:00-02:00,411870,2010,AMC 91-00,6913.0
POPTOT,2010-01-01T00:00:00-02:00,3120870,2010,Municípios,6913.0
POPTOT,2010-01-01T00:00:00-02:00,4118709,2010,Municípios,6913.0
POPTOT,2010-01-01T00:00:00-02:00,43AMC7097066,2010,AMC 70-00,6918.0
POPTOT,2010-01-01T00:00:00-02:00,43AMC9197073,2010,AMC 91-00,6918.0
POPTOT,2010-01-01T00:00:00-02:00,4313805,2010,Municípios,6920.0
POPTOT,2010-01-01T00:00:00-02:00,2105989,2010,Municípios,6923.0
POPTOT,2010-01-01T00:00:00-02:00,5219407,2010,Municípios,6924.0
POPTOT,2010-01-01T00:00:00-02:00,521940,2010,AMC 60-00,6928.0
POPTOT,2010-01-01T00:00:00-02:00,521940,2010,AMC 70-00,6928.0
POPTOT,2010-01-01T00:00:00-02:00,521940,2010,AMC 91-00,6928.0
POPTOT,2010-01-01T00:00:00-02:00,251040,2010,AMC 70-00,6931.0
POPTOT,2010-01-01T00:00:00-02:00,251040,2010,AMC 91-00,6931.0
POPTOT,2010-01-01T00:00:00-02:00,2510402,2010,Municípios,6931.0
POPTOT,2010-01-01T00:00:00-02:00,3146750,2010,Municípios,6931.0
POPTOT,2010-01-01T00:00:00-02:00,2404853,2010,Municípios,6932.0
POPTOT,2010-01-01T00:00:00-02:00,2705408,2010,Municípios,6935.0
POPTOT,2010-01-01T00:00:00-02:00,270540,2010,AMC 60-00,6944.0
POPTOT,2010-01-01T00:00:00-02:00,270540,2010,AMC 70-00,6944.0
POPTOT,2010-01-01T00:00:00-02:00,270540,2010,AMC 91-00,6944.0
POPTOT,2010-01-01T00:00:00-02:00,3127305,2010,Municípios,6951.0
POPTOT,2010-01-01T00:00:00-02:00,3160454,2010,Municípios,6955.0
POPTOT,2010-01-01T00:00:00-02:00,420040,2010,AMC 60-00,6960.0
POPTOT,2010-01-01T00:00:00-02:00,420040,2010,AMC 70-00,6960.0
POPTOT,2010-01-01T00:00:00-02:00,420040,2010,AMC 91-00,6960.0
POPTOT,2010-01-01T00:00:00-02:00,3168804,2010,Municípios,6961.0
POPTOT,2010-01-01T00:00:00-02:00,4200408,2010,Municípios,6961.0
POPTOT,2010-01-01T00:00:00-02:00,3518859,2010,Municípios,6966.0
POPTOT,2010-01-01T00:00:00-02:00,313890,2010,AMC 70-00,6974.0
POPTOT,2010-01-01T00:00:00-02:00,313890,2010,AMC 91-00,6974.0
POPTOT,2010-01-01T00:00:00-02:00,3138906,2010,Municípios,6976.0
POPTOT,2010-01-01T00:00:00-02:00,251160,2010,AMC 60-00,6978.0
POPTOT,2010-01-01T00:00:00-02:00,251160,2010,AMC 70-00,6978.0
POPTOT,2010-01-01T00:00:00-02:00,251160,2010,AMC 91-00,6978.0
POPTOT,2010-01-01T00:00:00-02:00,2511608,2010,Municípios,6978.0
POPTOT,2010-01-01T00:00:00-02:00,3204252,2010,Municípios,6979.0
POPTOT,2010-01-01T00:00:00-02:00,520753,2010,AMC 91-00,6980.0
POPTOT,2010-01-01T00:00:00-02:00,2110658,2010,Municípios,6983.0
POPTOT,2010-01-01T00:00:00-02:00,5207535,2010,Municípios,6983.0
POPTOT,2010-01-01T00:00:00-02:00,230080,2010,AMC 60-00,6984.0
POPTOT,2010-01-01T00:00:00-02:00,230080,2010,AMC 70-00,6984.0
POPTOT,2010-01-01T00:00:00-02:00,230080,2010,AMC 91-00,6984.0
POPTOT,2010-01-01T00:00:00-02:00,2300804,2010,Municípios,6984.0
POPTOT,2010-01-01T00:00:00-02:00,270350,2010,AMC 60-00,6986.0
POPTOT,2010-01-01T00:00:00-02:00,270350,2010,AMC 70-00,6986.0
POPTOT,2010-01-01T00:00:00-02:00,270350,2010,AMC 91-00,6986.0
POPTOT,2010-01-01T00:00:00-02:00,2406304,2010,Municípios,6989.0
POPTOT,2010-01-01T00:00:00-02:00,240630,2010,AMC 70-00,6992.0
POPTOT,2010-01-01T00:00:00-02:00,240630,2010,AMC 91-00,6992.0
POPTOT,2010-01-01T00:00:00-02:00,31AMC6097051,2010,AMC 60-00,6995.0
POPTOT,2010-01-01T00:00:00-02:00,2703502,2010,Municípios,6997.0
POPTOT,2010-01-01T00:00:00-02:00,4210803,2010,Municípios,7000.0
POPTOT,2010-01-01T00:00:00-02:00,5205471,2010,Municípios,7001.0
POPTOT,2010-01-01T00:00:00-02:00,312140,2010,AMC 60-00,7002.0
POPTOT,2010-01-01T00:00:00-02:00,291420,2010,AMC 70-00,7002.0
POPTOT,2010-01-01T00:00:00-02:00,312140,2010,AMC 70-00,7002.0
POPTOT,2010-01-01T00:00:00-02:00,291420,2010,AMC 91-00,7002.0
POPTOT,2010-01-01T00:00:00-02:00,312140,2010,AMC 91-00,7002.0
POPTOT,2010-01-01T00:00:00-02:00,2914208,2010,Municípios,7002.0
POPTOT,2010-01-01T00:00:00-02:00,3121407,2010,Municípios,7002.0
POPTOT,2010-01-01T00:00:00-02:00,4216404,2010,Municípios,7002.0
POPTOT,2010-01-01T00:00:00-02:00,3305133,2010,Municípios,7003.0
POPTOT,2010-01-01T00:00:00-02:00,17AMC6097014,2010,AMC 60-00,7005.0
