CODE,RAW DATE,TERCODIGO,YEAR,NIVNOME,VALUE (R$)
RECORRM,2010-01-01T00:00:00-02:00,4107306,2010,Municípios,9819017.4
RECORRM,2010-01-01T00:00:00-02:00,3145851,2010,Municípios,9821594.47
RECORRM,2010-01-01T00:00:00-02:00,2516805,2010,Municípios,9826784.55
RECORRM,2010-01-01T00:00:00-02:00,3129657,2010,Municípios,9827436.66
RECORRM,2010-01-01T00:00:00-02:00,3157658,2010,Municípios,9831641.47
RECORRM,2010-01-01T00:00:00-02:00,3141306,2010,Municípios,9832880.0
RECORRM,2010-01-01T00:00:00-02:00,2515971,2010,Municípios,9834413.25
RECORRM,2010-01-01T00:00:00-02:00,3541109,2010,Municípios,9837008.07
RECORRM,2010-01-01T00:00:00-02:00,3547106,2010,Municípios,9837702.39
RECORRM,2010-01-01T00:00:00-02:00,3171709,2010,Municípios,9839384.26
RECORRM,2010-01-01T00:00:00-02:00,2109759,2010,Municípios,9839434.06
RECORRM,2010-01-01T00:00:00-02:00,4307831,2010,Municípios,9840557.42
RECORRM,2010-01-01T00:00:00-02:00,4315552,2010,Municípios,9840959.83
RECORRM,2010-01-01T00:00:00-02:00,4124905,2010,Municípios,9845787.62
RECORRM,2010-01-01T00:00:00-02:00,3112406,2010,Municípios,9847585.32
RECORRM,2010-01-01T00:00:00-02:00,4305439,2010,Municípios,9849103.67
RECORRM,2010-01-01T00:00:00-02:00,4213351,2010,Municípios,9850478.0
RECORRM,2010-01-01T00:00:00-02:00,3118908,2010,Municípios,9853231.62
RECORRM,2010-01-01T00:00:00-02:00,4313086,2010,Municípios,9855905.2
RECORRM,2010-01-01T00:00:00-02:00,2203107,2010,Municípios,9864160.86
RECORRM,2010-01-01T00:00:00-02:00,4120309,2010,Municípios,9864725.75
RECORRM,2010-01-01T00:00:00-02:00,2513158,2010,Municípios,9873570.74
RECORRM,2010-01-01T00:00:00-02:00,3157609,2010,Municípios,9876624.35
RECORRM,2010-01-01T00:00:00-02:00,4305871,2010,Municípios,9881640.13
RECORRM,2010-01-01T00:00:00-02:00,4318465,2010,Municípios,9891267.67
RECORRM,2010-01-01T00:00:00-02:00,3153509,2010,Municípios,9891527.78
RECORRM,2010-01-01T00:00:00-02:00,1714203,2010,Municípios,9900671.22
RECORRM,2010-01-01T00:00:00-02:00,4305959,2010,Municípios,9906289.0
RECORRM,2010-01-01T00:00:00-02:00,4303202,2010,Municípios,9909380.75
RECORRM,2010-01-01T00:00:00-02:00,2909505,2010,Municípios,9921358.01999999
RECORRM,2010-01-01T00:00:00-02:00,4213005,2010,Municípios,9924875.03
RECORRM,2010-01-01T00:00:00-02:00,3161403,2010,Municípios,9925879.28
RECORRM,2010-01-01T00:00:00-02:00,4323705,2010,Municípios,9926857.18999999
RECORRM,2010-01-01T00:00:00-02:00,3138906,2010,Municípios,9927695.15
RECORRM,2010-01-01T00:00:00-02:00,3120870,2010,Municípios,9928033.23
RECORRM,2010-01-01T00:00:00-02:00,4126652,2010,Municípios,9930909.81
RECORRM,2010-01-01T00:00:00-02:00,3131109,2010,Municípios,9931964.51999999
RECORRM,2010-01-01T00:00:00-02:00,2410207,2010,Municípios,9934096.16
RECORRM,2010-01-01T00:00:00-02:00,3545100,2010,Municípios,9939404.83
RECORRM,2010-01-01T00:00:00-02:00,4200309,2010,Municípios,9941353.54
RECORRM,2010-01-01T00:00:00-02:00,3135704,2010,Municípios,9952446.31
RECORRM,2010-01-01T00:00:00-02:00,3154408,2010,Municípios,9954554.68999999
RECORRM,2010-01-01T00:00:00-02:00,3527702,2010,Municípios,9955449.89
RECORRM,2010-01-01T00:00:00-02:00,2413102,2010,Municípios,9957369.38
RECORRM,2010-01-01T00:00:00-02:00,3528858,2010,Municípios,9958368.84
RECORRM,2010-01-01T00:00:00-02:00,4122800,2010,Municípios,9961757.93999999
RECORRM,2010-01-01T00:00:00-02:00,2109239,2010,Municípios,9963165.0
RECORRM,2010-01-01T00:00:00-02:00,2504157,2010,Municípios,9963260.34
RECORRM,2010-01-01T00:00:00-02:00,3167509,2010,Municípios,9965304.26
RECORRM,2010-01-01T00:00:00-02:00,2111631,2010,Municípios,9969296.4
RECORRM,2010-01-01T00:00:00-02:00,5215405,2010,Municípios,9970613.87
RECORRM,2010-01-01T00:00:00-02:00,3156304,2010,Municípios,9970747.73
RECORRM,2010-01-01T00:00:00-02:00,4214904,2010,Municípios,9972741.2
RECORRM,2010-01-01T00:00:00-02:00,3154150,2010,Municípios,9973758.98
RECORRM,2010-01-01T00:00:00-02:00,4303301,2010,Municípios,9974675.3
RECORRM,2010-01-01T00:00:00-02:00,3130606,2010,Municípios,9983005.81
RECORRM,2010-01-01T00:00:00-02:00,3508900,2010,Municípios,9984463.53
RECORRM,2010-01-01T00:00:00-02:00,3165206,2010,Municípios,9985530.51
RECORRM,2010-01-01T00:00:00-02:00,1710508,2010,Municípios,9985607.18999999
RECORRM,2010-01-01T00:00:00-02:00,2111722,2010,Municípios,9986359.18999999
RECORRM,2010-01-01T00:00:00-02:00,2112274,2010,Municípios,9989178.3
RECORRM,2010-01-01T00:00:00-02:00,3125606,2010,Municípios,9992382.38
RECORRM,2010-01-01T00:00:00-02:00,2507408,2010,Municípios,9994470.7
RECORRM,2010-01-01T00:00:00-02:00,2202059,2010,Municípios,9995046.68999999
RECORRM,2010-01-01T00:00:00-02:00,4311130,2010,Municípios,9996949.96
RECORRM,2010-01-01T00:00:00-02:00,1722081,2010,Municípios,9998376.87
RECORRM,2010-01-01T00:00:00-02:00,3164472,2010,Municípios,10001145.45
RECORRM,2010-01-01T00:00:00-02:00,4218103,2010,Municípios,10001416.8
RECORRM,2010-01-01T00:00:00-02:00,4310306,2010,Municípios,10004113.46
RECORRM,2010-01-01T00:00:00-02:00,4110003,2010,Municípios,10006326.45
RECORRM,2010-01-01T00:00:00-02:00,4311734,2010,Municípios,10006756.6
RECORRM,2010-01-01T00:00:00-02:00,3156452,2010,Municípios,10009591.59
RECORRM,2010-01-01T00:00:00-02:00,3120409,2010,Municípios,10013889.65
RECORRM,2010-01-01T00:00:00-02:00,3161205,2010,Municípios,10014590.92
RECORRM,2010-01-01T00:00:00-02:00,3532702,2010,Municípios,10015654.0
RECORRM,2010-01-01T00:00:00-02:00,2509156,2010,Municípios,10016195.45
RECORRM,2010-01-01T00:00:00-02:00,5102694,2010,Municípios,10016428.78
RECORRM,2010-01-01T00:00:00-02:00,3531001,2010,Municípios,10017917.9399999
RECORRM,2010-01-01T00:00:00-02:00,1501253,2010,Municípios,10020469.56
RECORRM,2010-01-01T00:00:00-02:00,2410900,2010,Municípios,10021108.09
RECORRM,2010-01-01T00:00:00-02:00,4311791,2010,Municípios,10030096.05
RECORRM,2010-01-01T00:00:00-02:00,1400407,2010,Municípios,10030910.72
RECORRM,2010-01-01T00:00:00-02:00,4311981,2010,Municípios,10036589.84
RECORRM,2010-01-01T00:00:00-02:00,3160108,2010,Municípios,10043339.28
RECORRM,2010-01-01T00:00:00-02:00,3534104,2010,Municípios,10044569.99
RECORRM,2010-01-01T00:00:00-02:00,4121257,2010,Municípios,10047955.67
RECORRM,2010-01-01T00:00:00-02:00,4107801,2010,Municípios,10057623.82
RECORRM,2010-01-01T00:00:00-02:00,2100550,2010,Municípios,10059381.1199999
RECORRM,2010-01-01T00:00:00-02:00,2402907,2010,Municípios,10061450.7699999
RECORRM,2010-01-01T00:00:00-02:00,2205557,2010,Municípios,10063274.6199999
RECORRM,2010-01-01T00:00:00-02:00,2100105,2010,Municípios,10063946.33
RECORRM,2010-01-01T00:00:00-02:00,4204152,2010,Municípios,10064365.2699999
RECORRM,2010-01-01T00:00:00-02:00,4302238,2010,Municípios,10066138.28
RECORRM,2010-01-01T00:00:00-02:00,4204194,2010,Municípios,10067312.48
RECORRM,2010-01-01T00:00:00-02:00,3105004,2010,Municípios,10070256.41
RECORRM,2010-01-01T00:00:00-02:00,5212709,2010,Municípios,10079486.3
RECORRM,2010-01-01T00:00:00-02:00,4110409,2010,Municípios,10087293.64
RECORRM,2010-01-01T00:00:00-02:00,2201051,2010,Municípios,10087720.31
RECORRM,2010-01-01T00:00:00-02:00,3116902,2010,Municípios,10089763.8
RECORRM,2010-01-01T00:00:00-02:00,4306973,2010,Municípios,10097323.38
RECORRM,2010-01-01T00:00:00-02:00,3165909,2010,Municípios,10097863.28
RECORRM,2010-01-01T00:00:00-02:00,3132602,2010,Municípios,10100135.07
RECORRM,2010-01-01T00:00:00-02:00,5108352,2010,Municípios,10100445.97
RECORRM,2010-01-01T00:00:00-02:00,5212956,2010,Municípios,10103504.53
RECORRM,2010-01-01T00:00:00-02:00,3167400,2010,Municípios,10104123.86
RECORRM,2010-01-01T00:00:00-02:00,4306429,2010,Municípios,10108710.0399999
RECORRM,2010-01-01T00:00:00-02:00,4113452,2010,Municípios,10124221.88
RECORRM,2010-01-01T00:00:00-02:00,2101970,2010,Municípios,10126993.84
RECORRM,2010-01-01T00:00:00-02:00,4314498,2010,Municípios,10131137.18
RECORRM,2010-01-01T00:00:00-02:00,5207352,2010,Municípios,10133240.47
RECORRM,2010-01-01T00:00:00-02:00,3527801,2010,Municípios,10138056.32
RECORRM,2010-01-01T00:00:00-02:00,2105658,2010,Municípios,10138493.61
RECORRM,2010-01-01T00:00:00-02:00,3520608,2010,Municípios,10141647.51
RECORRM,2010-01-01T00:00:00-02:00,4306304,2010,Municípios,10143103.71
RECORRM,2010-01-01T00:00:00-02:00,2408409,2010,Municípios,10145620.35
RECORRM,2010-01-01T00:00:00-02:00,1600238,2010,Municípios,10146137.81
RECORRM,2010-01-01T00:00:00-02:00,4114708,2010,Municípios,10150309.67
RECORRM,2010-01-01T00:00:00-02:00,2405009,2010,Municípios,10153842.93
RECORRM,2010-01-01T00:00:00-02:00,3168309,2010,Municípios,10158268.11
RECORRM,2010-01-01T00:00:00-02:00,4108700,2010,Municípios,10158330.81
RECORRM,2010-01-01T00:00:00-02:00,4321634,2010,Municípios,10158693.2
RECORRM,2010-01-01T00:00:00-02:00,2910776,2010,Municípios,10160449.08
RECORRM,2010-01-01T00:00:00-02:00,5222203,2010,Municípios,10161556.43
RECORRM,2010-01-01T00:00:00-02:00,3507456,2010,Municípios,10163839.56
RECORRM,2010-01-01T00:00:00-02:00,4113759,2010,Municípios,10164138.1
RECORRM,2010-01-01T00:00:00-02:00,2106672,2010,Municípios,10171721.39
RECORRM,2010-01-01T00:00:00-02:00,3157401,2010,Municípios,10172286.74
RECORRM,2010-01-01T00:00:00-02:00,4219358,2010,Municípios,10172907.35
RECORRM,2010-01-01T00:00:00-02:00,3516804,2010,Municípios,10176322.85
RECORRM,2010-01-01T00:00:00-02:00,4300455,2010,Municípios,10182800.74
RECORRM,2010-01-01T00:00:00-02:00,2509800,2010,Municípios,10199501.38
RECORRM,2010-01-01T00:00:00-02:00,2505006,2010,Municípios,10199649.35
RECORRM,2010-01-01T00:00:00-02:00,4305975,2010,Municípios,10203972.88
RECORRM,2010-01-01T00:00:00-02:00,4100103,2010,Municípios,10204860.75
RECORRM,2010-01-01T00:00:00-02:00,4313607,2010,Municípios,10204868.1
RECORRM,2010-01-01T00:00:00-02:00,3127339,2010,Municípios,10208548.51
RECORRM,2010-01-01T00:00:00-02:00,4307203,2010,Municípios,10208886.65
RECORRM,2010-01-01T00:00:00-02:00,4206603,2010,Municípios,10214475.47
RECORRM,2010-01-01T00:00:00-02:00,4107702,2010,Municípios,10214687.35
RECORRM,2010-01-01T00:00:00-02:00,3142403,2010,Municípios,10222518.5
RECORRM,2010-01-01T00:00:00-02:00,3522000,2010,Municípios,10224531.28
RECORRM,2010-01-01T00:00:00-02:00,4100905,2010,Municípios,10226155.24
RECORRM,2010-01-01T00:00:00-02:00,2607109,2010,Municípios,10226203.68
RECORRM,2010-01-01T00:00:00-02:00,2201606,2010,Municípios,10226224.59
RECORRM,2010-01-01T00:00:00-02:00,2516409,2010,Municípios,10230352.2
RECORRM,2010-01-01T00:00:00-02:00,3522653,2010,Municípios,10234286.1899999
RECORRM,2010-01-01T00:00:00-02:00,3135456,2010,Municípios,10234473.74
RECORRM,2010-01-01T00:00:00-02:00,3547403,2010,Municípios,10236699.55
RECORRM,2010-01-01T00:00:00-02:00,2413003,2010,Municípios,10238810.23
RECORRM,2010-01-01T00:00:00-02:00,5214101,2010,Municípios,10240058.25
RECORRM,2010-01-01T00:00:00-02:00,1707702,2010,Municípios,10244948.55
RECORRM,2010-01-01T00:00:00-02:00,5200829,2010,Municípios,10245277.58
RECORRM,2010-01-01T00:00:00-02:00,5221197,2010,Municípios,10245640.35
RECORRM,2010-01-01T00:00:00-02:00,4319372,2010,Municípios,10248965.24
RECORRM,2010-01-01T00:00:00-02:00,4303673,2010,Municípios,10251320.82
RECORRM,2010-01-01T00:00:00-02:00,3156502,2010,Municípios,10252002.34
RECORRM,2010-01-01T00:00:00-02:00,2100402,2010,Municípios,10258244.07
RECORRM,2010-01-01T00:00:00-02:00,2403004,2010,Municípios,10272499.05
RECORRM,2010-01-01T00:00:00-02:00,3555307,2010,Municípios,10274775.9399999
RECORRM,2010-01-01T00:00:00-02:00,4202503,2010,Municípios,10285891.15
RECORRM,2010-01-01T00:00:00-02:00,2407302,2010,Municípios,10286614.81
RECORRM,2010-01-01T00:00:00-02:00,3120151,2010,Municípios,10287607.75
RECORRM,2010-01-01T00:00:00-02:00,1101468,2010,Municípios,10292514.16
RECORRM,2010-01-01T00:00:00-02:00,3515301,2010,Municípios,10297229.41
RECORRM,2010-01-01T00:00:00-02:00,4323101,2010,Municípios,10297697.7
RECORRM,2010-01-01T00:00:00-02:00,2805208,2010,Municípios,10304224.72
RECORRM,2010-01-01T00:00:00-02:00,4212700,2010,Municípios,10304430.38
RECORRM,2010-01-01T00:00:00-02:00,2512036,2010,Municípios,10312034.0
RECORRM,2010-01-01T00:00:00-02:00,4310538,2010,Municípios,10314737.01
RECORRM,2010-01-01T00:00:00-02:00,3505351,2010,Municípios,10317297.84
RECORRM,2010-01-01T00:00:00-02:00,3155900,2010,Municípios,10319372.48
RECORRM,2010-01-01T00:00:00-02:00,4103222,2010,Municípios,10319734.93
RECORRM,2010-01-01T00:00:00-02:00,3116506,2010,Municípios,10324391.21
RECORRM,2010-01-01T00:00:00-02:00,3531704,2010,Municípios,10330343.76
RECORRM,2010-01-01T00:00:00-02:00,2507200,2010,Municípios,10331646.24
RECORRM,2010-01-01T00:00:00-02:00,3543204,2010,Municípios,10335626.07
RECORRM,2010-01-01T00:00:00-02:00,4111704,2010,Municípios,10335864.1899999
RECORRM,2010-01-01T00:00:00-02:00,2208650,2010,Municípios,10340443.98
RECORRM,2010-01-01T00:00:00-02:00,2806503,2010,Municípios,10343482.93
RECORRM,2010-01-01T00:00:00-02:00,5208509,2010,Municípios,10345237.7
RECORRM,2010-01-01T00:00:00-02:00,2202026,2010,Municípios,10348796.2
RECORRM,2010-01-01T00:00:00-02:00,3104809,2010,Municípios,10353296.25
RECORRM,2010-01-01T00:00:00-02:00,3117836,2010,Municípios,10354874.33
RECORRM,2010-01-01T00:00:00-02:00,3122207,2010,Municípios,10358794.76
RECORRM,2010-01-01T00:00:00-02:00,4200606,2010,Municípios,10366693.41
RECORRM,2010-01-01T00:00:00-02:00,3127503,2010,Municípios,10372624.71
RECORRM,2010-01-01T00:00:00-02:00,1400704,2010,Municípios,10374803.83
RECORRM,2010-01-01T00:00:00-02:00,3134509,2010,Municípios,10375707.23
RECORRM,2010-01-01T00:00:00-02:00,2409704,2010,Municípios,10381976.2
RECORRM,2010-01-01T00:00:00-02:00,3103702,2010,Municípios,10385091.07
RECORRM,2010-01-01T00:00:00-02:00,1101476,2010,Municípios,10391021.74
RECORRM,2010-01-01T00:00:00-02:00,4320602,2010,Municípios,10396054.48
RECORRM,2010-01-01T00:00:00-02:00,4118600,2010,Municípios,10396982.83
RECORRM,2010-01-01T00:00:00-02:00,3134103,2010,Municípios,10397475.82
RECORRM,2010-01-01T00:00:00-02:00,5207600,2010,Municípios,10398803.15
RECORRM,2010-01-01T00:00:00-02:00,4115457,2010,Municípios,10403170.47
RECORRM,2010-01-01T00:00:00-02:00,3129004,2010,Municípios,10405856.64
RECORRM,2010-01-01T00:00:00-02:00,2208908,2010,Municípios,10407500.38
RECORRM,2010-01-01T00:00:00-02:00,3129608,2010,Municípios,10410213.7699999
RECORRM,2010-01-01T00:00:00-02:00,4313011,2010,Municípios,10411374.6
RECORRM,2010-01-01T00:00:00-02:00,3521150,2010,Municípios,10417345.92
RECORRM,2010-01-01T00:00:00-02:00,3533254,2010,Municípios,10418375.78
RECORRM,2010-01-01T00:00:00-02:00,3127305,2010,Municípios,10420202.43
RECORRM,2010-01-01T00:00:00-02:00,3170578,2010,Municípios,10425202.01
RECORRM,2010-01-01T00:00:00-02:00,4207403,2010,Municípios,10426047.03
RECORRM,2010-01-01T00:00:00-02:00,1717503,2010,Municípios,10426294.3
RECORRM,2010-01-01T00:00:00-02:00,4109757,2010,Municípios,10426960.6
RECORRM,2010-01-01T00:00:00-02:00,2104073,2010,Municípios,10431385.8699999
RECORRM,2010-01-01T00:00:00-02:00,4310702,2010,Municípios,10433226.72
RECORRM,2010-01-01T00:00:00-02:00,4209508,2010,Municípios,10437180.8699999
RECORRM,2010-01-01T00:00:00-02:00,1101450,2010,Municípios,10440264.26
RECORRM,2010-01-01T00:00:00-02:00,3121308,2010,Municípios,10440857.83
RECORRM,2010-01-01T00:00:00-02:00,3140530,2010,Municípios,10454263.96
RECORRM,2010-01-01T00:00:00-02:00,4316956,2010,Municípios,10456423.82
RECORRM,2010-01-01T00:00:00-02:00,2927804,2010,Municípios,10462121.66
RECORRM,2010-01-01T00:00:00-02:00,2933406,2010,Municípios,10466899.15
RECORRM,2010-01-01T00:00:00-02:00,3152709,2010,Municípios,10468408.53
RECORRM,2010-01-01T00:00:00-02:00,2806404,2010,Municípios,10468506.98
RECORRM,2010-01-01T00:00:00-02:00,3157377,2010,Municípios,10469927.01
RECORRM,2010-01-01T00:00:00-02:00,5203807,2010,Municípios,10477228.7699999
RECORRM,2010-01-01T00:00:00-02:00,3539707,2010,Municípios,10478231.82
RECORRM,2010-01-01T00:00:00-02:00,4119202,2010,Municípios,10479675.08
RECORRM,2010-01-01T00:00:00-02:00,4311122,2010,Municípios,10483636.24
RECORRM,2010-01-01T00:00:00-02:00,3539905,2010,Municípios,10484158.1199999
RECORRM,2010-01-01T00:00:00-02:00,4112405,2010,Municípios,10485127.21
RECORRM,2010-01-01T00:00:00-02:00,3107604,2010,Municípios,10487283.75
RECORRM,2010-01-01T00:00:00-02:00,1702406,2010,Municípios,10488388.88
RECORRM,2010-01-01T00:00:00-02:00,4123956,2010,Municípios,10495612.46
RECORRM,2010-01-01T00:00:00-02:00,3132008,2010,Municípios,10497473.86
RECORRM,2010-01-01T00:00:00-02:00,3106101,2010,Municípios,10500045.46
RECORRM,2010-01-01T00:00:00-02:00,3166303,2010,Municípios,10503753.16
RECORRM,2010-01-01T00:00:00-02:00,4305447,2010,Municípios,10509215.0399999
RECORRM,2010-01-01T00:00:00-02:00,3145877,2010,Municípios,10511274.74
RECORRM,2010-01-01T00:00:00-02:00,4219853,2010,Municípios,10516229.1
RECORRM,2010-01-01T00:00:00-02:00,4104055,2010,Municípios,10519727.15
RECORRM,2010-01-01T00:00:00-02:00,3502606,2010,Municípios,10525444.9399999
RECORRM,2010-01-01T00:00:00-02:00,3532108,2010,Municípios,10525837.42
RECORRM,2010-01-01T00:00:00-02:00,3148509,2010,Municípios,10525891.56
RECORRM,2010-01-01T00:00:00-02:00,2923506,2010,Municípios,10526297.99
RECORRM,2010-01-01T00:00:00-02:00,2404853,2010,Municípios,10529400.88
RECORRM,2010-01-01T00:00:00-02:00,3112505,2010,Municípios,10530443.86
RECORRM,2010-01-01T00:00:00-02:00,3528205,2010,Municípios,10530941.08
RECORRM,2010-01-01T00:00:00-02:00,3146552,2010,Municípios,10538639.2899999
RECORRM,2010-01-01T00:00:00-02:00,4314175,2010,Municípios,10539115.01
RECORRM,2010-01-01T00:00:00-02:00,4314209,2010,Municípios,10539158.68
RECORRM,2010-01-01T00:00:00-02:00,4126009,2010,Municípios,10549156.4399999
RECORRM,2010-01-01T00:00:00-02:00,3148301,2010,Municípios,10557083.9
RECORRM,2010-01-01T00:00:00-02:00,2412807,2010,Municípios,10559787.22
RECORRM,2010-01-01T00:00:00-02:00,3548401,2010,Municípios,10561380.86
RECORRM,2010-01-01T00:00:00-02:00,3123007,2010,Municípios,10564989.72
RECORRM,2010-01-01T00:00:00-02:00,3540259,2010,Municípios,10567800.95
RECORRM,2010-01-01T00:00:00-02:00,2701357,2010,Municípios,10570880.23
RECORRM,2010-01-01T00:00:00-02:00,4200804,2010,Municípios,10576377.25
RECORRM,2010-01-01T00:00:00-02:00,2709004,2010,Municípios,10578152.66
RECORRM,2010-01-01T00:00:00-02:00,5101852,2010,Municípios,10580752.81
RECORRM,2010-01-01T00:00:00-02:00,3542305,2010,Municípios,10580892.0
RECORRM,2010-01-01T00:00:00-02:00,4109203,2010,Municípios,10586626.17
RECORRM,2010-01-01T00:00:00-02:00,3126604,2010,Municípios,10588150.26
RECORRM,2010-01-01T00:00:00-02:00,3166907,2010,Municípios,10588918.17
RECORRM,2010-01-01T00:00:00-02:00,4303558,2010,Municípios,10590942.72
RECORRM,2010-01-01T00:00:00-02:00,4312104,2010,Municípios,10591653.88
RECORRM,2010-01-01T00:00:00-02:00,2413409,2010,Municípios,10594266.31
RECORRM,2010-01-01T00:00:00-02:00,4120853,2010,Municípios,10603665.57
RECORRM,2010-01-01T00:00:00-02:00,4115002,2010,Municípios,10608191.33
RECORRM,2010-01-01T00:00:00-02:00,3106606,2010,Municípios,10608643.06
RECORRM,2010-01-01T00:00:00-02:00,4213302,2010,Municípios,10612638.49
RECORRM,2010-01-01T00:00:00-02:00,3158904,2010,Municípios,10613372.5399999
RECORRM,2010-01-01T00:00:00-02:00,4205209,2010,Municípios,10614955.31
RECORRM,2010-01-01T00:00:00-02:00,3527900,2010,Municípios,10615940.2699999
RECORRM,2010-01-01T00:00:00-02:00,5200175,2010,Municípios,10620669.99
RECORRM,2010-01-01T00:00:00-02:00,3127073,2010,Municípios,10621461.78
RECORRM,2010-01-01T00:00:00-02:00,4128633,2010,Municípios,10628562.18
RECORRM,2010-01-01T00:00:00-02:00,1101559,2010,Municípios,10629584.43
RECORRM,2010-01-01T00:00:00-02:00,5104542,2010,Municípios,10633905.7
RECORRM,2010-01-01T00:00:00-02:00,3525409,2010,Municípios,10636373.03
RECORRM,2010-01-01T00:00:00-02:00,5204854,2010,Municípios,10640670.78
RECORRM,2010-01-01T00:00:00-02:00,3523800,2010,Municípios,10651288.78
RECORRM,2010-01-01T00:00:00-02:00,3152303,2010,Municípios,10653094.84
RECORRM,2010-01-01T00:00:00-02:00,3138005,2010,Municípios,10655468.85
RECORRM,2010-01-01T00:00:00-02:00,4207601,2010,Municípios,10660104.13
RECORRM,2010-01-01T00:00:00-02:00,3169505,2010,Municípios,10662977.51
RECORRM,2010-01-01T00:00:00-02:00,3508306,2010,Municípios,10664460.26
RECORRM,2010-01-01T00:00:00-02:00,2602506,2010,Municípios,10667669.66
RECORRM,2010-01-01T00:00:00-02:00,2906402,2010,Municípios,10668867.98
RECORRM,2010-01-01T00:00:00-02:00,4219101,2010,Municípios,10669435.8
RECORRM,2010-01-01T00:00:00-02:00,2924108,2010,Municípios,10673406.05
RECORRM,2010-01-01T00:00:00-02:00,3107505,2010,Municípios,10674430.28
RECORRM,2010-01-01T00:00:00-02:00,5219902,2010,Municípios,10676892.93
RECORRM,2010-01-01T00:00:00-02:00,2109551,2010,Municípios,10682063.3
RECORRM,2010-01-01T00:00:00-02:00,3120300,2010,Municípios,10693691.0199999
RECORRM,2010-01-01T00:00:00-02:00,3145059,2010,Municípios,10694154.2899999
RECORRM,2010-01-01T00:00:00-02:00,3530904,2010,Municípios,10694712.2899999
RECORRM,2010-01-01T00:00:00-02:00,3123809,2010,Municípios,10699319.95
RECORRM,2010-01-01T00:00:00-02:00,2802700,2010,Municípios,10702292.74
RECORRM,2010-01-01T00:00:00-02:00,3151008,2010,Municípios,10705238.97
RECORRM,2010-01-01T00:00:00-02:00,3526308,2010,Municípios,10706141.75
RECORRM,2010-01-01T00:00:00-02:00,4303400,2010,Municípios,10706984.3
RECORRM,2010-01-01T00:00:00-02:00,1400506,2010,Municípios,10712280.01
RECORRM,2010-01-01T00:00:00-02:00,3528304,2010,Municípios,10721791.07
RECORRM,2010-01-01T00:00:00-02:00,2511608,2010,Municípios,10726864.0
RECORRM,2010-01-01T00:00:00-02:00,4309753,2010,Municípios,10728056.1899999
RECORRM,2010-01-01T00:00:00-02:00,4126900,2010,Municípios,10728205.14
RECORRM,2010-01-01T00:00:00-02:00,2910305,2010,Municípios,10731822.76
RECORRM,2010-01-01T00:00:00-02:00,3502408,2010,Municípios,10734870.45
RECORRM,2010-01-01T00:00:00-02:00,2508208,2010,Municípios,10736666.65
RECORRM,2010-01-01T00:00:00-02:00,2702207,2010,Municípios,10736775.5399999
RECORRM,2010-01-01T00:00:00-02:00,2101731,2010,Municípios,10738082.54
RECORRM,2010-01-01T00:00:00-02:00,4200903,2010,Municípios,10745440.11
RECORRM,2010-01-01T00:00:00-02:00,4312054,2010,Municípios,10747272.13
RECORRM,2010-01-01T00:00:00-02:00,3157252,2010,Municípios,10753025.18
RECORRM,2010-01-01T00:00:00-02:00,4117206,2010,Municípios,10753335.23
RECORRM,2010-01-01T00:00:00-02:00,3165305,2010,Municípios,10756389.02
RECORRM,2010-01-01T00:00:00-02:00,1200179,2010,Municípios,10757005.45
RECORRM,2010-01-01T00:00:00-02:00,3165701,2010,Municípios,10759210.58
RECORRM,2010-01-01T00:00:00-02:00,2511509,2010,Municípios,10762100.77
RECORRM,2010-01-01T00:00:00-02:00,5219712,2010,Municípios,10768845.82
RECORRM,2010-01-01T00:00:00-02:00,4305504,2010,Municípios,10770157.59
RECORRM,2010-01-01T00:00:00-02:00,3509957,2010,Municípios,10779038.69
RECORRM,2010-01-01T00:00:00-02:00,4107157,2010,Municípios,10784600.95
RECORRM,2010-01-01T00:00:00-02:00,1505601,2010,Municípios,10787202.57
RECORRM,2010-01-01T00:00:00-02:00,4318622,2010,Municípios,10788695.69
RECORRM,2010-01-01T00:00:00-02:00,4309951,2010,Municípios,10788980.78
RECORRM,2010-01-01T00:00:00-02:00,2901502,2010,Municípios,10794375.14
RECORRM,2010-01-01T00:00:00-02:00,4321352,2010,Municípios,10799392.03
RECORRM,2010-01-01T00:00:00-02:00,3164001,2010,Municípios,10811504.27
RECORRM,2010-01-01T00:00:00-02:00,4107900,2010,Municípios,10812204.38
RECORRM,2010-01-01T00:00:00-02:00,4103206,2010,Municípios,10813478.44
RECORRM,2010-01-01T00:00:00-02:00,1703867,2010,Municípios,10815896.07
RECORRM,2010-01-01T00:00:00-02:00,3166204,2010,Municípios,10816418.19
RECORRM,2010-01-01T00:00:00-02:00,4308078,2010,Municípios,10820479.0
RECORRM,2010-01-01T00:00:00-02:00,4309159,2010,Municípios,10822983.37
RECORRM,2010-01-01T00:00:00-02:00,2705309,2010,Municípios,10826565.88
RECORRM,2010-01-01T00:00:00-02:00,4121109,2010,Municípios,10828644.06
RECORRM,2010-01-01T00:00:00-02:00,5221502,2010,Municípios,10829557.22
RECORRM,2010-01-01T00:00:00-02:00,4322541,2010,Municípios,10832874.26
RECORRM,2010-01-01T00:00:00-02:00,4323200,2010,Municípios,10834023.32
RECORRM,2010-01-01T00:00:00-02:00,1701002,2010,Municípios,10835226.7
RECORRM,2010-01-01T00:00:00-02:00,3540309,2010,Municípios,10841481.09
