code,date,value,uname,tcode
ADH_IDHM,14610.0,0.591,Municipality,2613107
ADH_IDHM,7670.0,0.278,Municipality,2613206
ADH_IDHM,10957.0,0.398,Municipality,2613206
ADH_IDHM,14610.0,0.57,Municipality,2613206
ADH_IDHM,7670.0,0.293,Municipality,2613305
ADH_IDHM,10957.0,0.365,Municipality,2613305
ADH_IDHM,14610.0,0.537,Municipality,2613305
ADH_IDHM,7670.0,0.306,Municipality,2613404
ADH_IDHM,10957.0,0.474,Municipality,2613404
ADH_IDHM,14610.0,0.608,Municipality,2613404
ADH_IDHM,7670.0,0.309,Municipality,2613503
ADH_IDHM,10957.0,0.439,Municipality,2613503
ADH_IDHM,14610.0,0.61,Municipality,2613503
ADH_IDHM,7670.0,0.397,Municipality,2613602
ADH_IDHM,10957.0,0.508,Municipality,2613602
ADH_IDHM,14610.0,0.635,Municipality,2613602
ADH_IDHM,7670.0,0.416,Municipality,2613701
ADH_IDHM,10957.0,0.53,Municipality,2613701
ADH_IDHM,14610.0,0.653,Municipality,2613701
ADH_IDHM,7670.0,0.319,Municipality,2613800
ADH_IDHM,10957.0,0.416,Municipality,2613800
ADH_IDHM,14610.0,0.549,Municipality,2613800
ADH_IDHM,7670.0,0.401,Municipality,2613909
ADH_IDHM,10957.0,0.499,Municipality,2613909
ADH_IDHM,14610.0,0.661,Municipality,2613909
ADH_IDHM,7670.0,0.259,Municipality,2614006
ADH_IDHM,10957.0,0.41,Municipality,2614006
ADH_IDHM,14610.0,0.595,Municipality,2614006
ADH_IDHM,7670.0,0.386,Municipality,2614105
ADH_IDHM,10957.0,0.485,Municipality,2614105
ADH_IDHM,14610.0,0.613,Municipality,2614105
ADH_IDHM,7670.0,0.293,Municipality,2614204
ADH_IDHM,10957.0,0.436,Municipality,2614204
ADH_IDHM,14610.0,0.597,Municipality,2614204
ADH_IDHM,7670.0,0.296,Municipality,2614303
ADH_IDHM,10957.0,0.44,Municipality,2614303
ADH_IDHM,14610.0,0.6,Municipality,2614303
ADH_IDHM,7670.0,0.28,Municipality,2614402
ADH_IDHM,10957.0,0.403,Municipality,2614402
ADH_IDHM,14610.0,0.585,Municipality,2614402
ADH_IDHM,7670.0,0.389,Municipality,2614501
ADH_IDHM,10957.0,0.494,Municipality,2614501
ADH_IDHM,14610.0,0.635,Municipality,2614501
ADH_IDHM,7670.0,0.361,Municipality,2614600
ADH_IDHM,10957.0,0.475,Municipality,2614600
ADH_IDHM,14610.0,0.605,Municipality,2614600
ADH_IDHM,7670.0,0.259,Municipality,2614709
ADH_IDHM,10957.0,0.397,Municipality,2614709
ADH_IDHM,14610.0,0.554,Municipality,2614709
ADH_IDHM,7670.0,0.344,Municipality,2614808
ADH_IDHM,10957.0,0.411,Municipality,2614808
ADH_IDHM,14610.0,0.573,Municipality,2614808
ADH_IDHM,7670.0,0.285,Municipality,2614857
ADH_IDHM,10957.0,0.402,Municipality,2614857
ADH_IDHM,14610.0,0.593,Municipality,2614857
ADH_IDHM,7670.0,0.358,Municipality,2615003
ADH_IDHM,10957.0,0.48,Municipality,2615003
ADH_IDHM,14610.0,0.641,Municipality,2615003
ADH_IDHM,7670.0,0.285,Municipality,2615102
ADH_IDHM,10957.0,0.352,Municipality,2615102
ADH_IDHM,14610.0,0.545,Municipality,2615102
ADH_IDHM,7670.0,0.399,Municipality,2615201
ADH_IDHM,10957.0,0.494,Municipality,2615201
ADH_IDHM,14610.0,0.599,Municipality,2615201
ADH_IDHM,7670.0,0.367,Municipality,2615300
ADH_IDHM,10957.0,0.489,Municipality,2615300
ADH_IDHM,14610.0,0.618,Municipality,2615300
ADH_IDHM,7670.0,0.448,Municipality,2615409
ADH_IDHM,10957.0,0.481,Municipality,2615409
ADH_IDHM,14610.0,0.618,Municipality,2615409
ADH_IDHM,7670.0,0.336,Municipality,2615508
ADH_IDHM,10957.0,0.444,Municipality,2615508
ADH_IDHM,14610.0,0.605,Municipality,2615508
ADH_IDHM,7670.0,0.313,Municipality,2615607
ADH_IDHM,10957.0,0.462,Municipality,2615607
ADH_IDHM,14610.0,0.595,Municipality,2615607
ADH_IDHM,7670.0,0.404,Municipality,2615706
ADH_IDHM,10957.0,0.552,Municipality,2615706
ADH_IDHM,14610.0,0.67,Municipality,2615706
ADH_IDHM,7670.0,0.225,Municipality,2615805
ADH_IDHM,10957.0,0.343,Municipality,2615805
ADH_IDHM,14610.0,0.519,Municipality,2615805
ADH_IDHM,7670.0,0.392,Municipality,2615904
ADH_IDHM,10957.0,0.528,Municipality,2615904
ADH_IDHM,14610.0,0.634,Municipality,2615904
ADH_IDHM,7670.0,0.361,Municipality,2616001
ADH_IDHM,10957.0,0.472,Municipality,2616001
ADH_IDHM,14610.0,0.592,Municipality,2616001
ADH_IDHM,7670.0,0.356,Municipality,2616100
ADH_IDHM,10957.0,0.46,Municipality,2616100
ADH_IDHM,14610.0,0.605,Municipality,2616100
ADH_IDHM,7670.0,0.273,Municipality,2616183
ADH_IDHM,10957.0,0.382,Municipality,2616183
ADH_IDHM,14610.0,0.563,Municipality,2616183
ADH_IDHM,7670.0,0.34,Municipality,2616209
ADH_IDHM,10957.0,0.452,Municipality,2616209
ADH_IDHM,14610.0,0.582,Municipality,2616209
ADH_IDHM,7670.0,0.306,Municipality,2616308
ADH_IDHM,10957.0,0.455,Municipality,2616308
ADH_IDHM,14610.0,0.605,Municipality,2616308
ADH_IDHM,7670.0,0.418,Municipality,2616407
ADH_IDHM,10957.0,0.519,Municipality,2616407
ADH_IDHM,14610.0,0.64,Municipality,2616407
ADH_IDHM,7670.0,0.269,Municipality,2616506
ADH_IDHM,10957.0,0.365,Municipality,2616506
ADH_IDHM,14610.0,0.552,Municipality,2616506
ADH_IDHM,7670.0,0.282,Municipality,2700102
ADH_IDHM,10957.0,0.392,Municipality,2700102
ADH_IDHM,14610.0,0.549,Municipality,2700102
ADH_IDHM,7670.0,0.302,Municipality,2700201
ADH_IDHM,10957.0,0.428,Municipality,2700201
ADH_IDHM,14610.0,0.568,Municipality,2700201
ADH_IDHM,7670.0,0.359,Municipality,2700300
ADH_IDHM,10957.0,0.476,Municipality,2700300
ADH_IDHM,14610.0,0.649,Municipality,2700300
ADH_IDHM,7670.0,0.285,Municipality,2700409
ADH_IDHM,10957.0,0.407,Municipality,2700409
ADH_IDHM,14610.0,0.561,Municipality,2700409
ADH_IDHM,7670.0,0.265,Municipality,2700508
ADH_IDHM,10957.0,0.378,Municipality,2700508
ADH_IDHM,14610.0,0.557,Municipality,2700508
ADH_IDHM,7670.0,0.275,Municipality,2700607
ADH_IDHM,10957.0,0.44,Municipality,2700607
ADH_IDHM,14610.0,0.615,Municipality,2700607
ADH_IDHM,7670.0,0.291,Municipality,2700706
ADH_IDHM,10957.0,0.401,Municipality,2700706
ADH_IDHM,14610.0,0.594,Municipality,2700706
ADH_IDHM,7670.0,0.298,Municipality,2700805
ADH_IDHM,10957.0,0.416,Municipality,2700805
ADH_IDHM,14610.0,0.593,Municipality,2700805
ADH_IDHM,7670.0,0.227,Municipality,2700904
ADH_IDHM,10957.0,0.331,Municipality,2700904
ADH_IDHM,14610.0,0.517,Municipality,2700904
ADH_IDHM,7670.0,0.333,Municipality,2701001
ADH_IDHM,10957.0,0.42,Municipality,2701001
ADH_IDHM,14610.0,0.604,Municipality,2701001
ADH_IDHM,7670.0,0.197,Municipality,2701100
ADH_IDHM,10957.0,0.311,Municipality,2701100
ADH_IDHM,14610.0,0.513,Municipality,2701100
ADH_IDHM,7670.0,0.282,Municipality,2701209
ADH_IDHM,10957.0,0.359,Municipality,2701209
ADH_IDHM,14610.0,0.531,Municipality,2701209
ADH_IDHM,7670.0,0.288,Municipality,2701308
ADH_IDHM,10957.0,0.385,Municipality,2701308
ADH_IDHM,14610.0,0.562,Municipality,2701308
ADH_IDHM,7670.0,0.312,Municipality,2701357
ADH_IDHM,10957.0,0.412,Municipality,2701357
ADH_IDHM,14610.0,0.559,Municipality,2701357
ADH_IDHM,7670.0,0.292,Municipality,2701407
ADH_IDHM,10957.0,0.393,Municipality,2701407
ADH_IDHM,14610.0,0.57,Municipality,2701407
ADH_IDHM,7670.0,0.214,Municipality,2701506
ADH_IDHM,10957.0,0.337,Municipality,2701506
ADH_IDHM,14610.0,0.524,Municipality,2701506
ADH_IDHM,7670.0,0.205,Municipality,2701605
ADH_IDHM,10957.0,0.306,Municipality,2701605
ADH_IDHM,14610.0,0.506,Municipality,2701605
ADH_IDHM,7670.0,0.288,Municipality,2701704
ADH_IDHM,10957.0,0.379,Municipality,2701704
ADH_IDHM,14610.0,0.573,Municipality,2701704
ADH_IDHM,7670.0,0.271,Municipality,2701803
ADH_IDHM,10957.0,0.356,Municipality,2701803
ADH_IDHM,14610.0,0.526,Municipality,2701803
ADH_IDHM,7670.0,0.287,Municipality,2701902
ADH_IDHM,10957.0,0.383,Municipality,2701902
ADH_IDHM,14610.0,0.575,Municipality,2701902
ADH_IDHM,7670.0,0.235,Municipality,2702009
ADH_IDHM,10957.0,0.354,Municipality,2702009
ADH_IDHM,14610.0,0.533,Municipality,2702009
ADH_IDHM,7670.0,0.255,Municipality,2702108
ADH_IDHM,10957.0,0.377,Municipality,2702108
ADH_IDHM,14610.0,0.517,Municipality,2702108
ADH_IDHM,7670.0,0.344,Municipality,2702207
ADH_IDHM,10957.0,0.466,Municipality,2702207
ADH_IDHM,14610.0,0.586,Municipality,2702207
ADH_IDHM,7670.0,0.317,Municipality,2702306
ADH_IDHM,10957.0,0.419,Municipality,2702306
ADH_IDHM,14610.0,0.626,Municipality,2702306
ADH_IDHM,7670.0,0.204,Municipality,2702355
ADH_IDHM,10957.0,0.344,Municipality,2702355
ADH_IDHM,14610.0,0.525,Municipality,2702355
ADH_IDHM,7670.0,0.334,Municipality,2702405
ADH_IDHM,10957.0,0.436,Municipality,2702405
ADH_IDHM,14610.0,0.612,Municipality,2702405
ADH_IDHM,7670.0,0.261,Municipality,2702504
ADH_IDHM,10957.0,0.37,Municipality,2702504
ADH_IDHM,14610.0,0.532,Municipality,2702504
ADH_IDHM,7670.0,0.221,Municipality,2702553
ADH_IDHM,10957.0,0.322,Municipality,2702553
ADH_IDHM,14610.0,0.534,Municipality,2702553
ADH_IDHM,7670.0,0.25,Municipality,2702603
ADH_IDHM,10957.0,0.371,Municipality,2702603
ADH_IDHM,14610.0,0.533,Municipality,2702603
ADH_IDHM,7670.0,0.329,Municipality,2702702
ADH_IDHM,10957.0,0.411,Municipality,2702702
ADH_IDHM,14610.0,0.565,Municipality,2702702
ADH_IDHM,7670.0,0.232,Municipality,2702801
ADH_IDHM,10957.0,0.373,Municipality,2702801
ADH_IDHM,14610.0,0.527,Municipality,2702801
ADH_IDHM,7670.0,0.241,Municipality,2702900
ADH_IDHM,10957.0,0.335,Municipality,2702900
ADH_IDHM,14610.0,0.536,Municipality,2702900
ADH_IDHM,7670.0,0.266,Municipality,2703007
ADH_IDHM,10957.0,0.337,Municipality,2703007
ADH_IDHM,14610.0,0.518,Municipality,2703007
ADH_IDHM,7670.0,0.241,Municipality,2703106
ADH_IDHM,10957.0,0.366,Municipality,2703106
ADH_IDHM,14610.0,0.564,Municipality,2703106
ADH_IDHM,7670.0,0.22,Municipality,2703205
ADH_IDHM,10957.0,0.374,Municipality,2703205
ADH_IDHM,14610.0,0.568,Municipality,2703205
ADH_IDHM,7670.0,0.189,Municipality,2703304
ADH_IDHM,10957.0,0.281,Municipality,2703304
ADH_IDHM,14610.0,0.484,Municipality,2703304
ADH_IDHM,7670.0,0.296,Municipality,2703403
ADH_IDHM,10957.0,0.4,Municipality,2703403
ADH_IDHM,14610.0,0.583,Municipality,2703403
ADH_IDHM,7670.0,0.229,Municipality,2703502
ADH_IDHM,10957.0,0.358,Municipality,2703502
ADH_IDHM,14610.0,0.548,Municipality,2703502
ADH_IDHM,7670.0,0.331,Municipality,2703601
ADH_IDHM,10957.0,0.414,Municipality,2703601
ADH_IDHM,14610.0,0.57,Municipality,2703601
ADH_IDHM,7670.0,0.221,Municipality,2703700
ADH_IDHM,10957.0,0.386,Municipality,2703700
ADH_IDHM,14610.0,0.552,Municipality,2703700
ADH_IDHM,7670.0,0.26,Municipality,2703759
ADH_IDHM,10957.0,0.382,Municipality,2703759
ADH_IDHM,14610.0,0.556,Municipality,2703759
ADH_IDHM,7670.0,0.223,Municipality,2703809
ADH_IDHM,10957.0,0.349,Municipality,2703809
ADH_IDHM,14610.0,0.531,Municipality,2703809
ADH_IDHM,7670.0,0.278,Municipality,2703908
ADH_IDHM,10957.0,0.38,Municipality,2703908
ADH_IDHM,14610.0,0.562,Municipality,2703908
ADH_IDHM,7670.0,0.281,Municipality,2704005
ADH_IDHM,10957.0,0.426,Municipality,2704005
ADH_IDHM,14610.0,0.575,Municipality,2704005
ADH_IDHM,7670.0,0.248,Municipality,2704104
ADH_IDHM,10957.0,0.383,Municipality,2704104
ADH_IDHM,14610.0,0.552,Municipality,2704104
ADH_IDHM,7670.0,0.214,Municipality,2704203
ADH_IDHM,10957.0,0.369,Municipality,2704203
ADH_IDHM,14610.0,0.58,Municipality,2704203
ADH_IDHM,7670.0,0.507,Municipality,2704302
ADH_IDHM,10957.0,0.584,Municipality,2704302
ADH_IDHM,14610.0,0.721,Municipality,2704302
ADH_IDHM,7670.0,0.281,Municipality,2704401
ADH_IDHM,10957.0,0.365,Municipality,2704401
ADH_IDHM,14610.0,0.566,Municipality,2704401
ADH_IDHM,7670.0,0.278,Municipality,2704500
ADH_IDHM,10957.0,0.419,Municipality,2704500
ADH_IDHM,14610.0,0.574,Municipality,2704500
ADH_IDHM,7670.0,0.3,Municipality,2704609
ADH_IDHM,10957.0,0.343,Municipality,2704609
ADH_IDHM,14610.0,0.569,Municipality,2704609
ADH_IDHM,7670.0,0.349,Municipality,2704708
ADH_IDHM,10957.0,0.463,Municipality,2704708
ADH_IDHM,14610.0,0.642,Municipality,2704708
ADH_IDHM,7670.0,0.327,Municipality,2704807
ADH_IDHM,10957.0,0.452,Municipality,2704807
ADH_IDHM,14610.0,0.597,Municipality,2704807
ADH_IDHM,7670.0,0.274,Municipality,2704906
ADH_IDHM,10957.0,0.412,Municipality,2704906
ADH_IDHM,14610.0,0.577,Municipality,2704906
ADH_IDHM,7670.0,0.253,Municipality,2705002
ADH_IDHM,10957.0,0.356,Municipality,2705002
ADH_IDHM,14610.0,0.504,Municipality,2705002
ADH_IDHM,7670.0,0.332,Municipality,2705101
ADH_IDHM,10957.0,0.394,Municipality,2705101
ADH_IDHM,14610.0,0.584,Municipality,2705101
ADH_IDHM,7670.0,0.306,Municipality,2705200
ADH_IDHM,10957.0,0.379,Municipality,2705200
ADH_IDHM,14610.0,0.568,Municipality,2705200
ADH_IDHM,7670.0,0.263,Municipality,2705309
ADH_IDHM,10957.0,0.384,Municipality,2705309
ADH_IDHM,14610.0,0.563,Municipality,2705309
ADH_IDHM,7670.0,0.251,Municipality,2705408
ADH_IDHM,10957.0,0.38,Municipality,2705408
ADH_IDHM,14610.0,0.539,Municipality,2705408
ADH_IDHM,7670.0,0.273,Municipality,2705507
ADH_IDHM,10957.0,0.391,Municipality,2705507
ADH_IDHM,14610.0,0.527,Municipality,2705507
ADH_IDHM,7670.0,0.281,Municipality,2705606
ADH_IDHM,10957.0,0.355,Municipality,2705606
ADH_IDHM,14610.0,0.521,Municipality,2705606
ADH_IDHM,7670.0,0.322,Municipality,2705705
ADH_IDHM,10957.0,0.405,Municipality,2705705
ADH_IDHM,14610.0,0.565,Municipality,2705705
ADH_IDHM,7670.0,0.259,Municipality,2705804
ADH_IDHM,10957.0,0.362,Municipality,2705804
ADH_IDHM,14610.0,0.525,Municipality,2705804
ADH_IDHM,7670.0,0.238,Municipality,2705903
ADH_IDHM,10957.0,0.368,Municipality,2705903
ADH_IDHM,14610.0,0.503,Municipality,2705903
ADH_IDHM,7670.0,0.217,Municipality,2706000
ADH_IDHM,10957.0,0.301,Municipality,2706000
ADH_IDHM,14610.0,0.493,Municipality,2706000
ADH_IDHM,7670.0,0.291,Municipality,2706109
ADH_IDHM,10957.0,0.396,Municipality,2706109
ADH_IDHM,14610.0,0.547,Municipality,2706109
ADH_IDHM,7670.0,0.317,Municipality,2706208
ADH_IDHM,10957.0,0.402,Municipality,2706208
ADH_IDHM,14610.0,0.558,Municipality,2706208
ADH_IDHM,7670.0,0.385,Municipality,2706307
ADH_IDHM,10957.0,0.482,Municipality,2706307
ADH_IDHM,14610.0,0.638,Municipality,2706307
ADH_IDHM,7670.0,0.345,Municipality,2706406
ADH_IDHM,10957.0,0.434,Municipality,2706406
ADH_IDHM,14610.0,0.593,Municipality,2706406
ADH_IDHM,7670.0,0.227,Municipality,2706422
ADH_IDHM,10957.0,0.35,Municipality,2706422
ADH_IDHM,14610.0,0.548,Municipality,2706422
ADH_IDHM,7670.0,0.312,Municipality,2706448
ADH_IDHM,10957.0,0.423,Municipality,2706448
ADH_IDHM,14610.0,0.605,Municipality,2706448
ADH_IDHM,7670.0,0.249,Municipality,2706505
ADH_IDHM,10957.0,0.382,Municipality,2706505
ADH_IDHM,14610.0,0.533,Municipality,2706505
ADH_IDHM,7670.0,0.282,Municipality,2706604
ADH_IDHM,10957.0,0.42,Municipality,2706604
ADH_IDHM,14610.0,0.589,Municipality,2706604
ADH_IDHM,7670.0,0.411,Municipality,2706703
ADH_IDHM,10957.0,0.495,Municipality,2706703
ADH_IDHM,14610.0,0.63,Municipality,2706703
ADH_IDHM,7670.0,0.316,Municipality,2706802
ADH_IDHM,10957.0,0.417,Municipality,2706802
ADH_IDHM,14610.0,0.572,Municipality,2706802
ADH_IDHM,7670.0,0.325,Municipality,2706901
ADH_IDHM,10957.0,0.418,Municipality,2706901
ADH_IDHM,14610.0,0.61,Municipality,2706901
ADH_IDHM,7670.0,0.252,Municipality,2707008
ADH_IDHM,10957.0,0.355,Municipality,2707008
ADH_IDHM,14610.0,0.574,Municipality,2707008
ADH_IDHM,7670.0,0.398,Municipality,2707107
ADH_IDHM,10957.0,0.432,Municipality,2707107
ADH_IDHM,14610.0,0.589,Municipality,2707107
ADH_IDHM,7670.0,0.24,Municipality,2707206
ADH_IDHM,10957.0,0.313,Municipality,2707206
ADH_IDHM,14610.0,0.526,Municipality,2707206
ADH_IDHM,7670.0,0.322,Municipality,2707305
ADH_IDHM,10957.0,0.423,Municipality,2707305
ADH_IDHM,14610.0,0.586,Municipality,2707305
ADH_IDHM,7670.0,0.255,Municipality,2707404
ADH_IDHM,10957.0,0.344,Municipality,2707404
ADH_IDHM,14610.0,0.541,Municipality,2707404
ADH_IDHM,7670.0,0.274,Municipality,2707503
ADH_IDHM,10957.0,0.378,Municipality,2707503
ADH_IDHM,14610.0,0.551,Municipality,2707503
ADH_IDHM,7670.0,0.3,Municipality,2707602
ADH_IDHM,10957.0,0.384,Municipality,2707602
ADH_IDHM,14610.0,0.559,Municipality,2707602
ADH_IDHM,7670.0,0.389,Municipality,2707701
ADH_IDHM,10957.0,0.505,Municipality,2707701
ADH_IDHM,14610.0,0.643,Municipality,2707701
ADH_IDHM,7670.0,0.219,Municipality,2707800
ADH_IDHM,10957.0,0.339,Municipality,2707800
ADH_IDHM,14610.0,0.505,Municipality,2707800
ADH_IDHM,7670.0,0.375,Municipality,2707909
ADH_IDHM,10957.0,0.434,Municipality,2707909
ADH_IDHM,14610.0,0.597,Municipality,2707909
ADH_IDHM,7670.0,0.349,Municipality,2708006
ADH_IDHM,10957.0,0.425,Municipality,2708006
ADH_IDHM,14610.0,0.591,Municipality,2708006
ADH_IDHM,7670.0,0.266,Municipality,2708105
ADH_IDHM,10957.0,0.356,Municipality,2708105
ADH_IDHM,14610.0,0.519,Municipality,2708105
ADH_IDHM,7670.0,0.304,Municipality,2708204
ADH_IDHM,10957.0,0.436,Municipality,2708204
ADH_IDHM,14610.0,0.572,Municipality,2708204
ADH_IDHM,7670.0,0.304,Municipality,2708303
ADH_IDHM,10957.0,0.402,Municipality,2708303
ADH_IDHM,14610.0,0.573,Municipality,2708303
ADH_IDHM,7670.0,0.204,Municipality,2708402
ADH_IDHM,10957.0,0.319,Municipality,2708402
ADH_IDHM,14610.0,0.527,Municipality,2708402
ADH_IDHM,7670.0,0.267,Municipality,2708501
ADH_IDHM,10957.0,0.396,Municipality,2708501
ADH_IDHM,14610.0,0.536,Municipality,2708501
ADH_IDHM,7670.0,0.365,Municipality,2708600
ADH_IDHM,10957.0,0.506,Municipality,2708600
ADH_IDHM,14610.0,0.623,Municipality,2708600
ADH_IDHM,7670.0,0.337,Municipality,2708709
ADH_IDHM,10957.0,0.444,Municipality,2708709
ADH_IDHM,14610.0,0.591,Municipality,2708709
ADH_IDHM,7670.0,0.246,Municipality,2708808
ADH_IDHM,10957.0,0.351,Municipality,2708808
ADH_IDHM,14610.0,0.549,Municipality,2708808
ADH_IDHM,7670.0,0.416,Municipality,2708907
ADH_IDHM,10957.0,0.543,Municipality,2708907
ADH_IDHM,14610.0,0.66,Municipality,2708907
ADH_IDHM,7670.0,0.211,Municipality,2708956
ADH_IDHM,10957.0,0.299,Municipality,2708956
ADH_IDHM,14610.0,0.518,Municipality,2708956
ADH_IDHM,7670.0,0.26,Municipality,2709004
ADH_IDHM,10957.0,0.395,Municipality,2709004
ADH_IDHM,14610.0,0.555,Municipality,2709004
ADH_IDHM,7670.0,0.279,Municipality,2709103
ADH_IDHM,10957.0,0.375,Municipality,2709103
ADH_IDHM,14610.0,0.541,Municipality,2709103
ADH_IDHM,7670.0,0.253,Municipality,2709152
ADH_IDHM,10957.0,0.398,Municipality,2709152
ADH_IDHM,14610.0,0.564,Municipality,2709152
ADH_IDHM,7670.0,0.248,Municipality,2709202
ADH_IDHM,10957.0,0.32,Municipality,2709202
ADH_IDHM,14610.0,0.532,Municipality,2709202
ADH_IDHM,7670.0,0.312,Municipality,2709301
ADH_IDHM,10957.0,0.406,Municipality,2709301
ADH_IDHM,14610.0,0.593,Municipality,2709301
ADH_IDHM,7670.0,0.306,Municipality,2709400
ADH_IDHM,10957.0,0.415,Municipality,2709400
ADH_IDHM,14610.0,0.586,Municipality,2709400
ADH_IDHM,7670.0,0.314,Municipality,2800100
ADH_IDHM,10957.0,0.42,Municipality,2800100
ADH_IDHM,14610.0,0.611,Municipality,2800100
ADH_IDHM,7670.0,0.325,Municipality,2800209
ADH_IDHM,10957.0,0.428,Municipality,2800209
ADH_IDHM,14610.0,0.578,Municipality,2800209
ADH_IDHM,7670.0,0.545,Municipality,2800308
ADH_IDHM,10957.0,0.648,Municipality,2800308
ADH_IDHM,14610.0,0.77,Municipality,2800308
ADH_IDHM,7670.0,0.308,Municipality,2800407
ADH_IDHM,10957.0,0.448,Municipality,2800407
ADH_IDHM,14610.0,0.595,Municipality,2800407
ADH_IDHM,7670.0,0.293,Municipality,2800506
ADH_IDHM,10957.0,0.44,Municipality,2800506
ADH_IDHM,14610.0,0.579,Municipality,2800506
ADH_IDHM,7670.0,0.403,Municipality,2800605
ADH_IDHM,10957.0,0.527,Municipality,2800605
ADH_IDHM,14610.0,0.649,Municipality,2800605
ADH_IDHM,7670.0,0.376,Municipality,2800670
ADH_IDHM,10957.0,0.435,Municipality,2800670
ADH_IDHM,14610.0,0.604,Municipality,2800670
ADH_IDHM,7670.0,0.284,Municipality,2800704
ADH_IDHM,10957.0,0.377,Municipality,2800704
ADH_IDHM,14610.0,0.54,Municipality,2800704
ADH_IDHM,7670.0,0.343,Municipality,2801009
ADH_IDHM,10957.0,0.468,Municipality,2801009
ADH_IDHM,14610.0,0.621,Municipality,2801009
ADH_IDHM,7670.0,0.318,Municipality,2801108
ADH_IDHM,10957.0,0.411,Municipality,2801108
ADH_IDHM,14610.0,0.569,Municipality,2801108
ADH_IDHM,7670.0,0.233,Municipality,2801207
ADH_IDHM,10957.0,0.381,Municipality,2801207
ADH_IDHM,14610.0,0.567,Municipality,2801207
ADH_IDHM,7670.0,0.35,Municipality,2801306
ADH_IDHM,10957.0,0.444,Municipality,2801306
ADH_IDHM,14610.0,0.615,Municipality,2801306
ADH_IDHM,7670.0,0.268,Municipality,2801405
ADH_IDHM,10957.0,0.397,Municipality,2801405
ADH_IDHM,14610.0,0.588,Municipality,2801405
ADH_IDHM,7670.0,0.404,Municipality,2801504
ADH_IDHM,10957.0,0.507,Municipality,2801504
ADH_IDHM,14610.0,0.643,Municipality,2801504
ADH_IDHM,7670.0,0.445,Municipality,2801603
ADH_IDHM,10957.0,0.524,Municipality,2801603
ADH_IDHM,14610.0,0.623,Municipality,2801603
ADH_IDHM,7670.0,0.279,Municipality,2801702
ADH_IDHM,10957.0,0.398,Municipality,2801702
ADH_IDHM,14610.0,0.553,Municipality,2801702
ADH_IDHM,7670.0,0.316,Municipality,2801900
ADH_IDHM,10957.0,0.448,Municipality,2801900
ADH_IDHM,14610.0,0.604,Municipality,2801900
ADH_IDHM,7670.0,0.399,Municipality,2802007
ADH_IDHM,10957.0,0.436,Municipality,2802007
ADH_IDHM,14610.0,0.61,Municipality,2802007
ADH_IDHM,7670.0,0.374,Municipality,2802106
ADH_IDHM,10957.0,0.479,Municipality,2802106
ADH_IDHM,14610.0,0.647,Municipality,2802106
ADH_IDHM,7670.0,0.287,Municipality,2802205
ADH_IDHM,10957.0,0.432,Municipality,2802205
ADH_IDHM,14610.0,0.584,Municipality,2802205
ADH_IDHM,7670.0,0.367,Municipality,2802304
ADH_IDHM,10957.0,0.457,Municipality,2802304
ADH_IDHM,14610.0,0.589,Municipality,2802304
ADH_IDHM,7670.0,0.249,Municipality,2802403
ADH_IDHM,10957.0,0.391,Municipality,2802403
ADH_IDHM,14610.0,0.564,Municipality,2802403
ADH_IDHM,7670.0,0.41,Municipality,2802502
ADH_IDHM,10957.0,0.493,Municipality,2802502
ADH_IDHM,14610.0,0.645,Municipality,2802502
ADH_IDHM,7670.0,0.3,Municipality,2802601
ADH_IDHM,10957.0,0.458,Municipality,2802601
ADH_IDHM,14610.0,0.577,Municipality,2802601
ADH_IDHM,7670.0,0.318,Municipality,2802700
ADH_IDHM,10957.0,0.421,Municipality,2802700
ADH_IDHM,14610.0,0.562,Municipality,2802700
ADH_IDHM,7670.0,0.235,Municipality,2802809
ADH_IDHM,10957.0,0.38,Municipality,2802809
ADH_IDHM,14610.0,0.58,Municipality,2802809
ADH_IDHM,7670.0,0.399,Municipality,2802908
ADH_IDHM,10957.0,0.481,Municipality,2802908
ADH_IDHM,14610.0,0.642,Municipality,2802908
ADH_IDHM,7670.0,0.267,Municipality,2803005
ADH_IDHM,10957.0,0.38,Municipality,2803005
ADH_IDHM,14610.0,0.556,Municipality,2803005
ADH_IDHM,7670.0,0.341,Municipality,2803104
ADH_IDHM,10957.0,0.454,Municipality,2803104
ADH_IDHM,14610.0,0.602,Municipality,2803104
ADH_IDHM,7670.0,0.26,Municipality,2803203
ADH_IDHM,10957.0,0.42,Municipality,2803203
ADH_IDHM,14610.0,0.561,Municipality,2803203
ADH_IDHM,7670.0,0.371,Municipality,2803302
ADH_IDHM,10957.0,0.48,Municipality,2803302
ADH_IDHM,14610.0,0.621,Municipality,2803302
ADH_IDHM,7670.0,0.284,Municipality,2803401
ADH_IDHM,10957.0,0.406,Municipality,2803401
ADH_IDHM,14610.0,0.56,Municipality,2803401
ADH_IDHM,7670.0,0.341,Municipality,2803500
ADH_IDHM,10957.0,0.447,Municipality,2803500
ADH_IDHM,14610.0,0.625,Municipality,2803500
ADH_IDHM,7670.0,0.354,Municipality,2803609
ADH_IDHM,10957.0,0.47,Municipality,2803609
ADH_IDHM,14610.0,0.642,Municipality,2803609
ADH_IDHM,7670.0,0.311,Municipality,2803708
ADH_IDHM,10957.0,0.446,Municipality,2803708
ADH_IDHM,14610.0,0.583,Municipality,2803708
ADH_IDHM,7670.0,0.36,Municipality,2803807
